,files,files_target,files_source,files_both,chunks,chunks_target,chunks_source,loc,loc_target,loc_source,commits,commits_target,commits_source,has_conflict
0,2,2,0,0,7,7,0,7,7,0,1,1,0,0
1,1,1,0,0,2,2,0,2,2,0,1,1,0,0
2,6,5,1,0,8,5,3,241,238,3,3,2,1,0
3,1,1,0,0,1,1,0,1,1,0,1,1,0,0
4,7,5,2,0,58,50,8,188,176,15,9,8,1,0
5,3,2,1,0,7,6,1,11,9,4,4,3,1,0
6,1,1,0,0,2,2,0,2,2,0,1,1,0,0
7,2,1,1,0,2,1,1,3,1,2,2,1,1,0
8,12,0,12,0,121,0,121,276,0,276,2,0,2,0
9,12,11,3,2,30,25,5,683,681,7,16,12,4,0
10,9,5,4,0,34,8,26,120,8,148,6,1,5,0
11,1,1,0,0,1,1,0,3,3,0,1,1,0,0
12,1,1,0,0,1,1,0,1,1,0,1,1,0,0
13,4,0,4,0,6,0,6,6,0,6,1,0,1,0
14,29,28,1,0,220,190,30,887,777,205,19,11,8,0
15,2,2,0,0,2,2,0,2,2,0,2,2,0,0
16,50,49,1,0,70,68,2,495,1070,5,13,11,2,0
17,3,3,0,0,52,52,0,135,155,0,4,4,0,0
18,8,8,0,0,14,14,0,19,19,0,9,9,0,0
19,4,0,4,0,8,0,8,20,0,20,3,0,3,0
20,1,1,0,0,1,1,0,1,1,0,1,1,0,0
21,4,4,1,1,13,11,2,74,70,4,5,4,1,0
22,8,8,0,0,23,23,0,58,85,0,6,6,0,0
23,13,13,0,0,169,169,0,812,825,0,3,3,0,0
24,28,28,0,0,2048,2048,0,19712,20556,0,20,20,0,0
25,2,1,1,0,2,1,1,2,1,1,2,1,1,0
26,9,9,0,0,22,22,0,64,64,0,8,8,0,0
27,1,1,0,0,1,1,0,1,1,0,1,1,0,0
28,1,1,1,1,4,3,1,8,14,2,3,2,1,0
29,19,19,0,0,50,50,0,73,73,0,2,2,0,0
30,3,3,1,1,10,9,1,33,31,2,5,4,1,0
31,11,9,2,0,17,15,2,101,138,5,9,8,1,0
32,4,4,0,0,15,15,0,130,130,0,2,2,0,0
33,3,2,1,0,6,5,1,20,19,1,2,1,1,0
34,3,2,1,0,5,2,3,8,5,3,4,2,2,0
35,1,1,0,0,1,1,0,1,1,0,1,1,0,0
36,14,12,3,1,37,34,3,222,407,112,13,11,2,0
37,3,3,0,0,3,3,0,22,22,0,2,2,0,0
38,47,2,45,0,286,27,259,755,133,813,19,1,18,0
39,141,141,1,1,448,447,1,1167,1261,5,21,20,1,0
40,80,80,1,1,1100,1100,1,7286,31980,4,170,169,1,0
41,13,11,2,0,29,20,9,982,2325,54,15,12,3,0
42,1,1,0,0,1,1,0,5,20,0,4,4,0,0
43,2,2,0,0,5,5,0,14,14,0,1,1,0,0
44,1,1,0,0,1,1,0,1,2,0,1,1,0,0
45,1,1,0,0,1,1,0,2,2,0,1,1,0,0
46,14,13,1,0,58,49,9,325,338,84,19,13,6,0
47,1,1,1,1,14,13,1,27,38,1,9,8,1,0
48,2,2,0,0,7,7,0,39,39,0,1,1,0,0
49,1,1,0,0,1,1,0,1,1,0,1,1,0,0
50,1,1,0,0,10,10,0,60,60,0,1,1,0,0
51,11,11,0,0,32,32,0,294,294,0,3,3,0,0
52,1,1,0,0,3,3,0,11,11,0,1,1,0,0
53,38,37,2,1,119,110,9,617,358,259,16,14,2,0
54,2,2,0,0,2,2,0,2,2,0,2,2,0,0
55,5,4,1,0,11,10,1,74,73,1,4,3,1,0
56,7,5,2,0,16,12,4,168,21,147,8,5,3,0
57,1,1,0,0,1,1,0,2,2,0,1,1,0,0
58,1,1,0,0,1,1,0,12,12,0,1,1,0,0
59,13,13,1,1,37,36,1,128,496,6,20,19,1,0
60,1,1,0,0,2,2,0,2,2,0,1,1,0,0
61,1,0,1,0,2,0,2,2,0,2,2,0,2,0
62,15,15,1,1,86,77,9,224,426,22,18,17,1,0
63,5,5,0,0,5,5,0,75,177,0,7,7,0,0
64,100,100,0,0,399,399,0,3263,3469,0,25,25,0,0
65,2,0,2,0,4,0,4,4,0,4,4,0,4,0
66,2,1,1,0,6,2,4,14,2,12,2,1,1,0
67,67,3,65,1,178,3,175,389,71,322,15,1,14,0
68,4,4,0,0,9,9,0,104,182,0,5,5,0,0
69,2,1,1,0,4,1,3,4,1,3,2,1,1,0
70,3,3,1,1,12,11,1,41,107,1,9,8,1,0
71,2,2,0,0,2,2,0,2,2,0,1,1,0,0
72,1,1,0,0,4,4,0,4,4,0,1,1,0,0
73,1,1,1,1,2,1,1,2,1,1,2,1,1,0
74,27,26,2,1,67,60,7,250,240,10,4,2,2,0
75,2,2,0,0,9,9,0,35,35,0,1,1,0,0
76,8,8,0,0,13,13,0,15,15,0,1,1,0,0
77,16,5,12,1,1145,26,1119,6009,168,6817,5,2,3,0
78,92,92,0,0,126,126,0,3550,7214,0,48,48,0,0
79,1,1,0,0,1,1,0,1,1,0,1,1,0,0
80,3,2,1,0,3,2,1,22,2,20,3,2,1,0
81,3,0,3,0,3,0,3,3,0,3,3,0,3,0
82,2,2,1,1,15,14,1,16,17,1,15,14,1,0
83,18,17,1,0,75,73,2,139,132,7,6,5,1,0
84,15,13,2,0,58,56,2,609,1050,14,14,13,1,0
85,4,1,3,0,4,1,3,65,2,63,2,1,1,0
86,1,1,0,0,2,2,0,3,3,0,1,1,0,0
87,15,10,6,1,31,20,11,195,34,298,11,6,5,0
88,1,1,0,0,2,2,0,2,2,0,1,1,0,0
89,3,3,0,0,5,5,0,23,23,0,1,1,0,0
90,6,0,6,0,12,0,12,36,0,36,2,0,2,0
91,37,29,8,0,136,96,40,1791,1410,381,4,3,1,0
92,7,4,3,1,11,7,3,48,40,3,3,2,1,0
93,2,0,2,0,6,0,6,8,0,8,2,0,2,0
94,1,1,0,0,4,4,0,4,4,0,1,1,0,0
95,1,1,0,0,1,1,0,9,9,0,1,1,0,0
96,23,22,1,0,72,71,1,328,327,1,16,15,1,0
97,1,0,1,0,1,0,1,2,0,2,1,0,1,0
98,1,1,0,0,1,1,0,1,1,0,1,1,0,0
99,12,4,0,0,24,8,0,126,42,0,2,2,0,0
100,101,0,100,0,344,0,343,1860,0,2337,91,0,91,0
101,2,2,0,0,2,2,0,2,2,0,1,1,0,0
102,8,8,0,0,13,13,0,39,39,0,5,5,0,0
103,31,0,31,0,92,0,92,1244,0,2956,94,0,94,0
104,4,0,4,0,4,0,4,50,0,50,1,0,1,0
105,1,1,0,0,2,2,0,2,4,0,1,1,0,0
106,1,1,0,0,1,1,0,1,1,0,1,1,0,0
107,2,2,2,2,25,23,2,87,72,15,2,1,1,0
108,1,1,1,1,2,1,1,2,1,1,2,1,1,0
109,5,2,3,0,114,6,108,213,22,424,8,1,7,0
110,6,3,3,0,11,5,6,15,5,10,8,4,4,0
111,40,40,0,0,68,68,0,295,295,0,9,9,0,0
112,1,1,0,0,1,1,0,1,1,0,1,1,0,0
113,15,14,1,0,311,310,1,318,632,4,3,2,1,0
114,2,2,0,0,2,2,0,92,137,0,3,3,0,0
115,5,5,1,1,25,23,2,70,437,9,66,64,2,0
116,28,28,0,0,134,134,0,835,2251,0,17,17,0,0
117,5,0,5,0,9,0,9,318,0,320,5,0,5,0
118,1,1,0,0,1,1,0,1,1,0,1,1,0,0
119,71,71,0,0,327,327,0,2493,2999,0,99,99,0,0
120,1,1,0,0,2,2,0,3,3,0,1,1,0,0
121,2,1,1,0,2,1,1,7,12,2,2,1,1,0
122,1,1,0,0,4,4,0,4,4,0,1,1,0,0
123,32,0,31,0,131,0,130,880,0,1210,19,0,19,0
124,2,2,1,1,5,3,2,5,6,4,3,2,1,0
125,5,5,0,0,13,13,0,323,325,0,7,7,0,0
126,1,1,0,0,15,15,0,52,52,0,1,1,0,0
127,2,2,0,0,5,5,0,5,5,0,2,2,0,0
128,1,1,0,0,1,1,0,1,1,0,1,1,0,0
129,2,1,1,0,2,1,1,51,1,50,2,1,1,0
130,12,0,12,0,40,0,40,780,0,780,1,0,1,0
131,8,1,7,0,21,1,20,271,68,419,14,1,13,0
132,37,36,1,0,201,200,1,1658,3066,168,108,102,6,0
133,1,1,0,0,1,1,0,2,2,0,1,1,0,0
134,11,11,0,0,33,33,0,97,102,0,13,13,0,0
135,1,1,0,0,1,1,0,3,3,0,1,1,0,0
136,9,1,9,1,51,2,49,111,12,222,35,2,33,0
137,15,15,1,1,42,41,1,97,210,2,23,22,1,0
138,1,1,0,0,7,7,0,50,50,0,1,1,0,0
139,11,0,11,0,19,0,19,46,0,46,4,0,4,0
140,6,1,6,1,28,3,25,201,6,195,2,1,1,0
141,2,1,1,0,79,1,78,79,1,78,2,1,1,0
142,21,21,0,0,42,42,0,86,86,0,1,1,0,0
143,3,3,0,0,12,12,0,43,51,0,5,5,0,0
144,8,3,1,0,34,11,6,134,40,27,2,1,1,0
145,3,3,0,0,3,3,0,3,3,0,1,1,0,0
146,1,0,1,0,2,0,2,6,0,6,1,0,1,0
147,7,2,5,0,7,2,5,2110,7,3080,5,1,4,0
148,2,1,1,0,9,7,2,40,24,16,5,4,1,0
149,2,2,0,0,15,15,0,17,21,0,17,17,0,0
150,2,1,1,0,4,1,3,8,2,14,2,1,1,0
151,10,9,1,0,31,30,1,429,428,1,3,2,1,0
152,1,1,0,0,3,3,0,11,19,0,3,3,0,0
153,49,49,0,0,846,846,0,3256,6918,0,126,126,0,0
154,329,0,329,0,1101,0,1101,14586,0,20090,184,0,184,0
155,2,1,2,1,3,1,2,4,1,3,3,1,2,0
156,107,103,6,2,638,627,11,2188,2158,909,80,70,10,0
157,1,1,0,0,1,1,0,1,1,0,1,1,0,0
158,1,0,1,0,4,0,4,7,0,7,1,0,1,0
159,1,0,1,0,1,0,1,1,0,1,1,0,1,0
160,2,2,0,0,4,4,0,4,4,0,1,1,0,0
161,5,5,1,1,37,27,10,98,176,20,8,7,1,0
162,4,4,0,0,214,214,0,671,1342,0,1,1,0,0
163,3,2,1,0,5,2,3,77,62,15,2,1,1,0
164,1,1,0,0,1,1,0,1,1,0,1,1,0,0
165,2,1,1,0,2,1,1,19,36,1,3,2,1,0
166,1,0,1,0,1,0,1,14,0,14,1,0,1,0
167,2,1,1,0,14,13,1,22,36,8,4,3,1,0
168,7,7,0,0,20,20,0,34,34,0,2,2,0,0
169,1,1,0,0,3,3,0,4,6,0,4,4,0,0
170,5,1,4,0,19,3,16,128,42,86,2,1,1,0
171,4,0,4,0,6,0,6,6,0,6,1,0,1,0
172,24,24,0,0,169,169,0,946,4228,0,20,20,0,0
173,1,1,1,1,11,10,1,29,28,1,8,7,1,0
174,43,42,1,0,43,42,1,3132,4843,3,12,11,1,0
175,7,5,3,1,14,10,3,43,31,7,2,1,1,0
176,6,2,5,1,21,7,14,98,21,152,4,1,3,0
177,90,90,0,0,114,114,0,31198,740571,0,182,182,0,0
178,5,4,1,0,11,4,7,11,4,7,3,2,1,0
179,172,171,1,0,790,789,1,7272,20831,585,349,346,3,0
180,24,21,3,0,77,72,5,318,342,56,18,16,2,0
181,7,1,6,0,9,3,6,14,6,8,2,1,1,0
182,1,1,0,0,1,1,0,1,1,0,1,1,0,0
183,1,1,0,0,1,1,0,1,1,0,1,1,0,0
184,1,1,0,0,1,1,0,3,6,0,1,1,0,0
185,2,0,2,0,8,0,8,11,0,11,2,0,2,0
186,2,0,2,0,4,0,4,5,0,5,2,0,2,0
187,9,8,1,0,12,9,3,53,46,7,4,3,1,0
188,7,6,1,0,92,91,1,1394,1393,1,2,1,1,0
189,48,45,3,0,88,82,6,154,112,45,6,5,1,0
190,1,1,1,1,11,10,1,23,34,1,10,9,1,0
191,10,9,1,0,52,50,2,383,380,3,11,10,1,0
192,1,1,0,0,4,4,0,6,6,0,2,2,0,0
193,1,1,0,0,1,1,0,7,7,0,1,1,0,0
194,1,1,0,0,1,1,0,1,1,0,1,1,0,0
195,31,2,29,0,112,3,106,15336,18,29491,11,1,10,0
196,4,0,4,0,560,0,560,1521,0,2062,7,0,7,0
197,125,8,118,1,315,183,132,2193,2200,172,13,9,4,0
198,25,25,0,0,88,88,0,1351,1574,0,2,2,0,0
199,6,3,4,1,14,3,10,72,17,50,3,1,2,0
200,2,1,1,0,4,1,3,11,2,9,2,1,1,0
201,5,4,2,1,21,15,6,176,170,6,8,7,1,0
202,15,15,0,0,28,28,0,49,49,0,8,8,0,0
203,1,1,0,0,1,1,0,1,1,0,1,1,0,0
204,7,4,3,0,10,7,3,60,56,6,5,3,2,0
205,2,2,0,0,8,8,0,48,48,0,2,2,0,0
206,1,0,1,0,1,0,1,3,0,3,1,0,1,0
207,286,1,285,0,409,1,408,1169,1,1688,24,1,23,0
208,1,1,0,0,1,1,0,1,1,0,1,1,0,0
209,4,4,0,0,8,8,0,20,20,0,1,1,0,0
210,5,4,1,0,31,30,1,95,188,2,4,3,1,0
211,6,0,6,0,12,0,12,64,0,94,7,0,7,0
212,15,7,10,2,62,39,23,103,80,23,4,3,1,0
213,2,2,1,1,5,4,1,14,13,1,3,2,1,0
214,2,2,1,1,3,2,1,25,26,1,4,3,1,0
215,78,77,2,1,280,254,26,3359,11389,102,113,112,1,0
216,3,3,0,0,14,14,0,52,52,0,1,1,0,0
217,1,1,0,0,1,1,0,1,2,0,1,1,0,0
218,47,44,3,0,136,133,3,1208,3892,930,22,21,2,0
219,7,4,3,0,13,10,3,622,10,612,1,1,1,0
220,1,1,0,0,1,1,0,1,1,0,1,1,0,0
221,84,81,3,0,304,301,3,2095,2877,230,145,145,3,0
222,1,0,1,0,32,0,32,33,0,33,1,0,1,0
223,1,1,0,0,1,1,0,5,5,0,1,1,0,0
224,11,11,0,0,22,22,0,148,148,0,1,1,0,0
225,3,2,1,0,8,6,2,25,23,2,3,2,1,0
226,3,2,1,0,5,2,3,9,2,7,2,1,1,0
227,69,68,1,0,256,242,14,957,916,234,28,26,2,0
228,1,0,1,0,9,0,9,27,0,27,1,0,1,0
229,45,0,45,0,205,0,205,3933,0,4043,33,0,33,0
230,1,1,1,1,12,7,5,38,32,11,7,6,1,0
231,48,47,1,0,401,399,2,1679,1694,2,44,43,1,0
232,2,1,1,0,6,3,3,49,7,218,9,2,7,0
233,32,26,7,1,93,81,12,941,867,87,20,17,3,0
234,94,94,0,0,95,95,0,23915,23920,0,7,7,0,0
235,20,19,1,0,32,31,1,492,774,4,8,7,1,0
236,7,2,5,0,20,4,16,87,15,72,7,3,4,0
237,2,1,1,0,13,1,12,69,1,68,2,1,1,0
238,2,2,0,0,3,3,0,15,15,0,2,2,0,0
239,1,1,1,1,26,25,1,56,98,1,33,32,1,0
240,3,3,0,0,23,23,0,48,68,0,9,9,0,0
241,16,6,12,2,49,21,28,474,381,422,22,5,17,0
242,4,3,1,0,4,3,1,4,3,1,3,2,1,0
243,34,34,0,0,516,516,0,1533,2479,0,80,80,0,0
244,28,14,1,1,130,64,1,490,246,1,16,15,1,0
245,1,1,0,0,2,2,0,2,2,0,1,1,0,0
246,36,36,1,1,585,584,1,3671,12418,12,36,35,1,0
247,1,1,0,0,1,1,0,2,2,0,1,1,0,0
248,3,2,1,0,3,2,1,3,2,1,3,2,1,0
249,1,1,0,0,1,1,0,2,2,0,1,1,0,0
250,1,0,1,0,16,0,16,40,0,40,1,0,1,0
251,1,1,0,0,1,1,0,1,1,0,1,1,0,0
252,1,1,0,0,1,1,0,2,2,0,1,1,0,0
253,14,0,14,0,40,0,40,206,0,206,7,0,7,0
254,1,1,0,0,1,1,0,8,8,0,1,1,0,0
255,32,31,1,0,119,116,3,635,782,9,12,11,1,0
256,39,39,0,0,289,282,0,1199,1192,0,22,22,0,0
257,2,2,0,0,3,3,0,3,3,0,2,2,0,0
258,9,7,2,0,13,11,2,131,96,48,9,8,1,0
259,1,1,0,0,1,1,0,1,1,0,1,1,0,0
260,2,0,2,0,4,0,4,4,0,4,3,0,3,0
261,1,0,1,0,1,0,1,1,0,1,1,0,1,0
262,122,121,2,1,599,597,2,1304,1384,28,14,13,1,0
263,1,1,0,0,1,1,0,1,1,0,1,1,0,0
264,10,9,1,0,32,30,2,91,75,16,4,3,1,0
265,4,3,1,0,5,4,1,18,11,7,4,3,1,0
266,21,10,11,0,31,17,14,2316,63,2255,7,6,1,0
267,3,3,0,0,20,20,0,23,29,0,23,23,0,0
268,2,1,1,0,2,1,1,6,10,2,2,1,1,0
269,1,0,1,0,1,0,1,2,0,4,1,0,1,0
270,1,1,0,0,1,1,0,10,10,0,1,1,0,0
271,2,2,0,0,2,2,0,16,16,0,2,2,0,0
272,3,3,0,0,7,7,0,16,16,0,1,1,0,0
273,15,15,0,0,132,132,0,803,2218,0,21,21,0,0
274,2,2,0,0,3,3,0,7,7,0,1,1,0,0
275,5,2,4,1,12,2,10,50,7,43,3,1,2,0
276,36,31,6,1,118,107,11,730,3054,29,35,29,6,0
277,4,2,3,1,57,4,53,70,15,55,4,2,2,0
278,71,70,1,0,376,375,1,3896,8010,1,43,42,1,0
279,2,0,2,0,9,0,9,54,0,54,2,0,2,0
280,25,2,23,0,38,7,31,59,16,43,6,1,5,0
281,2,0,2,0,2,0,2,4,0,4,1,0,1,0
282,1,1,0,0,1,1,0,1,1,0,1,1,0,0
283,1,1,0,0,10,10,0,15,15,0,1,1,0,0
284,70,70,3,3,267,264,3,1597,5722,46,52,50,2,0
285,76,70,8,2,500,405,95,8380,10045,1082,44,43,1,0
286,2,0,2,0,10,0,10,30,0,30,1,0,1,0
287,5,2,3,0,7,2,5,65,17,48,2,1,1,0
288,1,1,0,0,3,3,0,18,18,0,1,1,0,0
289,45,2,43,0,160,4,156,349,7,402,36,1,35,0
290,16,14,4,2,125,120,5,1029,1025,41,15,12,3,0
291,1,1,0,0,3,3,0,3,3,0,1,1,0,0
292,2,2,0,0,3,3,0,38,50,0,4,4,0,0
293,2,2,0,0,3,3,0,173,173,0,1,1,0,0
294,52,50,4,2,115,103,12,3155,8493,17,51,50,1,0
295,24,12,1,1,114,56,1,622,324,1,26,25,1,0
296,2,1,1,0,6,2,4,7,3,4,3,2,1,0
297,1,1,0,0,1,1,0,9,9,0,1,1,0,0
298,4,3,1,0,6,5,1,6,5,1,5,4,1,0
299,13,12,1,0,59,58,1,389,427,21,6,6,1,0
300,1636,498,1139,1,28831,1169,27662,292746,7780,285466,44,38,6,0
301,2,0,2,0,13,0,13,4646,0,4646,2,0,2,0
302,7,5,2,0,10,6,4,97,79,18,4,3,1,0
303,2,2,0,0,8,8,0,12,12,0,2,2,0,0
304,80,79,1,0,400,399,1,1483,1618,1,43,42,1,0
305,1,1,0,0,13,13,0,17,19,0,14,14,0,0
306,33,33,0,0,176,176,0,1451,1692,0,48,48,0,0
307,3,3,0,0,4,4,0,22,22,0,3,3,0,0
308,1,1,0,0,1,1,0,1,1,0,1,1,0,0
309,5,3,2,0,20,13,7,124,66,58,4,3,1,0
310,5,4,1,0,24,21,3,56,102,10,5,4,1,0
311,1,1,0,0,2,2,0,2,2,0,1,1,0,0
312,6,3,3,0,8,3,5,82,36,46,2,1,1,0
313,7,1,6,0,14,5,9,18,5,13,5,1,4,0
314,4,1,3,0,5,1,4,6,1,5,2,1,1,0
315,9,2,7,0,39,6,33,106,8,170,10,3,7,0
316,37,37,0,0,114,114,0,244,244,0,1,1,0,0
317,2,2,0,0,3,3,0,3,3,0,1,1,0,0
318,6,4,2,0,24,14,10,131,94,37,3,2,1,0
319,5,5,0,0,7,7,0,9,12,0,6,6,0,0
320,1,1,0,0,7,7,0,17,17,0,2,2,0,0
321,1,0,1,0,10,0,10,16,0,16,1,0,1,0
322,1,0,1,0,1,0,1,42,0,42,1,0,1,0
323,20,19,2,1,60,58,2,605,609,89,18,16,2,0
324,121,0,121,0,317,0,317,6607,0,7687,85,0,85,0
325,6,0,6,0,9,0,9,31,0,31,2,0,2,0
326,4,1,3,0,22,1,21,112,92,132,3,1,2,0
327,23,20,3,0,42,37,5,421,409,17,12,9,3,0
328,7,4,3,0,25,11,14,37,13,24,5,3,2,0
329,12,9,3,0,29,20,9,182,170,12,2,1,1,0
330,8,8,0,0,8,8,0,8,8,0,1,1,0,0
331,7,1,6,0,7,1,6,342,1,341,5,1,4,0
332,11,1,10,0,21,1,20,96,1,95,3,1,2,0
333,10,0,10,0,37,0,37,77,0,85,7,0,7,0
334,6,6,0,0,7,7,0,425,453,0,4,4,0,0
335,8,8,0,0,25,25,0,108,201,0,7,7,0,0
336,6,0,6,0,13,0,13,21,0,21,1,0,1,0
337,6,6,0,0,11,11,0,28,28,0,7,7,0,0
338,26,26,1,1,39,38,1,2648,2648,2,14,13,1,0
339,56,56,0,0,777,777,0,1444,2199,0,39,39,0,0
340,194,194,0,0,449,449,0,545,545,0,1,1,0,0
341,1,1,0,0,1,1,0,6,6,0,1,1,0,0
342,1,1,1,1,4,1,3,11,4,7,2,1,1,0
343,4,4,0,0,4,4,0,49,96,0,2,2,0,0
344,45,32,13,0,186,173,13,1953,3877,53,41,40,1,0
345,1,0,1,0,1,0,1,1,0,1,1,0,1,0
346,29,27,2,0,44,42,2,86,68,18,5,3,2,0
347,1,1,0,0,1,1,0,7,7,0,1,1,0,0
348,5,5,0,0,11,11,0,89,89,0,1,1,0,0
349,3,3,0,0,8,8,0,64,64,0,2,2,0,0
350,18,18,0,0,27,27,0,4764,5246,0,7,7,0,0
351,2,1,1,0,3,2,1,3,4,2,2,1,1,0
352,2,2,0,0,15,15,0,76,76,0,1,1,0,0
353,7,3,4,0,33,27,6,216,44,509,9,3,6,0
354,3,0,3,0,23,0,23,25,0,25,5,0,5,0
355,2,0,2,0,7,0,7,7,0,7,2,0,2,0
356,17,17,0,0,31,31,0,159,226,0,12,12,0,0
357,32,32,1,1,265,264,1,2470,6870,2,34,33,1,0
358,9,8,1,0,25,21,4,36,32,4,9,7,2,0
359,11,10,2,1,30,28,2,307,376,64,13,12,1,0
360,5,5,0,0,13,13,0,263,502,0,4,4,0,0
361,1,0,1,0,7,0,7,8,0,8,1,0,1,0
362,1,1,0,0,1,1,0,1,1,0,1,1,0,0
363,1,1,0,0,1,1,0,1,1,0,1,1,0,0
364,3,3,0,0,9,9,0,120,120,0,1,1,0,0
365,1,1,0,0,5,5,0,19,19,0,1,1,0,0
366,4,4,0,0,4,4,0,26,26,0,1,1,0,0
367,2,1,1,0,2,1,1,2,1,1,2,1,1,0
368,3,3,1,1,8,7,1,74,55,19,2,1,1,0
369,12,0,12,0,94,0,94,1159,0,1159,5,0,5,0
370,2,2,0,0,4,4,0,58,71,0,3,3,0,0
371,91,1,90,0,242,1,241,1372,1,2059,55,1,54,0
372,2,0,2,0,2,0,2,9,0,9,1,0,1,0
373,245,244,1,0,810,808,2,5189,6363,2,174,173,1,0
374,1,1,0,0,3,3,0,3,3,0,3,3,0,0
375,5,4,1,0,33,32,1,71,44,27,5,4,1,0
376,16,14,2,0,31,29,2,725,1017,170,9,9,1,0
377,21,0,21,0,28,0,28,991,0,991,2,0,2,0
378,1,1,1,1,3,2,1,9,8,1,2,1,1,0
379,4,1,4,1,16,1,15,34,1,37,3,1,2,0
380,6,6,0,0,19,19,0,135,135,0,1,1,0,0
381,2,2,0,0,2,2,0,305,360,0,3,3,0,0
382,204,201,5,2,529,517,12,2848,4017,217,82,78,4,0
383,1,1,0,0,3,3,0,3,3,0,1,1,0,0
384,4,0,4,0,4,0,4,8,0,8,2,0,2,0
385,1,1,0,0,1,1,0,1,1,0,1,1,0,0
386,2,2,0,0,4,4,0,15,15,0,1,1,0,0
387,3,3,0,0,3,3,0,22,40,0,3,3,0,0
388,102,101,1,0,461,454,7,2696,3857,96,162,161,1,0
389,1,0,1,0,1,0,1,104,0,104,1,0,1,0
390,20,0,20,0,46,0,46,549,0,1004,20,0,20,0
391,7,0,7,0,25,0,25,66,0,66,6,0,6,0
392,1,1,0,0,2,2,0,3,3,0,1,1,0,0
393,3,3,0,0,8,8,0,8,8,0,1,1,0,0
394,12,7,6,1,26,20,6,498,163,2444,16,7,9,0
395,1,0,1,0,4,0,4,5,0,5,1,0,1,0
396,1,1,0,0,1,1,0,1,2,0,1,1,0,0
397,2,2,0,0,5,5,0,12,12,0,1,1,0,0
398,102,0,102,0,287,0,287,1767,0,1927,72,0,72,0
399,1,1,0,0,2,2,0,3,3,0,1,1,0,0
400,1,1,0,0,2,2,0,4,4,0,1,1,0,0
401,6,2,5,1,31,6,25,36,8,28,5,4,1,0
402,23,23,1,1,214,209,5,466,1138,14,28,27,1,0
403,2,0,2,0,2,0,2,2,0,2,2,0,2,0
404,1,1,0,0,1,1,0,1,1,0,1,1,0,0
405,7,6,2,1,20,10,10,141,96,45,8,7,1,0
406,1,1,0,0,2,2,0,3,3,0,1,1,0,0
407,6,6,0,0,8,8,0,31,31,0,5,5,0,0
408,1,1,0,0,1,1,0,1,1,0,1,1,0,0
409,7,5,2,0,35,33,2,70,71,2,9,8,1,0
410,5,2,3,0,16,13,3,77,25,52,2,1,1,0
411,4,2,2,0,6,3,3,8,5,3,3,2,1,0
412,5,5,0,0,5,5,0,5,5,0,1,1,0,0
413,1,1,0,0,1,1,0,2,2,0,1,1,0,0
414,1,1,0,0,1,1,0,4,4,0,1,1,0,0
415,2,2,0,0,2,2,0,9,9,0,1,1,0,0
416,2,2,0,0,6,6,0,17,17,0,1,1,0,0
417,3,1,2,0,8,2,6,38,4,34,2,1,1,0
418,1,1,0,0,7,7,0,8,10,0,8,8,0,0
419,2,1,1,0,3,2,1,3,4,2,2,1,1,0
420,20,2,18,0,36,2,34,101,21,80,2,1,1,0
421,1,1,0,0,1,1,0,1,1,0,1,1,0,0
422,12,12,0,0,50,50,0,135,150,0,8,8,0,0
423,123,113,11,1,272,237,35,701,551,289,26,21,5,0
424,1,0,1,0,2,0,2,7,0,7,1,0,1,0
425,3,3,1,1,8,3,5,40,14,51,5,3,2,0
426,1,1,0,0,1,1,0,1,1,0,1,1,0,0
427,9,8,1,0,51,50,1,296,287,18,2,2,1,0
428,14,13,1,0,65,62,3,210,241,10,7,6,1,0
429,12,8,4,0,40,14,26,77,22,80,11,8,3,0
430,9,6,3,0,26,6,20,188,153,49,3,2,1,0
431,32,32,0,0,172,172,0,611,891,0,35,35,0,0
432,2,0,2,0,6,0,6,24,0,24,1,0,1,0
433,13,13,1,1,140,139,1,378,770,4,49,48,1,0
434,3,0,3,0,5,0,5,20,0,20,3,0,3,0
435,2,1,1,0,3,1,2,4,2,2,2,1,1,0
436,2,2,0,0,2,2,0,4,4,0,2,2,0,0
437,40,2,38,0,432,14,418,4422,1175,7360,52,3,49,0
438,28,1,27,0,208,1,207,1023,2,1037,5,1,4,0
439,1,1,0,0,1,1,0,8,8,0,1,1,0,0
440,198,1,197,0,410,1,409,2916,2513,2908,46,7,39,0
441,1,1,0,0,419,419,0,585,585,0,1,1,0,0
442,2,0,2,0,16,0,16,17,0,19,17,0,17,0
443,6,2,4,0,14,3,11,55,8,47,6,1,5,0
444,1,1,0,0,2,2,0,2,2,0,2,2,0,0
445,5,5,0,0,21,21,0,76,76,0,1,1,0,0
446,54,0,54,0,1372,0,1372,13679,0,28656,26,0,26,0
447,4,3,1,0,8,3,5,97,84,13,3,2,1,0
448,2,0,2,0,3,0,3,3,0,3,3,0,3,0
449,17,16,1,0,18,17,1,56,51,21,13,12,1,0
450,2,2,0,0,2,2,0,2,2,0,1,1,0,0
451,1,1,1,1,2,1,1,2,1,1,2,1,1,0
452,2,1,1,0,7,1,6,16,5,11,2,1,1,0
453,4,4,0,0,7,7,0,58,58,0,2,2,0,0
454,1,1,0,0,1,1,0,1,1,0,1,1,0,0
455,4,0,4,0,18,0,18,104,0,104,5,0,5,0
456,4,3,1,0,7,5,2,47,45,2,6,5,1,0
457,2,2,0,0,2,2,0,5,5,0,1,1,0,0
458,165,0,165,0,726,0,726,5861,0,10133,251,0,251,0
