,top_proj,top_proj_target,top_proj_source,occ_proj,occ_proj_target,occ_proj_source,top_ms,top_ms_target,top_ms_source,occ_ms,occ_ms_target,occ_ms_source,devs,devs_target,devs_source,devs_both,files,files_target,files_source,files_both,chunks,chunks_target,chunks_source,loc,loc_target,loc_source,commits,commits_target,commits_source,has_conflict
0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,9,0,9,267,0,315,2,0,2,0
1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,2,0,2,0,3,0,3,27,0,27,1,0,1,0
2,2,2,1,1,1,0,1,1,0,2,2,0,3,3,1,1,72,70,2,0,279,275,4,9168,9358,44,15,14,1,0
3,0,0,0,4,0,4,4,4,4,0,0,0,2,0,2,0,3,0,3,0,5,0,5,126,0,708,3,0,3,0
4,0,0,0,4,0,4,4,4,4,0,0,0,4,0,4,0,7,0,7,0,14,0,14,15,0,15,5,0,5,0
5,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,3,0,3,0,5,0,5,5,0,5,1,0,1,0
6,1,0,1,6,0,6,7,7,6,0,0,0,7,0,7,0,7,0,7,0,11,0,11,278,0,496,9,0,9,0
7,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
8,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,1,0,2,1,1,2,1,1,1,1,1,0
9,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,7,1,6,0,11,2,9,65,2,63,4,2,2,0
10,2,0,2,5,0,5,7,7,6,0,0,0,7,0,7,0,24,0,24,0,340,0,340,476,0,628,21,0,21,0
11,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
12,1,0,1,2,0,2,3,3,2,0,0,0,3,0,3,0,5,0,5,0,12,0,12,312,0,312,4,0,4,0
13,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,9,9,0,1,1,0,0
14,4,3,1,3,3,0,2,1,1,5,5,0,7,6,1,0,20,7,13,0,58,8,50,2786,451,24489,25,8,17,0
15,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,1,0,4,1,3,20,5,15,2,1,1,0
16,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,6,6,0,1,1,0,0
17,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,1,1,1,1,11,9,2,20,18,2,2,1,1,0
18,1,1,0,3,2,1,2,1,1,2,2,0,4,3,1,0,10,10,1,1,16,15,1,230,228,2,10,9,1,0
19,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,9,9,0,0,57,57,0,678,3207,0,10,10,0,0
20,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,78,0,156,2,0,2,0
21,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0,0
22,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
23,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,8,8,0,1,1,0,0
24,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
25,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,22,21,1,0,38,37,1,159,294,3,16,15,1,0
26,0,0,0,2,0,2,2,2,2,0,0,0,2,0,2,0,1,0,1,0,6,0,6,8,0,12,8,0,8,0
27,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,5,3,2,0,6,4,2,34,32,2,2,1,1,0
28,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,11,11,0,1,1,0,0
29,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,10,10,0,46,46,0,1,1,0,0
30,8,8,0,76,76,0,84,0,84,0,0,0,84,84,0,0,153,153,0,0,817,817,0,15532,54728,0,376,376,0,0
31,0,0,0,3,2,1,1,0,0,2,2,0,3,2,1,0,5,3,2,0,8,3,5,43,18,25,4,3,1,0
32,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,4,4,0,0,17,17,0,39,39,0,2,2,0,0
33,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,1,1,1,1,2,1,1,2,1,1,2,1,1,0
34,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,4,2,4,2,11,4,7,86,128,19,6,5,1,0
35,1,0,1,3,0,3,4,4,4,0,0,0,4,0,4,0,2,0,2,0,9,0,9,15,0,15,8,0,8,0
36,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,7,6,1,0,29,28,1,560,559,1,3,2,1,0
37,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,3,3,0,1,1,0,0
38,2,2,0,1,1,0,3,1,3,0,0,0,3,3,0,0,5,5,0,0,7,7,0,12,27,0,8,8,0,0
39,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,25,24,1,0,33,32,1,8386,8379,7,2,1,1,0
40,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,12,12,0,1,1,0,0
41,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,6,1,5,0,9,1,8,630,1,1847,9,1,8,0
42,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,50,86,7,3,2,1,0
43,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2619,1148,1471,0,2661,1190,1471,129493,68743,60750,1,1,1,0
44,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,4,4,0,0,4,4,0,46,46,0,1,1,0,0
45,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,6,6,0,37,37,0,1,1,0,0
46,4,4,0,1,0,1,1,0,0,4,4,0,5,4,1,0,13,10,3,0,40,37,3,323,273,82,12,9,3,0
47,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,3,2,1,0,6,3,3,19,7,12,2,1,1,0
48,3,3,2,1,1,0,0,0,0,4,4,0,4,4,2,2,6,6,2,2,16,14,2,56,54,2,6,4,2,0
49,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,3,1,2,434,432,2,2,1,1,0
50,2,0,2,0,0,0,2,2,2,0,0,0,2,0,2,0,4,0,4,0,27,0,27,130,0,132,7,0,7,0
51,7,7,0,20,20,0,27,0,27,0,0,0,27,27,0,0,91,91,0,0,388,388,0,10595,37951,0,114,114,0,0
52,1,0,1,2,2,0,2,1,1,1,1,0,3,2,1,0,8,4,4,0,280,15,265,953,78,1232,13,5,8,0
53,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
54,1,1,1,1,0,1,1,1,1,1,0,1,2,1,2,1,3,2,1,0,9,8,1,29,20,18,5,3,2,0
55,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
56,1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,1,1,1,1,23,3,20,60,25,52,10,4,6,0
57,1,1,0,2,1,1,1,0,0,2,2,0,3,2,1,0,2,2,1,1,3,2,1,5,2,3,3,2,1,0
58,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,4,4,1,1,7,5,2,28,26,2,4,2,2,0
59,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
60,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,23,23,0,88,88,0,1,1,0,0
61,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,1,1,6,5,1,54,49,5,3,2,1,0
62,0,0,0,4,1,3,2,1,1,2,0,2,4,1,3,0,11,2,9,0,70,8,62,198,13,185,6,3,3,0
63,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,2,1,4,1,3,25,1,24,2,1,1,0
64,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
65,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,2,1,1,0,16,13,3,29,22,7,4,3,1,0
66,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,2,1,1,4,2,2,41,66,5,3,2,1,0
67,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,1,1,1,1,2,1,1,2,1,1,2,1,1,0
68,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,3,3,0,2,2,0,0
69,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,3,3,0,1,1,0,0
70,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,13,13,0,1,1,0,0
71,2,0,2,1,0,1,3,3,3,0,0,0,3,0,3,0,9,0,9,0,29,0,29,213,0,330,11,0,11,0
72,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
73,1,1,0,1,1,1,1,1,0,1,1,0,2,2,1,1,8,8,1,1,34,33,1,107,120,3,6,5,1,0
74,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
75,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,3,0,3,0,4,0,4,4,0,4,1,0,1,0
76,0,0,0,3,2,1,2,1,1,1,1,0,3,2,1,0,3,2,1,0,4,3,1,9,7,2,3,2,1,0
77,1,1,0,3,2,1,1,0,0,3,3,0,4,3,1,0,3,3,1,1,42,41,1,232,226,6,8,7,1,0
78,1,1,0,2,2,0,3,1,3,0,0,0,3,3,0,0,3,3,0,0,13,13,0,31,31,0,3,3,0,0
79,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,1,1,1,1,3,2,1,4,6,2,2,1,1,0
80,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,1,0,0,8,4,0,8,4,0,1,1,0,0
81,1,1,0,5,4,1,2,1,1,4,4,0,6,5,1,0,7,6,1,0,9,8,1,82,354,2,13,12,1,0
82,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0,0
83,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,3,2,1,0,6,3,3,30,21,9,2,1,1,0
84,0,0,0,40,38,2,0,0,0,40,38,2,20,19,1,0,16,15,4,3,126,60,66,250,378,138,22,21,1,0
85,2,2,0,1,0,1,1,0,0,2,2,0,3,2,1,0,4,3,1,0,8,3,5,21,5,16,3,2,1,0
86,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
87,4,4,1,12,12,0,1,0,0,15,15,0,16,16,1,1,65,65,2,2,212,203,9,2377,2288,97,31,30,1,0
88,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,5,3,3,1,74,3,71,361,9,660,14,2,12,0
89,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,15,15,0,51,62,0,2,2,0,0
90,3,3,0,3,3,1,1,0,0,5,5,0,6,6,1,1,123,113,11,1,272,237,35,701,551,289,26,21,5,0
91,1,0,1,3,0,3,4,4,3,0,0,0,4,0,4,0,51,0,51,0,327,0,327,944,0,1195,24,0,24,0
92,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,5,5,0,43,43,0,1,1,0,0
93,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,1,0,2,1,1,34,1,33,1,1,1,0
94,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,101,101,0,1,1,0,0
95,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2,0,4,0,4,28,0,28,2,0,2,0
96,2,2,1,4,4,0,2,1,1,4,4,0,6,6,1,1,19,19,1,1,134,133,1,700,1024,1,16,15,1,0
97,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2,0,2,0,2,7,0,7,2,0,2,0
98,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
99,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,7,7,0,0,13,13,0,22,22,0,1,1,0,0
100,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,2,0,2,0,3,0,3,3,0,3,1,0,1,0
101,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,2,2,0,0
102,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,3,1,2,0,6,1,5,18,1,17,2,1,1,0
103,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
104,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
105,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,3,3,0,10,10,0,3,3,0,0
106,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,4,2,3,1,31,2,29,95,3,92,5,1,4,0
107,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,22,21,1,0,30,29,1,178,177,1,4,3,1,0
108,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,7,7,0,0,19,19,0,20,20,0,4,4,0,0
109,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,8,0,8,1,0,1,0
110,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,3,1,2,0,3,1,2,20,1,19,2,1,1,0
111,1,0,1,2,2,0,2,1,1,1,1,0,3,2,1,0,4,3,1,0,13,3,10,78,10,68,3,2,1,0
112,0,0,0,3,3,1,2,1,1,1,1,0,3,3,1,1,23,23,1,1,1090,1089,1,3867,3868,1,6,5,1,0
113,2,2,0,0,0,0,2,1,2,0,0,0,2,2,0,0,8,8,0,0,17,17,0,154,190,0,7,7,0,0
114,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,33,33,0,153,182,0,3,3,0,0
115,1,1,0,2,1,1,1,0,0,2,2,0,3,2,1,0,80,80,1,1,309,307,2,1590,1897,2,39,38,1,0
116,4,4,0,19,19,1,1,0,0,22,22,0,23,23,1,1,49,47,2,0,180,178,2,2904,1803,1303,37,37,1,0
117,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
118,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,6,6,0,1,1,0,0
119,2,0,2,2,1,2,1,1,1,3,0,3,4,1,4,1,28,1,27,0,52,1,51,118,4,122,22,1,21,0
120,3,0,3,1,0,1,4,4,4,0,0,0,4,0,4,0,57,0,57,0,788,0,788,3721,0,4574,22,0,22,0
121,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,29,29,0,2,2,0,0
122,1,1,0,5,4,1,1,0,0,5,5,0,6,5,1,0,2,2,1,1,9,8,1,9,8,1,9,8,1,0
123,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,37,37,0,1,1,0,0
124,1,1,0,3,2,1,1,0,0,3,3,0,4,3,1,0,4,3,1,0,5,4,1,12,11,1,5,4,1,0
125,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,4,0,4,1,0,1,0
126,2,2,0,1,1,0,3,1,3,0,0,0,3,3,0,0,5,5,0,0,7,7,0,12,12,0,7,7,0,0
127,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,15,14,1,0,40,39,1,331,330,1,2,1,1,0
128,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,2,1,1,0,2,1,1,3,4,2,2,1,1,0
129,0,0,0,4,4,1,2,1,1,2,2,0,4,4,1,1,6,5,1,0,9,8,1,145,112,33,6,5,1,0
130,0,0,0,2,2,2,0,0,0,2,2,0,1,1,1,1,2,1,1,0,2,1,1,23,2,44,2,1,1,0
131,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,2,0,1,1,0,0
132,1,0,1,39,0,39,40,40,40,0,0,0,40,0,40,0,41,0,41,0,524,0,524,2648,0,4939,167,0,167,0
133,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,27,27,0,1,1,0,0
134,2,0,2,6,0,6,8,8,7,0,0,0,8,0,8,0,6,0,6,0,53,0,53,283,0,335,11,0,11,0
135,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,2,0,2,1,0,1,0
136,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
137,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,11,5,6,559,17,1525,6,1,5,0
138,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,9,9,0,34,34,0,1,1,0,0
139,1,1,1,1,1,0,1,0,0,1,1,0,2,2,1,1,12,6,6,0,20,8,12,1004,49,3217,10,2,8,0
140,0,0,0,3,1,2,1,1,1,2,0,2,3,1,2,0,11,9,4,2,40,35,5,93,87,6,6,3,3,0
141,1,1,0,3,1,2,2,1,1,2,1,1,4,2,2,0,3,2,2,1,8,3,5,73,5,194,8,2,6,0
142,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,172,172,0,1,1,0,0
143,0,0,0,6,6,1,1,0,0,5,5,0,6,6,1,1,20,19,1,0,69,68,1,435,433,2,11,10,1,0
144,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,2,2,0,1,1,0,0
145,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,4,1,3,0,6,1,5,14,8,6,3,1,2,0
146,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,9,7,2,0,33,28,5,180,169,11,2,1,1,0
147,0,0,0,3,2,1,2,1,1,1,1,0,3,2,1,0,124,117,9,2,1135,1123,12,5706,5680,40,11,10,1,0
148,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
149,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,18,5,13,0,126,5,121,646,321,367,16,1,15,0
150,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,8,1,8,1,32,3,29,268,127,141,2,1,1,0
151,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
152,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,4,4,0,9,9,0,1,1,0,0
153,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
154,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,7,7,0,1,1,0,0
155,1,0,1,9,0,9,10,10,10,0,0,0,10,0,10,0,38,0,38,0,198,0,198,1377,0,1522,62,0,62,0
156,2,2,0,13,13,0,15,0,15,0,0,0,15,15,0,0,243,243,0,0,1702,1702,0,4588,9382,0,88,88,0,0
157,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
158,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,27,27,0,144,318,0,6,6,0,0
159,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,7,7,0,2,2,0,0
160,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,2,1,1,0,14,2,12,17,2,15,2,1,1,0
161,3,3,1,1,1,0,2,1,1,2,2,0,4,4,1,1,5,4,1,0,27,25,2,95,91,6,6,5,1,0
162,4,1,4,7,0,7,1,1,1,10,0,10,11,1,11,1,119,2,117,0,1796,3,1793,16480,9,18398,86,3,83,0
163,2,2,0,6,5,1,1,0,0,7,7,0,8,7,1,0,5,4,1,0,13,12,1,22,21,1,12,11,1,0
164,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,3,3,0,9,9,0,1,1,0,0
165,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,3,3,0,210,210,0,2,2,0,0
166,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
167,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0,0
168,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2,0,8,0,8,34,0,34,2,0,2,0
169,0,0,0,2,0,2,2,2,2,0,0,0,1,0,1,0,1,0,1,0,2,0,2,2,0,4,1,0,1,0
170,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,48,44,4,0,105,88,17,393,327,66,3,2,1,0
171,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,2,2,0,2,2,0,0
172,0,0,0,22,22,0,22,0,22,0,0,0,11,11,0,0,18,18,0,0,52,52,0,114,228,0,16,16,0,0
173,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,3,0,3,0,11,0,11,86,0,86,2,0,2,0
174,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,5,5,0,8,8,0,1,1,0,0
175,1,0,1,1,0,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,8,0,8,100,0,264,6,0,6,0
176,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,2,2,0,1,1,0,0
177,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,22,19,3,0,166,136,30,529,487,42,5,4,1,0
178,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,5,5,0,5,5,0,5,5,0,0
179,2,0,2,3,1,2,1,1,1,4,0,4,5,1,4,0,9,3,8,2,34,5,29,115,20,100,14,4,10,0
180,0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,3,3,0,29,29,0,2,2,0,0
181,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,1,1,1,1,6,1,5,7,1,6,2,1,1,0
182,1,1,0,5,4,1,2,1,1,4,4,0,6,5,1,0,7,6,1,0,50,42,8,196,186,10,6,5,1,0
183,1,1,0,4,4,1,1,0,0,4,4,0,5,5,1,1,7,6,1,0,10,8,2,35,33,2,7,6,1,0
184,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,2,0,2,1,0,1,0
185,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,3,1,2,2,1,1,0
186,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,12,2,0,0,30,5,0,36,6,0,1,1,0,0
187,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,5,1,4,0,7,1,6,9,1,8,2,1,1,0
188,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,4,3,1,0,7,6,1,9,7,2,3,2,1,0
189,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,5,5,1,1,8,7,1,21,22,1,4,3,1,0
190,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,12,10,2,0,47,45,2,1174,1002,606,11,10,1,0
191,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,5,5,0,38,44,0,3,3,0,0
192,0,0,0,8,6,2,0,0,0,8,6,2,4,3,1,0,5,4,1,0,9,5,4,22,28,16,5,4,1,0
193,1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,2,1,2,1,19,6,13,188,15,173,4,1,3,0
194,1,1,0,3,2,1,2,1,1,2,2,0,4,3,1,0,8,6,2,0,26,24,2,630,631,2,5,4,1,0
195,1,1,1,1,0,1,1,1,0,1,0,1,2,1,2,1,32,5,28,1,132,40,92,260,84,213,15,3,12,0
196,0,0,0,12,12,0,12,0,12,0,0,0,6,6,0,0,4,4,0,0,8,8,0,16,38,0,6,6,0,0
197,2,1,1,4,4,0,2,1,1,4,4,0,6,5,1,0,84,27,61,4,1494,53,1441,2003,561,1442,9,7,2,0
198,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,3,1,2,57,55,2,2,1,1,0
199,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,4,0,4,5,0,5,1,0,1,0
200,1,0,1,7,0,7,8,8,8,0,0,0,8,0,8,0,20,0,20,0,67,0,67,587,0,616,12,0,12,0
201,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,4,6,0,2,2,0,0
202,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,4,0,4,5,0,5,1,0,1,0
203,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,8,8,0,22,22,0,1,1,0,0
204,1,1,0,2,2,1,1,0,0,2,2,0,3,3,1,1,8,5,3,0,14,11,3,35,43,4,7,6,1,0
205,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,18,0,18,0,251,0,251,306,0,306,1,0,1,0
206,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,9,9,0,0,20,20,0,134,134,0,1,1,0,0
207,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,10,0,10,1,0,1,0
208,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,3,3,0,13,13,0,1,1,0,0
209,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,3,3,0,1,1,0,0
210,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,2,0,1,1,0,0
211,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,10,20,0,3,3,0,0
212,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,17,17,0,0,156,156,0,3837,3837,0,1,1,0,0
213,0,0,0,2,2,2,0,0,0,2,2,0,1,1,1,1,7,4,5,2,40,5,35,439,474,546,17,4,13,0
214,2,0,2,0,0,0,2,2,2,0,0,0,2,0,2,0,3,0,3,0,11,0,11,59,0,59,3,0,3,0
215,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,15,15,0,1,1,0,0
216,1,1,1,1,0,1,1,1,1,1,0,1,2,1,2,1,4,1,3,0,7,1,6,95,1,94,4,1,3,0
217,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,3,3,0,1,1,0,0
218,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,153,153,0,415,415,0,4,4,0,0
219,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,3,2,1,0,10,5,5,56,121,6,6,5,1,0
220,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,3,2,1,0,4,2,2,50,48,2,3,2,1,0
221,2,2,1,2,2,0,1,0,0,3,3,0,4,4,1,1,19,17,2,0,76,73,3,159,140,19,8,7,1,0
