,Unnamed: 0,pr_id,ms_id,has_conflict,top_proj,top_proj_target,top_proj_source,occ_proj,occ_proj_target,occ_proj_source,top_ms,top_ms_target,top_ms_source,occ_ms,occ_ms_target,occ_ms_source,devs,devs_target,devs_source,devs_both,files,files_target,files_source,files_both,chunks,chunks_target,chunks_source,loc,loc_target,loc_source,commits,commits_target,commits_source
35090,35091,28,83394,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,8,0,8,1,0,1
38986,38987,32,96876,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
3878,3879,7,74304,0,1,0,1,1,0,1,2,2,1,0,0,0,2,0,2,0,2,0,2,0,3,0,3,31,0,31,2,0,2
862,863,2,29317,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,9,9,0,0,10,10,0,684,684,0,1,1,0
10014,10015,9,99716,0,0,0,0,12,12,2,0,0,0,12,12,0,6,6,1,1,6,5,1,0,49,48,1,118,232,4,18,17,1
77486,77487,102,129632,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,5,5,0,878,878,0,1,1,0
8091,8092,9,46147,0,0,0,0,46,44,2,0,0,0,46,44,2,23,22,1,0,33,32,1,0,129,127,2,523,1058,8,38,37,1
47018,47019,46,95696,0,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,5,4,1,0,8,7,1,75,121,11,4,3,1
48906,48907,54,55727,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,11,11,0,11,11,0,1,1,0
47550,47551,48,6655,0,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,21,20,1,0,42,41,1,262,348,2,11,10,1
52405,52406,57,27298,0,1,1,0,3,3,0,4,1,4,0,0,0,4,4,0,0,13,13,0,0,32,32,0,970,1870,0,10,10,0
64882,64883,78,108435,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,6,6,0,1,1,0
25755,25756,19,42832,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,7,7,0,0,15,15,0,347,769,0,6,6,0
63421,63422,77,105110,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,4,0,4,5,0,5,1,0,1
19841,19842,16,18852,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,26,26,0,0,48,48,0,77,77,0,2,2,0
8966,8967,9,89706,0,0,0,0,6,4,2,0,0,0,6,4,2,3,2,1,0,2,2,1,1,14,13,1,16,30,2,5,4,1
78045,78046,103,131686,0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,6,4,2,14,7,7,3,2,1
2191,2192,7,8148,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
76739,76740,101,143001,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
12953,12954,13,29262,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
8839,8840,9,70954,0,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,1,1,1,1,2,1,1,2,2,2,2,1,1
26362,26363,19,59168,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,26,26,0,47,47,0,1,1,0
16118,16119,13,74960,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,13,0,13,0,352,0,352,994,0,994,2,0,2
10420,10421,10,18246,0,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,4,1,3,0,10,2,8,13,2,11,2,1,1
45418,45419,46,12206,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0
37889,37890,32,71545,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,2,0,1,1,0
73234,73235,95,119748,0,1,1,0,5,5,0,6,0,6,0,0,0,6,6,0,0,8,8,0,0,9,9,0,349,349,0,7,7,0
45375,45376,46,7076,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2,0,4,0,4,6,0,6,2,0,2
42686,42687,42,84208,0,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,48,44,4,0,105,88,17,393,327,66,3,2,1
38435,38436,32,93868,0,1,1,0,9,8,1,1,0,0,9,9,0,10,9,1,0,19,17,3,1,31,28,3,419,177,308,17,15,2
46376,46377,46,16767,0,1,1,0,2,2,0,3,0,3,0,0,0,3,3,0,0,5,5,0,0,16,16,0,47,76,0,5,5,0
40678,40679,40,11801,0,1,1,0,4,4,0,5,0,5,0,0,0,5,5,0,0,32,32,0,0,143,143,0,13231,41469,0,24,24,0
4937,4938,7,90411,0,1,0,1,13,0,13,14,14,14,0,0,0,14,0,14,0,15,0,15,0,55,0,55,256,0,360,16,0,16
72355,72356,94,109596,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,1,1,1,1,3,1,2,7,1,6,2,1,1
67223,67224,81,112328,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,132,132,0,1,1,0
75081,75082,101,129609,0,1,0,1,4,4,0,2,1,1,3,3,0,5,4,1,0,16,13,3,0,28,20,8,432,394,43,7,6,1
47654,47655,48,13646,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,13,0,13,1,0,1
57299,57300,63,68272,0,0,0,0,5,5,0,5,0,5,0,0,0,5,5,0,0,14,14,0,0,47,47,0,946,2439,0,17,17,0
46369,46370,46,16757,0,2,2,0,2,2,0,4,0,4,0,0,0,4,4,0,0,47,47,0,0,59,59,0,697,722,0,14,14,0
78678,78679,105,142281,0,1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,4,4,0,0,8,8,0,62,62,0,2,2,0
77245,77246,101,143927,0,7,7,0,39,39,0,46,0,46,0,0,0,46,46,0,0,96,96,0,0,437,437,0,3466,10542,0,194,194,0
35204,35205,29,3831,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,4,2,2,0,5,2,3,5,2,3,2,1,1
49052,49053,54,66638,0,2,0,2,0,0,0,2,2,1,0,0,0,2,0,2,0,8,0,8,0,10,0,10,62,0,62,2,0,2
4671,4672,7,89971,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
58852,58853,70,48212,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,2,0,1,1,0
62918,62919,76,123172,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,5,5,0,0,9,9,0,59,289,0,7,7,0
50055,50056,55,42214,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,22,22,0,102,102,0,1,1,0
38260,38261,32,92694,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
21588,21589,16,55393,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,5,0,5,0,11,0,11,70,0,92,4,0,4
42945,42946,42,92224,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,4,4,0,1,1,0
43155,43156,42,99977,0,4,4,0,34,33,1,1,0,0,37,37,0,38,37,1,0,641,640,1,0,2808,2806,2,18024,75817,8,281,280,1
25985,25986,19,48765,0,2,2,1,1,1,0,1,0,0,2,2,0,3,3,1,1,18,17,1,0,35,34,1,115,114,1,6,5,1
25,26,2,80,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,5,5,0,0,59,59,0,221,221,0,3,3,0
21232,21233,16,45871,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,11,11,0,0,22,22,0,131,269,0,9,9,0
34732,34733,28,3623,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,5,0,5,0,8,0,7,82,0,77,5,0,5
55912,55913,59,58072,0,1,1,0,2,1,1,1,0,0,2,2,0,3,2,1,0,14,13,1,0,25,20,5,61,55,6,3,2,1
41630,41631,42,12411,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,4,1,3,11,1,31,5,1,4
69758,69759,88,141963,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,3,1,2,4,1,3,2,1,1
15846,15847,13,65263,0,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,4,1,3,1,49,1,47,184,81,91,3,1,2
20481,20482,16,33533,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,2,2,0,1,1,0
71089,71090,90,107423,0,2,2,0,0,0,0,2,1,2,0,0,0,2,2,0,0,5,5,0,0,21,21,0,144,144,0,7,7,0
50341,50342,55,48065,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,2,0,2,1,0,1
19697,19698,16,17397,0,2,0,2,4,0,4,6,6,6,0,0,0,6,0,6,0,14,0,14,0,31,0,31,82,0,91,12,0,12
65924,65925,79,111340,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,9,9,0,0,21,21,0,707,707,0,1,1,0
72213,72214,90,126325,0,2,2,1,4,3,1,1,1,1,5,4,1,6,5,2,1,44,41,3,0,443,440,3,1880,1916,101,23,20,3
39512,39513,33,15316,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,8,2,6,14,3,11,2,1,1
39342,39343,33,13872,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,3,2,2,1,6,3,3,61,8,53,2,1,1
37776,37777,32,71366,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
658,659,2,26501,0,2,2,1,3,3,0,1,0,0,4,4,0,5,5,1,1,28,26,2,0,155,133,22,819,738,116,14,12,2
56404,56405,63,32720,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1
25504,25505,19,30902,0,1,1,0,2,1,1,1,0,0,2,2,0,3,2,1,0,11,9,2,0,20,16,4,83,96,5,10,7,3
18914,18915,15,93844,0,2,2,1,0,0,0,1,0,0,1,1,0,2,2,1,1,7,5,2,0,11,9,2,41,17,24,3,2,1
51730,51731,55,78401,0,1,0,1,1,0,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,7,0,7,100,0,195,2,0,2
53530,53531,57,38725,0,1,0,1,8,8,0,1,0,0,8,8,0,9,8,1,0,16,15,1,0,41,40,1,244,241,3,10,9,1
2648,2649,7,10390,0,6,6,0,12,12,0,18,0,18,0,0,0,18,18,0,0,13,13,0,0,54,54,0,560,1054,0,40,40,0
41303,41304,40,68859,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,2,2,0,2,2,0
66680,66681,79,113833,0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,62,61,1,0,62,61,1,7362,7361,1,2,1,1
29112,29113,23,19050,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,8,8,0,9,11,0,9,9,0
64065,64066,78,104130,0,1,0,1,5,5,0,1,0,0,5,5,0,6,5,1,0,7,5,2,0,35,33,2,179,71,322,9,5,4
42210,42211,42,23399,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,3,3,0,1,1,0
69553,69554,88,123948,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,11,11,0,62,62,0,1,1,0
31112,31113,23,66546,0,2,0,2,3,0,3,5,5,5,0,0,0,5,0,5,0,3,0,3,0,10,0,10,11,0,13,11,0,11
12718,12719,13,27216,0,2,2,1,0,0,0,1,0,0,1,1,0,2,2,1,1,22,19,5,2,85,73,12,369,323,46,18,17,1
38053,38054,32,90549,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,4,1,3,0,7,4,3,167,22,145,2,1,1
32654,32655,23,101660,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
47557,47558,48,6860,0,2,2,0,54,53,1,1,0,0,55,55,0,56,55,1,0,140,140,1,1,713,712,1,11561,28553,1,221,220,1
25672,25673,19,41195,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,47,137,0,4,4,0
75189,75190,101,129963,0,1,1,0,7,6,1,1,0,0,7,7,0,8,7,1,0,12,11,1,0,34,32,2,112,110,2,11,10,1
60264,60265,70,94542,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,10,0,10,39,0,39,1,0,1
76757,76758,101,143040,0,4,4,0,6,6,0,10,0,10,0,0,0,10,10,0,0,37,37,0,0,162,162,0,2305,4103,0,43,43,0
58389,58390,68,32774,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,3,1,3,1,4,1,3,4,1,3,3,1,2
62332,62333,76,121799,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,4,4,0,10,10,0,1,1,0
52534,52535,57,27858,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,33,21,12,0,78,66,12,1886,1445,441,4,3,1
53313,53314,57,36284,0,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,5,2,3,0,22,4,18,54,25,29,2,1,1
20582,20583,16,36948,0,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,3,2,1,0,21,19,2,68,74,8,3,2,1
71608,71609,90,125255,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
36535,36536,31,50525,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,99,99,0,0,104,104,0,116,116,0,2,2,0
38269,38270,32,92718,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
36624,36625,31,82632,0,2,1,1,1,1,0,2,1,1,1,1,0,3,2,1,0,121,7,112,0,153,20,131,817,227,563,9,2,7
55839,55840,59,55157,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
59906,59907,70,63371,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,2,0,2,1,0,1
57673,57674,63,92991,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,3,3,0,3,3,0,2,2,0
2806,2807,7,72411,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,9,9,0,1,1,0
62566,62567,76,122247,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
56416,56417,63,32759,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
38023,38024,32,71820,0,2,2,0,4,4,0,6,0,6,0,0,0,6,6,0,0,5,5,0,0,11,11,0,29,41,0,13,13,0
75783,75784,101,131927,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,8,0,8,14,0,14,1,0,1
61384,61385,72,31899,0,2,1,2,6,0,6,1,1,1,7,0,7,8,1,8,1,16,4,12,0,30,4,26,456,176,304,13,1,12
57024,57025,63,36892,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,2,1,1,0,3,2,1,5,4,1,2,1,1
72973,72974,94,110981,0,5,4,1,15,15,0,1,0,0,19,19,0,20,19,1,0,1,1,1,1,23,22,1,31,25,8,24,23,1
56152,56153,59,83716,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,25,0,25,0,294,0,294,2034,0,3074,34,0,34
36515,36516,31,49366,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,62,62,0,0,62,62,0,7919,7919,0,1,1,0
74014,74015,99,128418,0,4,4,1,3,3,0,1,1,0,6,6,0,7,7,1,1,50,45,5,0,315,298,17,699,620,109,14,12,2
41476,41477,42,3446,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,2,0,2,0,8,0,8,28,0,28,2,0,2
39818,39819,33,16573,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
71902,71903,90,125650,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,4,4,0,1,1,0
731,732,2,27305,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,159,159,0,1,1,0
43759,43760,42,142114,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,15,0,15,0,31,0,31,31,0,31,1,0,1
41745,41746,42,13690,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,6,6,0,0,6,6,0,31,39,0,2,2,0
31519,31520,23,69579,0,1,0,1,2,0,2,3,3,3,0,0,0,3,0,3,0,1,0,1,0,4,0,4,4,0,4,4,0,4
25425,25426,19,26540,0,3,1,3,4,1,3,1,1,0,6,1,5,7,2,6,1,61,16,45,0,166,90,76,5905,3656,44229,68,13,55
77144,77145,101,143744,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,3,3,0,1,1,0
11605,11606,12,74397,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,5,0,5,0,13,0,13,55,0,55,1,0,1
40770,40771,40,12895,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0
29547,29548,23,19984,0,0,0,0,4,4,0,4,1,4,0,0,0,4,4,0,0,4,4,0,0,22,22,0,27,35,0,25,25,0
48265,48266,48,96124,0,2,2,0,8,8,1,1,0,0,9,9,0,10,10,1,1,21,21,1,1,45,41,4,144,216,4,14,13,1
64883,64884,78,108437,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,4,7,0,2,2,0
69197,69198,88,116406,0,3,3,1,1,1,0,1,0,0,3,3,0,4,4,1,1,148,147,1,0,185,184,1,282,289,1,5,4,1
63620,63621,77,107000,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,4,3,1,0,14,12,2,77,75,2,3,2,1
27786,27787,21,1861,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,25,25,0,0,41,41,0,777,777,0,1,1,0
50547,50548,55,71005,0,1,1,0,2,2,0,3,0,3,0,0,0,3,3,0,0,13,13,0,0,22,22,0,147,147,0,9,9,0
6286,6287,9,18372,0,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,4,0,1,1,0
31166,31167,23,66770,0,2,0,2,10,0,10,12,12,11,0,0,0,12,0,12,0,10,0,10,0,47,0,47,210,0,1062,74,0,74
54300,54301,57,75096,0,0,0,0,2,2,1,1,0,0,1,1,0,2,2,1,1,4,3,1,0,9,3,6,15,3,12,3,2,1
25428,25429,19,26586,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,4,4,0,0,12,12,0,29,39,0,4,4,0
53169,53170,57,35238,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
38181,38182,32,92080,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,4,4,0,1,1,0
37049,37050,32,11604,0,0,0,0,2,0,2,2,2,2,0,0,0,2,0,2,0,2,0,2,0,2,0,2,2,0,2,2,0,2
51870,51871,55,78636,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1
71973,71974,90,125764,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,3,3,0,27,27,0,1,1,0
69323,69324,88,119070,0,2,0,2,9,1,8,2,1,1,9,0,9,11,1,10,0,27,6,21,0,62,8,54,354,94,273,20,1,19
67008,67009,81,107265,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
17298,17299,13,81775,0,1,0,1,6,1,6,1,1,1,6,0,6,7,1,7,1,72,2,72,2,1385,13,1372,12873,87,22560,59,3,56
18178,18179,13,107278,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,3,3,0,1,1,0
45157,45158,45,142446,0,2,2,0,1,1,0,3,1,3,0,0,0,3,3,0,0,11,11,0,0,23,23,0,11291,11291,0,8,8,0
63570,63571,77,106553,0,2,2,1,0,0,0,1,1,0,1,1,0,2,2,1,1,4,3,2,1,18,6,12,126,27,99,3,2,1
73922,73923,99,127794,0,2,1,1,3,3,0,1,0,0,4,4,0,5,4,1,0,11,10,1,0,57,52,5,321,292,33,7,6,1
25975,25976,19,48505,0,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,13,12,2,1,45,19,26,162,81,81,11,5,6
61089,61090,71,53177,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,1,1,1,1,4,3,1,10,9,1,2,1,1
56701,56702,63,35013,0,0,0,0,5,4,1,1,0,0,4,4,0,5,4,1,0,5,4,1,0,28,17,11,94,126,15,8,4,4
40707,40708,40,11975,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,20,1,19,2,1,1
22307,22308,17,19869,0,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,5,1,4,0,9,1,8,85,9,76,2,1,1
27369,27370,19,81225,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,57,57,0,0,57,57,0,68,68,0,2,2,0
6335,6336,9,20459,0,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,4,3,2,1,192,190,2,334,658,10,3,1,2
10944,10945,12,10909,0,1,1,1,2,2,0,1,1,0,2,2,0,3,3,1,1,17,16,1,0,41,40,1,5539,306,5233,8,8,1
32122,32123,23,99718,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,6,6,0,1,1,0
63656,63657,77,107294,0,1,0,1,1,0,1,2,2,1,0,0,0,2,0,2,0,3,0,3,0,4,0,4,54,0,54,2,0,2
62889,62890,76,123100,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
60245,60246,70,94421,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,19,19,0,1,1,0
36610,36611,31,81041,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,4,4,0,2,2,0
15649,15650,13,64421,0,1,1,0,3,2,1,2,1,1,2,2,0,4,3,1,0,11,6,5,0,16,7,9,86,75,11,5,3,2
13119,13120,13,35385,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,13,0,13,0,37,0,37,39,0,39,2,0,2
70181,70182,89,115826,0,2,1,1,20,0,20,1,1,1,21,0,21,22,1,21,0,144,3,141,0,491,21,470,13868,147,15992,69,1,68
36654,36655,31,85645,0,1,1,1,3,0,3,1,1,1,3,0,3,4,1,4,1,15,7,10,2,86,39,47,521,447,262,21,10,11
73911,73912,99,127775,0,3,3,0,1,0,1,1,0,0,3,3,0,4,3,1,0,14,13,1,0,25,24,1,170,85,85,5,4,1
53568,53569,57,39665,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,2,0,2,0,3,0,3,3,0,3,1,0,1
35765,35766,30,3515,0,0,0,0,3,2,1,1,0,0,2,2,0,3,2,1,0,16,11,5,0,35,26,9,164,95,69,4,3,1
61121,61122,71,83965,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,14,14,0,1,1,0
29532,29533,23,19947,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,2,0,1,1,0
20378,20379,16,25773,0,2,2,0,0,0,0,2,1,2,0,0,0,2,2,0,0,4,4,0,0,18,18,0,128,265,0,10,10,0
6706,6707,9,24446,0,0,0,0,2,0,2,2,2,2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,4,0,8,1,0,1
19848,19849,16,18983,0,2,0,2,1,0,1,3,3,2,0,0,0,3,0,3,0,59,0,59,0,155,0,155,1773,0,2294,13,0,13
41096,41097,40,15793,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,20,20,0,0,69,69,0,80,80,0,2,2,0
13192,13193,13,37163,0,1,1,0,4,0,4,2,1,1,3,0,3,5,1,4,0,10,1,9,0,21,3,18,63,7,60,9,1,8
72443,72444,94,109768,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1
45559,45560,46,13225,0,2,2,0,1,1,0,3,0,3,0,0,0,3,3,0,0,10,10,0,0,15,15,0,79,213,0,12,12,0
31629,31630,23,97176,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1
58914,58915,70,49627,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,2,0,2,0,2,0,2,2,0,2,1,0,1
46950,46951,46,95433,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,2,1,1,2,1,1
46662,46663,46,93498,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,23,23,0,1,1,0
22021,22022,17,9057,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,8,8,0,0,445,445,0,3358,6716,0,4,4,0
36239,36240,30,90971,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,12,12,0,2,2,0
16207,16208,13,76119,0,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,6,2,4,0,14,7,7,94,65,29,3,1,2
44004,44005,44,25064,0,1,0,1,5,0,5,6,6,6,0,0,0,6,0,6,0,4,0,4,0,11,0,11,56,0,76,12,0,12
70405,70406,89,116633,0,2,2,0,10,9,1,1,0,0,11,11,0,12,11,1,0,117,116,1,0,621,619,2,5791,6274,2,29,28,1
23329,23330,17,45496,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,4,4,0,4,4,0,1,1,0
62575,62576,76,122263,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,4,4,0,4,4,0,1,1,0
1778,1779,6,66065,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,34,0,34,0,169,0,169,7077,0,12173,20,0,20
71600,71601,90,125247,0,1,1,0,16,16,1,2,1,1,15,15,0,17,17,1,1,84,83,1,0,366,365,1,4221,10956,10,100,99,1
72988,72989,94,111021,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
21693,21694,16,68658,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,5,5,0,0,10,10,0,46,59,0,3,3,0
46584,46585,46,83490,0,2,2,0,4,3,1,1,0,0,5,5,0,6,5,1,0,10,9,1,0,20,18,2,177,220,3,10,9,1
53511,53512,57,38417,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,3,0,3,0,5,0,5,7,0,7,1,0,1
59681,59682,70,63064,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
