,Unnamed: 0,pr_id,ms_id,has_conflict,top_proj,top_proj_target,top_proj_source,occ_proj,occ_proj_target,occ_proj_source,top_ms,top_ms_target,top_ms_source,occ_ms,occ_ms_target,occ_ms_source,devs,devs_target,devs_source,devs_both,files,files_target,files_source,files_both,chunks,chunks_target,chunks_source,loc,loc_target,loc_source,commits,commits_target,commits_source
49894,49895,55,40633,0,3,3,0,2,2,1,1,0,0,4,4,0,5,5,1,1,11,10,2,1,35,33,2,438,531,169,13,12,1
49164,49165,55,26806,0,1,1,0,1,1,1,1,1,0,1,1,0,2,2,1,1,2,2,1,1,11,5,6,17,7,10,3,2,1
13557,13558,13,47706,0,2,1,1,2,0,2,2,1,1,2,0,2,4,1,3,0,93,85,11,3,151,116,35,20049,20011,57,11,2,9
61539,61540,76,119904,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1
60687,60688,70,100392,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,5,5,0,5,5,0,2,2,0
10995,10996,12,16829,0,1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,6,6,0,0,10,10,0,30,30,0,4,4,0
7202,7203,9,35543,0,0,0,0,16,14,2,0,0,0,16,14,2,8,7,1,0,23,4,19,0,193,116,77,959,260,7752,33,7,26
27029,27030,19,79621,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,3,1,2,5,3,2,2,1,1
34513,34514,25,75155,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,2,0,2,0,3,0,3,27,0,27,2,0,2
39507,39508,33,15287,0,7,7,0,18,17,1,1,0,0,24,24,0,25,24,1,0,58,56,2,0,313,310,3,4569,7545,6,107,105,2
55652,55653,59,41576,0,2,2,0,2,1,1,1,0,0,3,3,0,4,3,1,0,11,9,2,0,22,20,2,101,88,13,5,3,2
62629,62630,76,122433,0,2,2,0,2,1,1,1,0,0,3,3,0,4,3,1,0,32,12,20,0,121,52,69,890,209,2940,45,11,34
8855,8856,9,72238,0,0,0,0,244,244,0,244,0,244,0,0,0,122,122,0,0,204,204,0,0,1406,1406,0,59670,684466,0,345,345,0
18533,18534,14,76031,0,2,1,2,16,0,16,2,1,1,16,0,16,18,1,18,1,25,4,22,1,76,27,49,2296,132,2171,22,1,21
41442,41443,42,2844,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
21930,21931,17,7260,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,2,0,2,2,0
66650,66651,79,113758,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,2,0,2,0,8,0,8,19,0,19,1,0,1
55281,55282,57,92594,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
49061,49062,54,67619,0,2,0,2,2,0,2,4,4,3,0,0,0,4,0,4,0,16,0,16,0,2895,0,2895,5387,0,5392,9,0,9
21317,21318,16,46730,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,3,3,0,123,339,0,6,6,0
60433,60434,70,97895,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,6,1,6,1,12,1,11,15,1,14,3,1,2
74529,74530,101,128385,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1
11193,11194,12,23013,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,3,0,3,0,19,0,19,32,0,40,2,0,2
58737,58738,70,40146,0,1,0,1,1,0,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,2,0,2,5,0,5,2,0,2
2041,2042,7,7592,0,1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,2,2,0,0,3,3,0,297,297,0,2,2,0
74020,74021,99,128505,0,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,5,2,3,0,5,2,3,44,2,42,2,1,1
39828,39829,33,16583,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,3,3,0,1,1,0
66644,66645,79,113745,0,0,0,0,2,2,1,1,1,0,1,1,0,2,2,1,1,5,4,1,0,6,5,1,19,18,1,4,3,1
62426,62427,76,121964,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,5,0,5,15,0,15,1,0,1
24218,24219,17,95018,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0
21216,21217,16,45644,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,4,4,0,0,12,12,0,14,14,0,2,2,0
41828,41829,42,14713,0,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,7,6,1,0,8,7,1,33,39,6,4,3,1
61569,61570,76,120045,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2,0,44,0,44,388,0,388,1,0,1
19449,19450,16,10653,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,8,7,1,0,30,29,1,103,173,2,21,20,1
63154,63155,77,103039,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,9,9,0,31,31,0,1,1,0
72686,72687,94,110203,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
29563,29564,23,20028,0,0,0,0,8,8,0,8,0,8,0,0,0,8,8,0,0,6,6,0,0,37,37,0,67,111,0,52,52,0
24954,24955,18,53062,0,1,1,0,7,7,0,8,0,8,0,0,0,8,8,0,0,1,1,0,0,33,33,0,41,49,0,26,26,0
47473,47474,48,5257,0,1,1,0,4,3,1,1,0,0,4,4,0,5,4,1,0,7,4,3,0,10,6,4,46,8,38,5,4,1
4270,4271,7,74828,0,0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,1,1,0,0,6,6,0,6,6,0,2,2,0
50836,50837,55,75508,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
58945,58946,70,50710,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
37089,37090,32,11658,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
3343,3344,7,73091,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1
34102,34103,25,31807,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,166,166,0,0,1001,1001,0,2401,2830,0,35,35,0
45593,45594,46,13427,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,4,4,0,0,6,6,0,25,25,0,1,1,0
10569,10570,11,2328,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,5,5,0,8,8,0,1,1,0
4628,4629,7,89903,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,4,4,0,4,4,0,2,2,0
47404,47405,48,4628,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
42282,42283,42,24138,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,4,4,0,0,13,13,0,52,52,0,1,1,0
72108,72109,90,126046,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,4,2,2,0,637,635,2,1349,1347,2,2,1,1
25458,25459,19,29143,0,3,1,2,4,1,3,0,0,0,7,2,5,7,2,5,0,47,16,31,0,159,44,115,610,187,563,39,14,25
23472,23473,17,48048,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,2,2,0
50905,50906,55,76211,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2,0,2,0,2,4,0,4,1,0,1
75796,75797,101,131955,0,3,3,0,24,24,1,1,0,0,26,26,0,27,27,1,1,47,46,1,0,186,185,1,2330,6293,1,73,72,1
6817,6818,9,25646,0,0,0,0,2,0,2,2,2,2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,2,1,0,1
13222,13223,13,37987,0,0,0,0,4,0,4,4,4,4,0,0,0,4,0,4,0,9,0,9,0,14,0,14,66,0,66,8,0,8
52389,52390,57,27158,0,1,1,0,17,17,0,18,0,18,0,0,0,18,18,0,0,51,51,0,0,113,113,0,2888,7476,0,63,63,0
31131,31132,23,66614,0,2,0,2,2,0,2,4,4,3,0,0,0,4,0,4,0,2,0,2,0,10,0,10,28,0,62,14,0,14
56191,56192,63,30395,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2,0,33,0,33,81,0,131,10,0,10
40135,40136,36,66168,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,9,9,0,0,28,28,0,229,501,0,8,8,0
16319,16320,13,76800,0,0,0,0,4,4,1,1,0,0,3,3,0,4,4,1,1,14,9,5,0,16,11,5,16,11,5,5,4,1
54386,54387,57,75260,0,0,0,0,11,11,0,11,0,11,0,0,0,11,11,0,0,85,85,0,0,293,293,0,779,820,0,24,24,0
70302,70303,89,116259,0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,15,2,13,0,15,2,13,2001,2,2154,4,2,2
72386,72387,94,109643,0,0,0,0,4,4,0,4,0,4,0,0,0,4,4,0,0,1,1,0,0,7,7,0,16,16,0,4,4,0
50576,50577,55,71937,0,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,3,2,1,0,7,6,1,38,37,1,4,3,1
4029,4030,7,74499,0,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,2,1,1,0,3,1,2,3,1,2,2,1,1
42208,42209,42,23393,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,6,6,0,122,122,0,1,1,0
4668,4669,7,89966,0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,9,8,1,70,69,1,2,1,1
57119,57120,63,37601,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,2,0,2,0,2,0,2,44,0,84,2,0,2
53625,53626,57,40055,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1
3898,3899,7,74335,0,1,0,1,3,0,3,4,4,4,0,0,0,4,0,4,0,5,0,5,0,10,0,10,62,0,64,7,0,7
58432,58433,68,34392,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,7,7,0,0,12,12,0,254,254,0,1,1,0
9134,9135,9,90545,0,0,0,0,42,40,2,0,0,0,42,40,2,21,20,1,0,15,15,1,1,217,216,1,385,824,8,77,75,2
60575,60576,70,99617,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,3,0,3,0,10,0,10,10,0,10,3,0,3
30661,30662,23,25879,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
55853,55854,59,55774,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,3,1,2,0,3,1,2,3,1,2,2,1,1
4365,4366,7,89448,0,0,0,0,4,3,1,1,0,0,3,3,0,4,3,1,0,6,4,2,0,6,4,2,232,155,122,8,6,2
13873,13874,13,50685,0,3,1,2,6,0,6,2,1,1,7,0,7,9,1,8,0,67,2,65,0,197,2,195,3885,29,3858,30,1,29
7667,7668,9,42578,0,0,0,0,18,18,2,0,0,0,18,18,0,9,9,1,1,26,24,3,1,292,273,19,1252,2748,84,20,19,1
64268,64269,78,104977,0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,2,1,1,2,1,1
6849,6850,9,25761,0,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,1,1,0,51,102,0,1,1,0
47393,47394,48,4513,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,4,0,4,2,0,2
4957,4958,7,90441,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,5,5,0,10,10,0,1,1,0
52814,52815,57,29015,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,117,117,0,0,544,544,0,1078,1157,0,8,8,0
37232,37233,32,68054,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,3,0,3,1,0,1
7268,7269,9,37463,0,0,0,0,8,8,0,8,0,8,0,0,0,4,4,0,0,4,4,0,0,10,10,0,66,216,0,7,7,0
51977,51978,55,78838,0,3,0,3,9,0,9,12,12,12,0,0,0,12,0,12,0,38,0,38,0,155,0,155,830,0,1057,42,0,42
35800,35801,30,4259,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
43896,43897,43,3251,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,2,0,2,1,0,1
45395,45396,46,11953,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,3,0,3,0,6,0,6,33,0,73,7,0,7
234,235,2,1129,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,5,5,0,140,353,0,5,5,0
60517,60518,70,99523,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
39600,39601,33,16118,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,10,10,0,1,1,0
43319,43320,42,100852,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,4,3,1,0,33,32,1,71,70,1,2,1,1
64899,64900,78,108471,0,1,1,0,3,3,0,4,0,4,0,0,0,4,4,0,0,5,5,0,0,22,22,0,29,31,0,6,6,0
61083,61084,71,53061,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,3,3,0,1,1,0
8770,8771,9,69991,0,0,0,0,30,0,30,30,30,30,0,0,0,15,0,15,0,32,0,32,0,225,0,225,712,0,1788,73,0,73
19999,20000,16,21317,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1
64564,64565,78,106933,0,0,0,0,2,2,0,2,0,2,0,0,0,2,2,0,0,2,2,0,0,3,3,0,3,3,0,3,3,0
50007,50008,55,41830,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,3,3,0,14,27,0,3,3,0
45407,45408,46,12061,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2,0,2,0,2,4,0,4,1,0,1
16026,16027,13,65792,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,4,0,4,6,0,6,1,0,1
51877,51878,55,78659,0,1,0,1,2,0,2,3,3,2,0,0,0,3,0,3,0,6,0,6,0,12,0,12,113,0,113,7,0,7
38099,38100,32,90918,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,64,64,1,1,146,145,1,1259,1258,1,2,1,1
8620,8621,9,51456,0,0,0,0,6,4,2,0,0,0,6,4,2,3,2,1,0,3,2,1,0,4,3,1,5,8,2,3,2,1
27580,27581,19,105865,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,4,0,2,2,0
5699,5700,9,3283,0,2,2,0,0,0,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,2,2,0,3,6,0,2,2,0
22786,22787,17,28498,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,3,2,1,0,6,5,1,49,6,43,1,1,1
46178,46179,46,16075,0,2,2,0,2,2,0,4,1,4,0,0,0,4,4,0,0,6,6,0,0,9,9,0,105,157,0,6,6,0
74619,74620,101,128568,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0
56823,56824,63,35889,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,5,5,0,1,1,0
31869,31870,23,98823,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
44165,44166,45,13160,0,1,1,1,1,1,0,2,1,1,0,0,0,2,2,1,1,20,9,13,2,196,14,182,1631,110,1929,11,3,8
33388,33389,24,9789,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,1,0,4,1,3,5,2,3,2,1,1
27641,27642,19,113739,0,1,1,1,2,0,2,1,1,1,2,0,2,3,1,3,1,24,19,5,0,27,19,8,27,19,8,5,1,4
13089,13090,13,34352,0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,3,1,2,0,5,1,4,8,1,7,2,1,1
35025,35026,28,67542,0,1,0,1,1,0,1,2,2,2,0,0,0,2,0,2,0,4,0,4,0,5,0,5,10,0,10,3,0,3
4157,4158,7,74682,0,2,0,2,1,0,1,3,3,2,0,0,0,3,0,3,0,3,0,3,0,3,0,3,8,0,14,4,0,4
49402,49403,55,29004,0,2,2,0,3,2,1,1,0,0,4,4,0,5,4,1,0,24,23,2,1,91,89,2,495,685,53,42,41,1
77348,77349,101,144126,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0
41715,41716,42,13392,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,13,13,0,1,1,0
40576,40577,36,71853,0,3,0,3,2,1,1,2,1,1,3,0,3,5,1,4,0,51,1,50,0,104,1,103,2532,3,2537,6,1,5
581,582,2,25545,0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,25,3,22,53,3,50,3,2,1
33541,33542,24,53512,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,4,3,1,0,28,15,13,163,60,103,2,1,1
25841,25842,19,44328,0,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,2,1,1,0,3,2,1,29,7,22,2,1,1
6372,6373,9,20930,0,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,5,2,3,0,16,4,12,33,14,52,4,2,2
8113,8114,9,46278,0,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,3,1,2,0,4,1,3,13,4,22,2,1,1
46917,46918,46,95185,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
68724,68725,88,112538,0,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,9,3,6,0,14,6,8,45,24,21,3,2,1
39991,39992,33,68913,0,4,0,4,1,0,1,5,5,4,0,0,0,5,0,5,0,337,0,337,0,837,0,837,49276,0,51351,20,0,20
27140,27141,19,80040,0,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,3,2,1,0,9,6,3,52,41,11,3,2,1
14669,14670,13,57452,0,2,2,0,5,4,1,2,1,1,5,5,0,7,6,1,0,38,37,1,0,339,338,1,684,679,5,14,13,1
13759,13760,13,49013,0,2,2,1,0,0,0,2,1,1,0,0,0,2,2,1,1,14,13,1,0,100,98,2,1478,1474,4,4,3,1
46521,46522,46,68123,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,6,0,6,1,0,1
7483,7484,9,40464,0,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,25,25,0,41,82,0,1,1,0
42620,42621,42,84137,0,3,1,3,0,0,0,2,1,1,1,0,1,3,1,3,1,91,1,90,0,250,1,249,1119,1,1682,13,1,12
61644,61645,76,120400,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,11,11,0,0,16,16,0,307,307,0,2,2,0
7420,7421,9,39512,0,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,2,0,1,1,0
75801,75802,101,131961,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,4,4,0,14,14,0,1,1,0
31478,31479,23,68206,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1
33945,33946,25,22177,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,6,6,0,2,2,0
19727,19728,16,17505,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,13,13,0,0,44,44,0,555,814,0,18,18,0
43885,43886,43,2945,0,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,5,2,3,0,8,3,5,12,4,8,3,1,2
38540,38541,32,95608,0,0,0,0,3,2,1,1,0,0,2,2,0,3,2,1,0,3,2,1,0,3,2,1,3,2,1,3,2,1
48010,48011,48,93790,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1
45605,45606,46,13632,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,6,6,0,0,33,33,0,299,299,0,1,1,0
17743,17744,13,85456,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,12,12,0,137,137,0,1,1,0
22274,22275,17,19471,0,2,2,0,7,6,1,2,1,1,7,7,0,9,8,1,0,15,13,2,0,29,26,3,566,564,18,13,11,2
16441,16442,13,77318,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,4,4,0,0,24,24,0,60,60,0,1,1,0
4400,4401,7,89501,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,67,67,0,1,1,0
15492,15493,13,63809,0,2,2,0,7,7,0,9,0,9,0,0,0,9,9,0,0,41,41,0,0,152,152,0,6684,8288,0,38,38,0
57953,57954,66,31714,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
71425,71426,90,111954,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,4,2,2,0,6,4,2,6,4,2,2,1,1
31963,31964,23,99118,0,1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,1,1,0,0,36,36,0,160,160,0,2,2,0
17241,17242,13,81621,0,1,0,1,2,0,2,3,3,2,0,0,0,3,0,3,0,16,0,16,0,146,0,146,275,0,275,5,0,5
28013,28014,21,12049,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,6,6,0,1,1,0
53039,53040,57,32072,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,5,5,0,1,1,0
67629,67630,87,108839,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
74400,74401,101,128215,0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,5,4,1,21,15,6,2,1,1
54161,54162,57,73999,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1
46276,46277,46,16470,0,2,1,1,1,1,0,2,1,1,1,1,0,3,2,1,0,8,6,2,0,11,9,2,41,30,11,4,3,1
72204,72205,90,126288,0,2,2,1,1,1,0,1,0,0,2,2,0,3,3,1,1,81,79,2,0,243,241,2,10313,12535,2376,26,26,2
42388,42389,42,68693,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0
12814,12815,13,28240,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,5,5,0,5,5,0,1,1,0
32813,32814,23,102189,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,39,39,0,42,42,0,1,1,0
26862,26863,19,77962,0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,12,9,3,0,23,19,4,182,178,4,8,6,2
18736,18737,15,6182,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,2,0,1,1,0
48958,48959,54,56231,0,3,0,3,11,0,11,14,14,13,0,0,0,14,0,14,0,25,0,25,0,951,0,951,12880,0,35123,51,0,51
56562,56563,63,34154,0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,1,1,1,1,3,2,1,13,10,3,2,1,1
27365,27366,19,81181,0,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,3,3,0,0,5,5,0,6,6,0,2,2,0
265,266,2,1202,0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,13,6,7,57,20,37,2,1,1
76462,76463,101,142184,0,3,3,0,7,6,1,2,1,1,8,8,0,10,9,1,0,64,63,1,0,192,190,2,4343,4805,34,43,42,1
46728,46729,46,93853,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,37,37,0,1,1,0
52319,52320,57,26774,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,50,50,0,1,1,0
48756,48757,52,2672,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,766,765,1,0,814,813,1,121254,121216,38,5,5,1
5874,5875,9,8032,0,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,3,1,2,0,5,1,4,5,2,8,2,1,1
6625,6626,9,23811,0,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,2,1,1,0,3,2,1,3,4,2,2,1,1
6831,6832,9,25704,0,0,0,0,10,0,10,10,10,10,0,0,0,5,0,5,0,5,0,5,0,21,0,21,45,0,100,9,0,9
31967,31968,23,99130,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,10,10,0,34,34,0,1,1,0
50613,50614,55,72224,0,3,0,3,3,0,3,6,6,6,0,0,0,6,0,6,0,12,0,12,0,48,0,48,241,0,375,23,0,23
53261,53262,57,35802,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,12,12,0,0,56,56,0,249,249,0,1,1,0
75218,75219,101,130065,0,1,1,0,1,1,1,2,1,1,0,0,0,2,2,1,1,17,13,4,0,78,48,30,185,71,130,16,8,8
35157,35158,29,3119,0,1,1,1,1,1,0,1,0,0,1,1,0,2,2,1,1,33,30,3,0,85,82,3,846,1437,100,37,34,3
1740,1741,6,7668,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,1,0,2,1,1,2,1,1,2,1,1
14353,14354,13,55595,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,4,3,1,0,44,43,1,537,536,1,3,2,1
13059,13060,13,33090,0,1,1,0,3,3,0,4,0,4,0,0,0,4,4,0,0,13,13,0,0,59,59,0,429,482,0,13,13,0
28164,28165,21,22104,0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,6,5,1,31,25,6,2,1,1
6136,6137,9,11877,0,0,0,0,2,0,2,2,2,2,0,0,0,1,0,1,0,5,0,5,0,12,0,12,84,0,168,3,0,3
70624,70625,89,118129,0,2,2,0,17,16,1,1,0,0,18,18,0,19,18,1,0,66,65,1,0,332,328,4,7014,14918,37,61,58,3
68484,68485,88,110761,0,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,3,1,2,0,3,1,2,6,1,5,2,1,1
18203,18204,13,107361,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,9,9,0,16,16,0,1,1,0
22606,22607,17,25010,0,1,1,0,2,2,0,3,0,3,0,0,0,3,3,0,0,21,21,0,0,37,37,0,481,481,0,10,10,0
