,Unnamed: 0,pr_id,ms_id,has_conflict,top_proj,top_proj_target,top_proj_source,occ_proj,occ_proj_target,occ_proj_source,top_ms,top_ms_target,top_ms_source,occ_ms,occ_ms_target,occ_ms_source,devs,devs_target,devs_source,devs_both,files,files_target,files_source,files_both,chunks,chunks_target,chunks_source,loc,loc_target,loc_source,commits,commits_target,commits_source
11094,11095,12,20487,1,1,1,1,1,0,1,1,1,0,1,0,1,2,1,2,1,36,32,6,2,114,100,15,346,333,48,16,13,3
16022,16023,13,65770,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,3,3,1,1,58,57,2,74,68,5,2,1,1
26585,26586,19,64867,1,2,0,2,2,1,1,2,1,1,2,0,2,4,1,3,0,54,5,51,2,1231,22,1210,10016,168,10198,31,1,30
32657,32658,23,101663,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,7,2,7,2,91,11,86,995,218,3858,13,1,13
63760,63761,77,109186,1,2,1,2,6,0,6,1,1,1,7,0,7,8,1,8,1,22,9,16,3,91,35,59,345,93,292,10,1,9
72121,72122,90,126067,1,1,0,1,4,1,4,2,1,1,3,0,3,5,1,5,1,15,5,11,1,229,129,192,3925,1898,4246,14,2,13
74066,74067,99,129034,1,1,1,1,5,3,2,0,0,0,6,4,2,6,4,3,1,54,53,5,4,251,243,10,1120,1316,49,15,12,3
60226,60227,70,64564,1,3,3,1,9,9,0,1,0,0,11,11,0,12,12,1,1,1555,1555,1,1,4565,4565,1,504966,528589,143,212,211,1
11443,11444,12,68954,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,11,5,5,2,1,1
56314,56315,63,32289,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,8,8,4,4,56,50,7,172,240,29,20,19,1
32563,32564,23,101492,1,3,0,3,15,1,14,1,1,1,17,0,17,18,1,17,0,19,8,14,3,114,71,44,482,340,844,47,12,35
68978,68979,88,113791,1,6,0,6,8,2,6,1,1,1,13,1,12,14,2,12,0,204,8,199,3,9064,45,9037,21351,146,22048,62,3,59
38032,38033,32,71834,1,2,0,2,9,1,8,1,1,1,10,0,10,11,1,10,0,28,25,6,3,34,26,10,1177,1476,216,22,12,10
54756,54757,57,76093,1,0,0,0,19,19,1,1,0,0,18,18,0,19,19,1,1,35,35,1,1,91,91,1,437,449,6,30,29,1
78380,78381,103,142100,1,1,0,1,120,1,120,1,1,1,120,0,120,121,1,121,1,496,1,496,1,8065,1,8065,99727,9,1570831,1625,1,1624
25669,25670,19,40990,1,1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,6,1,6,1,12,1,12,839,3,5124,24,1,23
33810,33811,25,3425,1,1,1,1,1,0,1,1,1,0,1,0,1,2,1,2,1,59,2,58,1,310,2,309,9959,24,12612,14,1,13
60044,60045,70,63551,1,2,1,1,1,0,1,2,1,1,1,0,1,3,1,2,0,27,6,22,1,59,9,51,655,167,893,16,2,14
44200,44201,45,14873,1,1,1,0,2,1,2,1,1,1,2,1,1,3,2,2,1,24,15,13,4,433,357,79,2374,2070,352,11,3,8
13802,13803,13,49472,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,11,1,11,1,13,1,13,92,2,124,4,1,3
5994,5995,9,9481,1,0,0,0,6,2,4,0,0,0,6,2,4,3,1,2,0,7,7,2,2,77,77,2,181,284,86,13,11,2
17427,17428,13,82076,1,2,0,2,7,1,7,2,1,1,7,0,7,9,1,9,1,30,1,30,1,1139,255,888,11131,1435,22815,17,1,17
11224,11225,12,23605,1,2,2,1,0,0,0,2,1,1,0,0,0,2,2,1,1,8,6,4,2,16,12,5,67,56,14,4,3,1
26455,26456,19,61965,1,1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,34,28,10,4,54,42,15,847,2470,250,23,21,2
72128,72129,90,126083,1,2,1,1,1,1,0,2,1,1,1,1,0,3,2,1,0,51,10,43,2,1055,581,478,8032,2605,20562,31,10,21
26792,26793,19,74936,1,1,0,1,4,1,4,1,1,1,4,0,4,5,1,5,1,129,3,129,3,500,4,497,2685,8,6806,77,2,75
26985,26986,19,79376,1,1,1,1,1,0,1,1,1,0,1,0,1,2,1,2,1,54,44,29,19,104,60,65,535,160,602,32,5,27
23803,23804,17,69082,1,3,3,1,10,9,1,1,0,0,12,12,0,13,12,2,1,111,109,8,6,389,380,13,4085,5717,62,70,68,2
32794,32795,23,102169,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,32,25,10,3,34,26,11,1324,992,351,3,2,1
6217,6218,9,17031,1,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,1,1,1,1,17,17,14,73,62,56,2,1,1
34240,34241,25,43734,1,0,0,0,15,14,1,2,1,1,13,13,0,15,14,1,0,172,172,1,1,4024,4023,2,10753,12260,43,117,115,2
68785,68786,88,112826,1,4,4,0,9,8,1,1,0,0,12,12,0,13,12,1,0,109,109,2,2,248,246,3,1145,1611,130,33,28,5
11650,11651,12,75169,1,1,1,1,5,5,0,1,0,0,5,5,0,6,6,1,1,40,40,1,1,184,184,1,1655,2507,6,45,44,1
36465,36466,31,35675,1,1,1,1,5,0,5,1,1,1,5,0,5,6,1,6,1,24,15,10,1,83,54,30,489,351,186,10,3,7
26831,26832,19,76794,1,4,0,4,51,1,51,1,1,1,54,0,54,55,1,55,1,644,6,643,5,4294,17,4284,119521,244,638672,1193,3,1190
34501,34502,25,74888,1,0,0,0,3,1,2,2,1,1,1,0,1,3,1,2,0,142,18,141,18,742,448,268,1320,848,346,7,1,6
11095,11096,12,20511,1,1,1,1,1,1,0,1,1,0,1,1,0,2,2,1,1,43,42,4,3,146,136,11,1807,1824,36,21,18,3
64666,64667,78,107671,1,1,0,1,22,1,21,1,1,1,22,0,22,23,1,22,0,12,1,12,1,31,1,31,227,4,233,29,1,28
27288,27289,19,80704,1,1,1,0,4,3,2,2,1,2,3,2,1,5,4,2,1,105,104,3,2,655,654,3,2968,3050,5,37,34,3
49410,49411,55,29056,1,2,1,2,2,0,2,1,1,1,3,0,3,4,1,4,1,20,4,20,4,72,22,51,546,114,725,25,2,23
40053,40054,33,74643,1,1,0,1,23,1,23,1,1,1,23,0,23,24,1,24,1,58,2,57,1,158,4,155,1521,16,1946,43,1,42
29253,29254,23,19322,1,2,1,2,1,1,0,1,0,0,2,2,0,3,2,2,1,3,2,3,2,7,3,5,11,4,6,8,3,5
58577,58578,68,68969,1,1,1,1,2,1,1,2,1,1,1,0,1,3,2,2,1,6,2,5,1,237,4,234,14887,14508,401,19,2,17
64134,64135,78,104542,1,0,0,0,6,1,5,1,1,1,5,0,5,6,1,5,0,2,1,2,1,6,1,6,21,8,29,8,1,7
10790,10791,12,7092,1,1,1,0,1,1,1,1,0,0,1,1,0,2,2,1,1,20,18,4,2,49,42,8,407,346,60,10,9,1
10738,10739,12,4026,1,1,1,1,2,2,1,0,0,0,3,3,0,3,3,2,2,44,28,19,3,100,48,53,2418,3837,7815,32,13,19
17532,17533,13,82378,1,5,1,4,20,0,20,2,1,1,23,0,23,25,1,24,0,133,49,128,44,3637,1606,2848,20862,4323,84668,177,2,175
27174,27175,19,80186,1,1,0,1,3,1,3,1,1,1,3,0,3,4,1,4,1,81,3,79,1,93,4,90,1186,7,1241,20,1,19
8751,8752,9,69873,1,0,0,0,14,14,2,0,0,0,14,14,0,7,7,1,1,52,46,11,5,245,220,26,36838,79676,3324,94,79,15
33667,33668,24,54830,1,1,0,1,15,1,14,1,1,1,15,0,15,16,1,15,0,37,5,35,3,504,6,501,3548,2359,13788,70,4,66
40585,40586,36,71884,1,4,1,3,1,0,1,2,1,1,3,0,3,5,1,4,0,74,29,49,4,162,63,101,3023,850,2589,16,11,5
57840,57841,66,31218,1,20,20,0,27,26,1,1,0,0,46,46,0,47,46,1,0,1,1,1,1,39,39,1,94,187,3,61,60,1
10350,10351,10,10207,1,3,3,0,27,26,1,1,0,0,29,29,0,30,29,1,0,80,80,2,2,746,745,2,27983,37024,20,250,249,1
49867,49868,55,38930,1,3,3,0,38,38,1,1,0,0,40,40,0,41,41,1,1,360,360,1,1,1895,1894,2,9374,16714,5,449,448,1
68204,68205,88,108299,1,1,1,0,3,3,1,1,0,0,3,3,0,4,4,1,1,42,42,2,2,125,123,3,716,1182,6,15,14,1
14426,14427,13,55912,1,4,2,4,9,1,8,1,1,1,12,2,10,13,3,12,2,112,68,56,13,2793,2338,471,26295,28932,2815,133,68,65
42985,42986,42,93333,1,3,1,3,24,1,23,1,1,1,26,1,25,27,2,26,1,363,6,359,2,1603,26,1579,5432,133,7928,175,2,173
64326,64327,78,105296,1,0,0,0,6,1,5,1,1,1,5,0,5,6,1,5,0,11,1,11,1,12,1,12,31,9,21,10,1,9
43940,43941,44,3613,1,4,1,4,9,1,8,2,1,1,11,0,11,13,2,12,1,66,7,63,4,572,56,521,8694,519,8276,64,4,60
68178,68179,88,108041,1,2,2,1,9,9,0,1,0,0,10,10,0,11,11,1,1,229,229,3,3,533,533,3,2882,7023,24,89,88,1
22328,22329,17,20471,1,3,3,0,18,17,1,1,0,0,20,20,0,21,20,1,0,90,87,4,1,446,437,10,3697,4782,102,77,76,1
18605,18606,14,78651,1,3,0,3,119,1,118,1,1,1,121,0,121,122,1,121,0,639,2,639,2,4932,6,4929,26060,77,39271,355,3,352
66760,66761,81,102477,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,2,2,1,1,6,6,2,17,11,4,3,2,1
27033,27034,19,79626,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,7,4,6,3,18,12,10,67,42,21,5,2,3
12322,12323,13,20067,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,3,3,1,1,8,8,1,229,226,2,2,1,1
10880,10881,12,9747,1,1,1,1,1,1,0,2,1,1,0,0,0,2,2,1,1,22,19,5,2,85,69,17,137,102,34,3,2,1
68614,68615,88,111900,1,1,1,1,1,1,0,1,1,0,1,1,0,2,2,1,1,15,12,4,1,22,19,4,80,54,25,6,5,1
67764,67765,88,103617,1,1,0,1,2,1,1,1,1,1,2,0,2,3,1,2,0,12,2,11,1,33,2,32,71,4,67,4,2,2
44924,44925,45,75599,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,19,7,13,1,30,10,21,597,81,782,4,1,3
70739,70740,89,119009,1,0,0,0,6,1,6,1,1,1,5,0,5,6,1,6,1,16,8,12,4,82,32,51,1340,1740,1104,20,10,10
36799,36800,31,133180,1,3,1,3,20,2,20,0,0,0,23,3,20,23,3,23,3,1724,23,1705,4,3949,95,3856,170262,602,171059,62,11,53
16133,16134,13,74983,1,4,0,4,10,1,9,1,1,1,13,0,13,14,1,13,0,113,4,109,4,1195,4,1186,8943,39,29749,106,2,104
6131,6132,9,11391,1,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,3,1,3,1,9,3,7,157,92,220,3,1,2
42415,42416,42,69596,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,69,54,16,1,199,178,23,988,1110,37,4,3,1
51130,51131,55,77011,1,2,2,0,6,6,1,1,0,0,7,7,0,8,8,1,1,15,15,1,1,71,69,3,404,383,293,29,20,9
11842,11843,13,4175,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,18,3,1,1,42,7,1,84,11,2,2,1,1
14902,14903,13,58614,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,54,3,9,3,318,18,36,1296,81,134,2,1,1
11184,11185,12,22871,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,12,10,4,2,29,21,9,97,56,40,5,4,1
71545,71546,90,125173,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,12,11,2,1,16,11,6,27,13,14,3,1,2
11869,11870,13,4486,1,2,2,1,2,1,1,1,0,0,3,2,1,4,3,2,1,174,29,3,3,2952,485,13,45666,15039,100,99,94,5
44079,44080,44,115109,1,5,0,5,41,1,41,1,1,1,45,0,45,46,1,46,1,466,11,461,6,1937,20,1921,16397,117,18640,146,1,145
70684,70685,89,118830,1,0,0,0,3,1,2,2,1,1,1,0,1,3,1,2,0,8,5,5,2,34,16,19,253,257,137,9,6,3
15416,15417,13,62341,1,3,1,2,14,0,14,2,1,1,15,0,15,17,1,16,0,71,8,65,2,611,175,440,13257,10148,4546,113,4,109
27258,27259,19,80542,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,33,23,14,4,40,24,19,98,28,67,10,3,7
15143,15144,13,59315,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,4,2,1,1,4,2,1,18,6,2,2,1,1
34097,34098,25,30248,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,140,18,123,1,648,35,614,1431,139,1291,6,1,5
71439,71440,90,112164,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,1,1,1,1,3,1,3,18,8,10,2,1,1
94,95,2,226,1,1,0,1,2,1,2,1,1,1,2,0,2,3,1,3,1,21,1,21,1,101,3,99,1359,9,1746,8,1,7
14893,14894,13,58595,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,12,2,2,2,96,3,16,294,16,31,2,1,1
45085,45086,45,76449,1,2,0,2,3,1,2,1,1,1,4,0,4,5,1,4,0,14,2,13,1,138,2,137,4072,210,15734,22,2,20
43096,43097,42,99178,1,2,0,2,11,1,10,1,1,1,12,0,12,13,1,12,0,233,1,233,1,1161,1,1161,3690,2,4490,62,1,61
1618,1619,5,53385,1,1,0,1,6,1,5,1,1,1,6,0,6,7,1,6,0,32,22,12,2,97,65,33,459,109,741,17,2,15
66711,66712,79,113916,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,9,9,1,1,17,17,1,35,32,3,2,1,1
67559,67560,87,108413,1,1,0,1,4,1,3,1,1,1,4,0,4,5,1,4,0,45,24,22,1,45,24,22,1235,1046,1436,20,6,14
23893,23894,17,76322,1,6,0,6,10,1,9,1,1,1,15,0,15,16,1,15,0,125,2,124,1,1003,7,997,4828,35,6515,55,2,53
46510,46511,46,67805,1,3,1,3,13,0,13,1,1,1,15,0,15,16,1,16,1,49,14,38,3,102,34,69,327,202,208,40,5,35
11675,11676,12,75427,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,20,19,3,2,104,57,49,2692,2212,841,11,7,4
38187,38188,32,92093,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,8,3,6,1,11,3,9,81,66,24,6,3,3
25961,25962,19,47873,1,4,4,1,13,13,1,1,0,0,16,16,0,17,17,2,2,200,191,16,7,487,348,139,4379,4667,3470,90,63,27
45207,45208,46,3558,1,4,4,0,17,16,1,1,0,0,20,20,0,21,20,1,0,41,41,3,3,204,199,7,1037,2108,20,57,56,1
78360,78361,103,134210,1,1,1,1,26,6,24,1,1,1,26,6,20,27,7,25,5,86,13,79,6,911,108,809,3371,1136,5155,213,36,177
40551,40552,36,71639,1,2,0,2,6,1,5,1,1,1,7,0,7,8,1,7,0,18,3,17,2,65,7,61,206,26,212,15,5,10
63704,63705,77,108210,1,1,0,1,4,1,3,1,1,1,4,0,4,5,1,4,0,7,2,7,2,17,4,15,226,77,227,7,2,5
64910,64911,78,141705,1,0,0,0,7,1,6,1,1,1,6,0,6,7,1,6,0,4,1,4,1,5,1,5,35,15,37,7,1,6
33904,33905,25,20344,1,0,0,0,2,1,2,1,1,0,1,0,1,2,1,2,1,130,95,121,86,1141,974,249,5234,4652,500,6,2,4
26555,26556,19,64455,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,2,1,2,1,7,2,6,13,3,9,2,1,1
64542,64543,78,106818,1,0,0,0,3,1,2,1,1,1,2,0,2,3,1,2,0,2,1,2,1,2,1,2,21,4,16,3,1,2
36618,36619,31,82216,1,2,2,2,4,2,4,1,1,1,5,3,2,6,4,6,4,325,204,126,5,1566,1410,156,10509,8168,4207,23,9,14
72152,72153,90,126141,1,2,1,2,3,1,2,0,0,0,5,2,3,5,2,4,1,278,2,277,1,1856,3,1854,4510,5,6742,64,2,62
15347,15348,13,60975,1,0,0,0,2,1,2,1,1,1,1,0,1,2,1,2,1,16,7,2,1,52,21,7,7828,3883,53,4,1,3
25153,25154,19,8617,1,1,0,1,4,1,4,2,1,1,3,0,3,5,1,5,1,42,10,33,1,684,11,674,5486,42792,2985,72,52,20
18342,18343,13,112268,1,2,2,1,6,6,0,1,0,0,7,7,0,8,8,1,1,105,105,1,1,295,294,2,713,711,9,26,25,1
40466,40467,36,70178,1,4,1,3,38,1,37,1,1,1,41,1,40,42,2,40,0,59,11,55,7,307,32,281,1875,149,3326,117,8,109
35415,35416,29,90803,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,17,11,10,4,55,18,39,368,1709,101,17,11,6
8788,8789,9,70136,1,0,0,0,28,2,28,0,0,0,28,2,26,14,1,14,1,206,198,11,3,328,269,63,120647,252270,206,51,27,24
74855,74856,101,128969,1,0,0,0,4,4,1,2,1,1,2,2,0,4,4,1,1,40,40,2,2,77,74,4,8616,8551,69,16,15,1
33757,33758,24,97868,1,2,1,1,8,7,1,1,0,0,9,8,1,10,8,2,0,23,23,1,1,193,123,71,634,678,102,30,28,2
10691,10692,11,69369,1,1,0,1,5,1,4,2,1,1,4,0,4,6,1,5,0,39,10,35,6,276,151,113,4040,573,3914,43,6,37
69179,69180,88,115548,1,3,3,1,0,0,0,1,0,0,2,2,0,3,3,1,1,32,32,1,1,62,62,1,91,85,6,6,5,1
49863,49864,55,38291,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,12,10,3,1,16,13,4,171,154,16,10,7,3
16548,16549,13,77772,1,3,3,1,1,1,0,1,0,0,3,3,0,4,4,1,1,16,16,5,5,153,145,11,457,408,66,14,13,1
64730,64731,78,107890,1,2,1,1,4,0,4,1,1,1,5,0,5,6,1,5,0,3,1,3,1,12,10,4,142,88,93,6,1,5
40315,40316,36,67745,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,6,6,1,1,10,7,4,562,1052,11,3,2,1
34706,34707,28,2851,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,3,3,1,1,3,3,1,21,12,8,2,1,1
40227,40228,36,66741,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,4,3,2,1,6,4,3,40,13,44,5,3,2
9293,9294,9,92856,1,0,0,0,56,56,2,0,0,0,56,56,0,28,28,1,1,25,25,1,1,359,355,5,2011,15398,18,94,93,1
44119,44120,45,5336,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,32,22,13,3,841,777,66,7940,6548,1502,7,2,5
11327,11328,12,25422,1,2,2,1,2,2,0,1,0,0,3,3,0,4,4,1,1,31,31,1,1,122,122,1,263,263,6,15,14,1
33133,33134,23,143106,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,298,3,298,3,18700,3,18698,58990,48,58941,3,1,2
30909,30910,23,29225,1,3,0,3,11,1,11,1,1,1,13,0,13,14,1,14,1,34,7,27,2,133,25,92,4197,44,686,67,3,64
35349,35350,29,11797,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,5,5,1,1,14,13,5,119,103,31,14,8,6
24657,24658,18,2994,1,1,1,0,6,5,1,1,0,0,6,6,0,7,6,1,0,1,1,1,1,19,19,1,29,30,2,7,6,1
6155,6156,9,12384,1,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,22,1,22,1,28,2,28,366,16,732,4,1,3
47454,47455,48,5155,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,10,4,4,2,1,1
25597,25598,19,37855,1,1,0,1,1,1,1,1,1,1,1,0,1,2,1,2,1,6,3,6,3,9,3,8,39,13,25,6,2,4
68759,68760,88,112688,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,9,1,9,1,31,3,30,77,9,72,8,1,7
18708,18709,15,5732,1,3,0,3,22,1,21,1,1,1,24,0,24,25,1,24,0,20,3,19,2,606,7,601,22707,80,35856,100,1,99
11898,11899,13,5044,1,2,1,1,4,0,4,2,1,1,4,0,4,6,1,5,0,30,5,9,4,363,104,20,1461,785,63,39,30,9
54930,54931,57,90724,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,4,4,2,2,28,28,2,345,346,10,5,4,1
11933,11934,13,5820,1,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,18,9,3,3,84,39,4,390,238,12,9,8,1
40246,40247,36,66849,1,3,1,2,24,5,19,0,0,0,27,6,21,27,6,21,0,82,72,27,17,183,148,67,6513,10081,6928,72,23,49
34972,34973,28,66367,1,1,0,1,7,1,6,2,1,1,6,0,6,8,1,7,0,520,3,520,3,619,5,618,179566,274,201783,120,4,116
10932,10933,12,10799,1,1,1,0,2,2,1,1,0,0,2,2,0,3,3,1,1,16,13,5,2,37,33,5,114,120,13,12,9,3
26621,26622,19,65170,1,2,1,2,2,1,1,1,0,0,3,1,2,4,2,3,1,61,46,25,10,462,400,65,4354,17120,524,95,84,11
40533,40534,36,71535,1,4,0,4,25,1,24,1,1,1,28,0,28,29,1,28,0,71,4,70,3,234,6,229,1028,24,1036,45,2,43
18443,18444,14,70071,1,3,3,0,37,36,1,1,0,0,39,39,0,40,39,1,0,84,84,2,2,1118,1104,20,5634,5759,91,77,76,1
18520,18521,14,75953,1,4,4,0,20,20,1,1,0,0,23,23,0,24,24,1,1,56,56,1,1,499,499,1,2855,4389,3,78,77,1
17074,17075,13,81205,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,8,8,2,2,52,50,4,475,229,244,2,1,1
10906,10907,12,10382,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,3,3,3,3,15,11,5,101,71,29,4,3,1
46500,46501,46,66809,1,2,2,1,12,12,0,1,0,0,13,13,0,14,14,1,1,46,46,1,1,196,193,4,1446,2218,7,70,69,1
18378,18379,13,141885,1,3,2,3,8,1,8,1,1,1,10,2,8,11,3,11,3,126,5,123,2,1946,24,1923,6889,219,7664,92,14,78
25722,25723,19,42328,1,2,2,1,2,1,1,2,1,1,2,2,0,4,3,2,1,5,5,2,2,23,20,5,1085,978,588,15,8,7
58043,58044,66,33323,1,2,0,2,31,1,30,2,1,1,31,0,31,33,1,32,0,9,1,9,1,60,1,60,2639,10,54051,83,2,81
10427,10428,10,18423,1,3,3,0,10,9,1,1,0,0,12,12,0,13,12,1,0,26,25,3,2,179,177,4,657,689,18,23,21,2
67486,67487,87,106265,1,1,1,1,1,0,1,2,1,1,0,0,0,2,1,2,1,28,11,18,1,40,16,24,704,491,279,16,7,9
41294,41295,40,68817,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,1,1,2,2,1,8,4,3,2,1,1
78284,78285,103,133625,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,14,11,4,1,37,21,17,251,100,160,7,4,3
11839,11840,13,3993,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,54,3,9,3,318,18,36,1296,81,134,2,1,1
14891,14892,13,58592,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,12,2,1,1,90,15,1,156,23,2,2,1,1
3755,3756,7,73812,1,2,0,2,5,1,4,1,1,1,6,0,6,7,1,6,0,5,1,5,1,14,1,14,76,2,88,7,1,6
26849,26850,19,77051,1,2,0,2,17,1,16,1,1,1,18,0,18,19,1,18,0,67,2,65,1,171,17,154,682,21,689,32,2,30
68751,68752,88,112618,1,2,1,1,1,0,1,2,1,1,1,0,1,3,1,2,0,63,55,9,1,237,199,39,472,338,139,5,3,2
11313,11314,12,25170,1,2,1,2,4,0,4,1,1,1,5,0,5,6,1,6,1,68,5,66,3,342,19,324,989,35,1162,48,2,46
27055,27056,19,79677,1,1,1,1,6,1,6,1,1,1,6,1,5,7,2,7,2,76,63,14,1,139,103,37,595,728,247,36,24,12
63848,63849,78,102502,1,1,0,1,9,1,8,1,1,1,9,0,9,10,1,9,0,5,1,5,1,16,1,16,79,2,79,11,1,10
71175,71176,90,108606,1,2,1,2,2,1,2,1,0,0,3,2,1,4,2,4,2,61,3,59,1,748,47,702,2896,182,2805,16,4,12
68035,68036,88,106314,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,3,3,1,1,3,3,1,79,60,19,2,1,1
47275,47276,46,98544,1,7,1,7,15,2,14,0,0,0,22,3,19,22,3,21,2,183,11,178,6,522,50,475,5826,194,8163,74,3,71
35335,35336,29,6729,1,1,1,1,1,1,0,1,1,0,1,1,0,2,2,1,1,13,13,3,3,65,60,8,684,604,211,32,22,10
42160,42161,42,23061,1,1,1,1,3,0,3,1,1,1,3,0,3,4,1,4,1,104,90,17,3,161,128,35,1102,2912,71,19,11,8
43124,43125,42,99544,1,2,0,2,8,1,7,1,1,1,9,0,9,10,1,9,0,247,18,232,3,1318,19,1300,4761,52,5752,73,1,72
61320,61321,72,31043,1,1,0,1,5,1,4,1,1,1,5,0,5,6,1,5,0,15,4,14,3,49,9,41,404,116,334,11,3,8
10759,10760,12,5739,1,1,1,1,1,1,1,1,0,0,1,1,0,2,2,2,2,20,15,7,2,67,40,28,523,713,194,21,17,4
42396,42397,42,68987,1,1,1,1,1,0,1,1,1,0,1,0,1,2,1,2,1,87,74,16,3,279,217,67,1562,1615,852,18,7,11
58864,58865,70,48473,1,1,1,0,6,6,1,1,0,0,6,6,0,7,7,1,1,35,35,1,1,133,133,3,7499,9063,29,57,56,1
3267,3268,7,72972,1,2,0,2,8,4,4,2,1,1,8,3,5,10,4,6,0,7,3,5,1,22,8,15,273,206,161,16,9,7
16284,16285,13,76674,1,2,0,2,9,1,8,1,1,1,10,0,10,11,1,10,0,55,14,51,11,559,140,426,1696,397,1406,27,2,25
10980,10981,12,13266,1,1,1,1,1,1,0,1,1,0,1,1,0,2,2,1,1,22,9,15,2,135,14,122,554,435,366,11,6,5
11115,11116,12,21439,1,1,1,1,4,4,0,1,0,0,4,4,0,5,5,1,1,182,181,4,3,306,286,21,1733,2565,79,30,29,1
16114,16115,13,74956,1,3,1,3,19,2,18,0,0,0,22,3,19,22,3,21,2,123,4,121,3,799,13,787,5861,332,6603,128,5,123
56240,56241,63,31047,1,1,0,1,5,1,4,2,1,1,4,0,4,6,1,5,0,12,2,11,1,102,5,98,674,27,2178,55,3,52
5643,5644,9,1958,1,0,0,0,2,2,2,0,0,0,2,2,0,1,1,1,1,1,1,1,1,2,2,1,11,16,4,2,1,1
4308,4309,7,89284,1,1,0,1,8,2,6,0,0,0,9,2,7,9,2,7,0,7,3,6,2,25,15,12,73,33,49,14,2,12
12774,12775,13,27876,1,1,1,0,4,4,1,2,1,1,3,3,0,5,5,1,1,8,8,1,1,79,76,4,1441,2662,6,15,14,1
44347,44348,45,27210,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,19,3,17,1,47,19,29,13895,51,14181,7,1,6
16922,16923,13,80678,1,2,0,2,20,1,19,2,1,1,20,0,20,22,1,21,0,123,2,123,2,4770,3,4768,36146,81,48756,128,2,126
10227,10228,9,100630,1,0,0,0,62,2,62,0,0,0,62,2,60,31,1,31,1,112,8,109,5,627,22,608,42016,168,88200,96,1,95
10748,10749,12,5086,1,1,1,1,1,0,1,1,1,1,1,0,1,2,1,2,1,17,6,12,2,48,13,35,415,43,804,11,1,10
49117,49118,55,26411,1,2,2,0,8,7,1,1,0,0,9,9,0,10,9,1,0,7,7,2,2,34,32,3,416,785,166,30,29,1
1799,1800,6,67941,1,1,0,1,27,1,26,2,1,1,26,0,26,28,1,27,0,453,3,453,3,649,4,649,16616,4704,217737,228,3,225
