,Unnamed: 0,pr_id,ms_id,has_conflict,top_proj,top_proj_target,top_proj_source,occ_proj,occ_proj_target,occ_proj_source,top_ms,top_ms_target,top_ms_source,occ_ms,occ_ms_target,occ_ms_source,devs,devs_target,devs_source,devs_both,files,files_target,files_source,files_both,chunks,chunks_target,chunks_source,loc,loc_target,loc_source,commits,commits_target,commits_source
5737,5738,9,5087,1,2,0,2,8,4,4,0,0,0,10,4,6,5,2,3,0,286,282,7,3,388,334,63,193546,392376,1046,66,39,27
59397,59398,70,62743,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,25,2,24,1,80,4,77,822,10,819,5,2,3
11824,11825,13,3489,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,12,2,2,2,132,17,9,438,37,34,2,1,1
4294,4295,7,74871,1,7,0,7,16,1,15,1,1,1,22,0,22,23,1,22,0,14,1,14,1,96,1,96,598,9,701,45,1,44
26976,26977,19,79327,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,42,38,6,2,47,38,11,85,40,103,7,2,5
63669,63670,77,107447,1,2,1,2,5,0,5,1,1,1,6,0,6,7,1,7,1,60,57,5,2,853,827,27,2086,2412,68,13,6,7
9449,9450,9,93411,1,0,0,0,30,2,30,0,0,0,30,2,28,15,1,15,1,8,1,8,1,388,1,388,3909,6,102444,137,1,136
14543,14544,13,56743,1,4,4,3,17,0,17,1,1,1,20,3,17,21,4,20,3,124,37,99,18,3082,991,2155,24742,11661,14315,126,13,114
15011,15012,13,58859,1,1,1,0,1,1,1,1,1,0,1,1,0,2,2,1,1,6,3,2,2,64,19,14,116,34,23,3,2,1
10647,10648,11,5269,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,26,26,2,2,80,74,7,234,151,91,4,3,1
40545,40546,36,71616,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,4,4,3,3,17,13,5,72,53,18,2,1,1
33947,33948,25,22258,1,0,0,0,3,1,3,1,1,0,2,0,2,3,1,3,1,131,116,97,84,1620,1524,218,39143,88494,17122,13,8,5
11480,11481,12,70630,1,1,0,1,2,1,1,1,1,1,2,0,2,3,1,2,0,25,19,9,3,128,114,14,27753,108077,29006,21,16,5
10457,10458,10,53467,1,1,1,0,2,2,1,1,0,0,2,2,0,3,3,1,1,7,7,1,1,25,25,1,250,284,10,10,9,1
27612,27613,19,110325,1,1,1,1,5,0,5,1,1,0,5,0,5,6,1,6,1,36,20,18,2,75,24,53,526,57,662,19,2,17
3551,3552,7,73395,1,2,0,2,11,1,10,1,1,1,12,0,12,13,1,12,0,8,1,8,1,34,1,34,133,2,148,15,1,14
64605,64606,78,107371,1,1,0,1,7,1,6,1,1,1,7,0,7,8,1,7,0,4,1,4,1,7,1,7,18,2,21,8,1,7
30043,30044,23,21529,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,1,1
64900,64901,78,108472,1,1,0,1,4,1,3,1,1,1,4,0,4,5,1,4,0,5,1,5,1,22,1,22,43,7,37,7,1,6
11013,11014,12,16947,1,1,1,1,1,1,0,2,1,1,0,0,0,2,2,1,1,14,13,3,2,19,17,3,190,245,7,12,11,1
6122,6123,9,11111,1,0,0,0,10,10,6,0,0,0,10,10,0,5,5,3,3,118,19,106,7,930,380,553,59766,90154,37454,80,36,44
5899,5900,9,8302,1,0,0,0,24,2,24,0,0,0,24,2,22,12,1,12,1,26,1,26,1,125,1,125,4498,88,47712,106,1,105
17016,17017,13,81027,1,1,0,1,4,1,3,2,1,1,3,0,3,5,1,4,0,36,18,20,2,196,25,173,5841,5174,675,11,4,7
43233,43234,42,100534,1,3,2,3,4,0,4,2,1,1,5,0,5,7,2,7,2,99,10,92,3,422,34,388,1544,199,1387,31,8,23
46312,46313,46,16552,1,9,9,0,19,18,1,1,0,0,27,27,0,28,27,1,0,134,134,2,2,1338,1333,6,4898,8778,27,263,257,6
41863,41864,42,15216,1,2,1,2,8,1,8,0,0,0,10,2,8,10,2,10,2,263,1,263,1,503,6,498,2023,37,2585,44,2,42
11136,11137,12,22110,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,26,16,12,2,81,63,19,385,224,172,11,10,1
11478,11479,12,70458,1,1,1,1,3,3,0,2,1,1,2,2,0,4,4,1,1,12,10,4,2,57,53,5,13479,9925,8446,8,7,1
42402,42403,42,69141,1,2,1,2,45,0,45,1,1,1,46,0,46,47,1,47,1,302,14,294,6,862,14,849,5978,46,9409,215,6,209
11318,11319,12,25236,1,2,2,1,1,1,0,1,0,0,2,2,0,3,3,1,1,11,9,4,2,18,13,6,68,33,40,7,6,1
61998,61999,76,121183,1,2,0,2,3,1,2,2,1,1,3,0,3,5,1,4,0,102,5,98,1,958,92,867,4802,311,12346,106,2,104
11053,11054,12,17968,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,4,3,4,3,10,4,7,106,81,24,3,1,2
33302,33303,24,6585,1,1,1,0,2,1,1,1,0,0,2,2,0,3,2,1,0,2,2,2,2,10,8,2,31,32,3,5,4,1
77589,77590,103,130042,1,2,1,2,1,0,1,1,1,1,2,0,2,3,1,3,1,74,11,71,8,650,43,609,3192,422,6429,130,8,122
32870,32871,23,108032,1,2,1,1,1,0,1,2,1,1,1,0,1,3,1,2,0,3,3,2,2,29,11,19,75,50,24,5,1,4
18438,18439,14,69956,1,3,0,3,29,1,28,1,1,1,31,0,31,32,1,31,0,117,4,117,4,422,20,408,5990,126,7102,117,2,115
28866,28867,23,18513,1,1,1,0,2,0,2,2,1,1,1,0,1,3,1,2,0,2,1,2,1,21,12,13,46,20,22,24,11,13
64400,64401,78,105879,1,0,0,0,6,1,5,1,1,1,5,0,5,6,1,5,0,7,1,7,1,10,1,10,125,2,122,6,1,5
71151,71152,90,108272,1,3,1,3,4,1,3,1,1,1,6,1,5,7,2,6,1,19,4,18,3,124,14,113,1009,130,1147,27,2,25
29046,29047,23,18908,1,0,0,0,4,1,3,2,1,1,2,0,2,4,1,3,0,3,1,3,1,6,1,6,55,24,30,7,1,6
41199,41200,40,66295,1,1,1,0,10,7,5,0,0,0,11,8,3,11,8,5,2,35,32,7,4,141,127,34,14890,69982,2526,57,50,7
15039,15040,13,58961,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,14,4,5,2,88,13,32,374,97,95,10,1,9
12341,12342,13,20807,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,8,6,4,2,102,96,7,1924,1884,44,15,10,5
58490,58491,68,66330,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,6,5,4,3,21,9,13,241,256,89,4,2,2
23864,23865,17,73740,1,4,4,0,43,42,1,1,0,0,46,46,0,47,46,1,0,149,147,6,4,546,501,47,10929,12929,362,112,110,2
9105,9106,9,90515,1,0,0,0,32,2,30,0,0,0,32,2,30,16,1,15,0,11,1,11,1,154,5,150,192,14,380,37,1,36
13826,13827,13,49906,1,2,1,2,15,0,15,1,1,1,16,0,16,17,1,17,1,101,5,100,4,1161,7,1155,15194,22,133719,153,2,151
40552,40553,36,71644,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,2,1,1,4,4,1,8,5,2,4,3,1
49226,49227,55,27317,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,5,4,2,1,8,6,3,77,62,29,6,2,4
11537,11538,12,72119,1,1,0,1,3,1,2,2,1,1,2,0,2,4,1,3,0,11,6,7,2,186,177,10,11723,5898,6060,4,1,3
50108,50109,55,42880,1,4,4,1,20,20,0,1,0,0,23,23,0,24,24,1,1,156,154,3,1,757,752,6,5529,18051,307,431,423,8
11208,11209,12,23313,1,2,2,1,1,1,0,1,0,0,2,2,0,3,3,1,1,13,11,4,2,39,36,4,158,327,26,19,17,2
10767,10768,12,6155,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,29,17,13,2,71,31,41,755,556,717,14,8,6
17508,17509,13,82322,1,4,0,4,2,1,1,1,1,1,5,0,5,6,1,5,0,34,1,34,1,261,16,252,977,130,875,20,1,19
46633,46634,46,83555,1,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,5,2,4,1,7,4,4,65,43,21,3,2,1
25332,25333,19,21366,1,2,2,0,3,2,2,0,0,0,5,4,1,5,4,2,1,50,48,3,1,248,244,6,2185,3056,47,29,26,3
41203,41204,40,66323,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,3,2,2,1,8,4,5,31,17,14,3,1,2
35899,35900,30,5622,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,132,132,1,1,1029,1029,1,2509,2511,10,14,13,1
34469,34470,25,74181,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,20,4,18,3,114,98,18,500,459,35,3,2,1
36553,36554,31,56077,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,136,28,109,1,309,185,125,1713,3098,174,12,10,2
40284,40285,36,67274,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,7,7,1,1,17,17,2,37,30,5,4,2,2
33316,33317,24,7142,1,1,1,0,10,9,1,1,0,0,10,10,0,11,10,1,0,28,27,2,2,198,194,4,1960,6521,6,105,104,1
70291,70292,89,116243,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,6,3,3,2,1,1
59720,59721,70,63118,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,15,1,15,1,70,1,70,338,5,362,6,1,5
45139,45140,45,142273,1,2,1,1,6,1,5,0,0,0,8,2,6,8,2,6,0,141,121,28,8,300,212,89,2057,1377,872,31,19,12
21739,21740,16,69143,1,3,3,1,2,2,0,2,1,1,3,3,0,5,5,1,1,102,102,2,2,137,137,2,11644,25324,10,37,36,1
24052,24053,17,79119,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,8,1,8,1,24,1,24,111,4,107,2,1,1
3598,3599,7,73462,1,2,0,2,6,1,5,1,1,1,7,0,7,8,1,7,0,7,2,6,1,50,2,49,126,3,124,10,1,9
12406,12407,13,22248,1,2,1,2,2,0,2,1,1,1,3,0,3,4,1,4,1,45,3,43,1,152,3,148,797,7,770,13,1,12
74065,74066,99,129014,1,3,3,2,4,1,3,0,0,0,7,4,3,7,4,5,2,75,67,13,6,268,251,19,1888,2000,309,39,30,9
11303,11304,12,24904,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,8,8,3,3,49,45,9,391,724,35,6,5,1
72040,72041,90,125917,1,2,1,1,1,1,0,2,1,1,1,1,0,3,2,1,0,12,5,8,1,53,40,15,256,238,78,5,3,2
35647,35648,29,92404,1,1,1,1,10,0,10,1,1,0,10,0,10,11,1,11,1,36,5,35,4,103,15,91,1091,259,2872,40,3,37
30520,30521,23,24865,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,1,3,7,2,4,4,1,3
77600,77601,103,130093,1,2,2,1,0,0,0,1,1,0,1,1,0,2,2,1,1,14,9,6,1,91,67,25,1110,180,1947,13,7,6
38893,38894,32,96638,1,1,1,1,12,0,12,1,1,1,12,0,12,13,1,13,1,10,1,10,1,18,1,18,33,2,34,17,1,16
33581,33582,24,53914,1,1,1,1,3,3,0,1,1,0,3,3,0,4,4,1,1,19,18,2,1,209,200,11,1451,2470,45,10,9,1
77734,77735,103,130518,1,2,2,1,6,6,0,2,1,1,6,6,0,8,8,1,1,89,82,17,10,822,702,121,5896,9128,957,130,125,5
70990,70991,90,106018,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,1,1,1,1,1,1,1,5,2,2,2,1,1
10531,10532,10,89460,1,1,1,0,1,1,1,1,1,0,1,1,0,2,2,1,1,10,9,4,3,41,24,18,439,369,109,14,10,4
14718,14719,13,57678,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,31,21,11,1,215,116,100,457,268,188,6,3,3
68576,68577,88,111590,1,2,2,1,0,0,0,1,1,0,1,1,0,2,2,1,1,16,11,6,1,45,33,13,167,186,29,12,7,5
11924,11925,13,5716,1,2,1,1,2,0,2,2,1,1,2,0,2,4,1,3,0,46,6,21,4,657,160,171,3821,426,4096,22,2,20
64757,64758,78,107975,1,0,0,0,7,1,6,1,1,1,6,0,6,7,1,6,0,5,1,5,1,7,1,7,28,2,51,8,1,7
26489,26490,19,62421,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,3,3,1,1,10,10,1,16,13,3,3,2,1
14992,14993,13,58826,1,2,0,2,10,1,9,1,1,1,11,0,11,12,1,11,0,42,2,21,2,498,3,248,2058,13,1948,81,1,80
64139,64140,78,104553,1,1,0,1,3,1,2,1,1,1,3,0,3,4,1,3,0,3,1,3,1,9,2,8,24,5,18,5,1,4
14977,14978,13,58786,1,2,2,1,0,0,0,2,1,1,0,0,0,2,2,1,1,28,14,2,2,116,53,6,584,412,15,10,9,1
49064,49065,54,67833,1,4,2,4,14,1,14,1,1,1,17,2,15,18,3,18,3,269,6,268,5,3331,2819,627,14587,5662,12623,61,3,59
27405,27406,19,81498,1,1,1,1,3,0,3,1,1,1,3,0,3,4,1,4,1,59,56,5,2,59,56,5,80,63,16,6,1,5
33623,33624,24,54523,1,1,0,1,17,1,16,1,1,1,17,0,17,18,1,17,0,28,2,28,2,156,7,150,1614,863,2632,69,3,66
64302,64303,78,105210,1,1,0,1,41,1,40,1,1,1,41,0,41,42,1,41,0,11,1,11,1,45,1,45,229,10,1156,53,1,52
5522,5523,8,54274,1,4,1,3,37,0,37,1,1,1,40,0,40,41,1,40,0,17,8,11,2,184,22,165,623,43,867,74,3,71
11486,11487,12,71062,1,1,1,0,4,4,1,2,1,1,3,3,0,5,5,1,1,44,42,3,1,605,595,11,23939,185229,1176,46,41,5
11723,11724,12,76091,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,3,2,2,1,8,6,2,24,14,4,2,1,1
5437,5438,8,53861,1,3,1,2,33,0,33,1,1,1,35,0,35,36,1,35,0,13,1,13,1,190,34,158,821,41,1741,83,1,82
34969,34970,28,7098,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,1,3,7,2,4,3,1,2
59033,59034,70,54465,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,23,23,2,2,154,154,4,710,1234,15,11,10,1
11530,11531,12,72036,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,11,3,11,3,574,164,425,26495,8904,27311,8,2,8
70724,70725,89,118986,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,6,4,3,1,26,23,4,1154,49,1104,2,1,1
26959,26960,19,79164,1,2,2,1,27,26,1,1,0,0,28,27,1,29,28,2,1,253,245,22,14,691,661,47,6590,12083,193,208,187,21
31572,31573,23,96686,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,8,2,7,1,32,3,30,58,13,45,3,1,2
26793,26794,19,74938,1,1,0,1,6,1,6,1,1,1,6,0,6,7,1,7,1,32,2,32,2,126,4,126,548,11,647,37,1,36
17217,17218,13,81564,1,2,1,2,20,0,20,1,1,0,21,0,21,22,1,22,1,104,2,104,2,2516,2,2516,15358,22,33198,131,2,129
47693,47694,48,14006,1,3,0,3,39,1,38,1,1,1,41,0,41,42,1,41,0,38,3,37,2,214,10,205,1210,140,1525,78,3,75
30619,30620,23,25676,1,2,1,2,3,0,3,1,1,1,4,0,4,5,1,5,1,2,2,1,1,22,12,11,55,41,25,19,5,14
61081,61082,71,32727,1,2,0,2,2,1,1,1,1,1,3,0,3,4,1,3,0,2,1,2,1,9,1,9,37,2,34,7,1,6
73519,73520,99,127091,1,1,1,1,2,0,2,1,1,1,2,0,2,3,1,3,1,51,20,32,1,479,197,283,1497,1022,656,12,2,10
12144,12145,13,10739,1,2,2,0,16,15,1,1,0,0,17,17,0,18,17,1,0,102,51,2,2,1574,768,22,30322,25627,142,219,216,3
10797,10798,12,7324,1,1,0,1,3,1,3,2,1,1,2,0,2,4,1,4,1,146,12,137,3,424,29,397,8292,95,12656,92,5,87
35301,35302,29,5559,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,8,5,2,1,15,12,3,285,21,50,12,8,4
11652,11653,12,75200,1,1,1,1,10,10,1,0,0,0,11,11,0,11,11,2,2,79,75,7,3,876,840,37,6535,7913,332,70,68,2
49368,49369,55,28748,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,5,2,4,1,11,7,5,27,17,9,4,2,2
56173,56174,59,83833,1,1,1,1,1,0,1,1,1,0,1,0,1,2,1,2,1,13,12,2,1,220,219,2,426,413,15,12,10,2
27351,27352,19,81100,1,1,1,1,1,1,0,1,1,0,1,1,0,2,2,1,1,61,61,14,14,63,63,14,245,203,28,5,4,1
1595,1596,5,53331,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,3,2,2,1,3,2,2,38,33,4,3,2,1
27686,27687,19,115278,1,1,0,1,6,2,4,0,0,0,7,2,5,7,2,5,0,52,2,51,1,153,4,150,733,14,932,34,2,32
26973,26974,19,79309,1,1,1,1,2,1,1,1,0,0,2,1,1,3,2,2,1,59,51,46,38,125,107,59,822,649,349,29,8,21
40290,40291,36,67323,1,5,2,4,31,1,30,1,1,1,35,2,33,36,3,34,1,100,5,98,3,238,12,227,3314,41905,4538,121,59,62
15877,15878,13,65373,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,9,7,3,1,2054,16,2041,3615,114,3500,2,1,1
10342,10343,10,9971,1,2,2,0,9,9,1,1,0,0,10,10,0,11,11,1,1,23,23,2,2,205,204,2,1002,1390,28,37,36,1
59059,59060,70,57485,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,10,10,1,1,63,63,1,1840,3527,4,3,2,1
65351,65352,79,108043,1,0,0,0,4,1,3,2,1,1,2,0,2,4,1,3,0,40,31,10,1,126,101,26,1348,491,856,4,1,3
10355,10356,10,10531,1,3,3,0,19,19,1,1,0,0,21,21,0,22,22,1,1,69,69,3,3,997,989,11,18595,24366,45,183,182,1
43625,43626,42,101892,1,1,1,1,2,0,2,1,1,1,2,0,2,3,1,3,1,13,4,11,2,95,16,79,817,39,790,17,2,15
35502,35503,29,91494,1,1,0,1,7,1,6,2,1,1,6,0,6,8,1,7,0,97,1,97,1,351,2,351,2030,7,5040,127,2,125
1150,1151,2,37009,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,23,19,5,1,93,81,12,5008,4851,157,6,5,1
41864,41865,42,15261,1,2,0,2,8,1,8,1,1,1,9,0,9,10,1,10,1,263,1,263,1,502,5,498,2019,22,2583,43,1,42
11716,11717,12,76068,1,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,8,8,1,1,99,98,1,211,203,3,7,6,1
43966,43967,44,18328,1,3,1,3,9,2,8,1,1,0,11,2,9,12,3,11,2,119,10,113,4,3295,129,3194,10131,1069,12481,61,11,50
11558,11559,12,73550,1,1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,30,3,29,2,396,15,383,3802,260,6218,30,1,29
54515,54516,57,75589,1,0,0,0,61,2,59,1,1,1,60,1,59,61,2,59,0,172,5,171,4,717,10,710,3505,36,4475,130,4,126
77599,77600,103,130090,1,2,2,0,1,0,1,2,1,1,1,1,0,3,2,1,0,54,51,5,2,238,234,6,5331,7941,1000,41,40,1
10885,10886,12,9919,1,1,1,0,3,3,1,1,0,0,3,3,0,4,4,1,1,176,174,4,2,751,748,4,11964,31789,62,147,146,1
40141,40142,36,66234,1,3,0,3,6,1,5,1,1,1,8,0,8,9,1,8,0,10,1,10,1,27,15,15,114,49,82,19,9,10
11014,11015,12,16954,1,1,1,0,1,1,1,1,1,0,1,1,0,2,2,1,1,15,14,3,2,23,19,5,208,242,23,13,12,1
26499,26500,19,62646,1,4,0,4,4,1,3,1,1,1,7,0,7,8,1,7,0,56,3,54,1,316,3,314,1994,65,6422,61,2,59
64804,64805,78,108088,1,0,0,0,3,1,2,2,1,1,1,0,1,3,1,2,0,2,1,2,1,3,1,3,11,3,11,5,1,4
44300,44301,45,21499,1,2,2,0,18,18,1,1,0,0,19,19,0,20,20,1,1,192,192,1,1,11305,11305,1,74960,139686,39,180,179,1
17218,17219,13,81572,1,2,1,2,18,0,18,1,1,1,19,0,19,20,1,20,1,119,11,119,11,2347,41,2319,29446,115,48073,161,4,157
63679,63680,77,107744,1,1,1,1,1,0,1,1,1,0,1,0,1,2,1,2,1,39,36,13,10,260,229,30,5635,5366,256,9,2,7
30230,30231,23,22560,1,2,0,2,8,1,8,1,1,1,9,0,9,10,1,10,1,9,3,7,1,21,4,18,123,133,45,26,4,22
36660,36661,31,85679,1,1,1,1,10,1,9,2,1,1,9,0,9,11,2,10,1,222,8,217,3,1092,32,1064,31796,5805,32344,70,6,64
32768,32769,23,102125,1,2,0,2,1,1,0,2,1,1,1,0,1,3,1,2,0,100,26,77,3,565,418,153,5933,1873,4148,21,1,20
42360,42361,42,67270,1,3,0,3,2,1,1,1,1,1,4,0,4,5,1,4,0,31,15,17,1,120,80,41,545,414,182,19,13,6
40301,40302,36,67508,1,3,1,2,11,0,11,1,1,1,13,0,13,14,1,13,0,17,2,17,2,46,7,40,286,96,193,19,1,18
33709,33710,24,55278,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,3,2,2,1,11,7,6,48,34,14,6,3,3
67780,67781,88,103831,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,20,5,16,1,50,21,30,177,108,70,5,1,4
3464,3465,7,73284,1,0,0,0,4,1,3,1,1,1,3,0,3,4,1,3,0,3,1,3,1,3,1,3,7,2,4,4,1,3
10843,10844,12,9214,1,1,1,1,1,1,0,1,0,0,1,1,0,2,2,1,1,13,9,6,2,21,15,7,96,47,48,4,3,1
48797,48798,54,54094,1,6,0,6,13,1,12,1,1,1,18,0,18,19,1,18,0,285,2,284,1,1769,4,1766,36420,164,44805,97,2,95
63333,63334,77,104376,1,1,1,1,2,0,2,1,1,1,2,0,2,3,1,3,1,10,8,4,2,64,54,11,406,378,27,6,2,4
41170,41171,40,65973,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,2,1,2,1,10,3,9,123,59,62,3,1,2
28855,28856,23,18486,1,1,0,1,2,1,1,1,1,1,2,0,2,3,1,2,0,3,3,1,1,16,9,9,46,23,20,15,7,8
35344,35345,29,11413,1,1,1,1,2,2,0,1,1,0,2,2,0,3,3,1,1,9,6,4,1,24,15,13,85,56,70,21,11,10
23886,23887,17,76082,1,5,0,5,7,1,6,1,1,1,11,0,11,12,1,11,0,70,3,69,2,950,9,944,5362,87,5324,23,2,21
64872,64873,78,108386,1,1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,12,1,12,1,66,1,66,145,5,159,11,1,10
69239,69240,88,116994,1,2,0,2,11,1,10,1,1,1,12,0,12,13,1,12,0,32,6,28,2,100,11,90,503,175,327,20,1,19
40514,40515,36,71082,1,4,1,3,29,3,27,0,0,0,33,4,29,33,4,30,1,75,11,71,7,263,44,223,1424,427,1360,58,10,48
41172,41173,40,65994,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,6,2,5,32,7,24,3,1,2
41189,41190,40,66143,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,4,3,3,2,17,11,7,43,34,14,3,2,1
14825,14826,13,58436,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,6,1,1,1,72,11,3,396,50,14,3,2,1
35048,35049,28,67853,1,0,0,0,10,1,9,1,1,1,9,0,9,10,1,9,0,6,3,6,3,38,7,32,706,387,942,25,3,22
15410,15411,13,61906,1,2,1,2,6,0,6,1,1,1,7,0,7,8,1,8,1,55,55,33,33,64,64,33,60036,37924,139921,39,1,39
64115,64116,78,104494,1,0,0,0,9,1,8,1,1,1,8,0,8,9,1,8,0,5,1,5,1,31,1,31,54,3,56,11,1,10
18516,18517,14,75728,1,5,4,5,307,79,265,0,0,0,312,83,229,312,83,270,41,584,430,480,326,6339,3433,4071,129102,58371,315461,1098,228,875
11329,11330,12,25524,1,2,2,2,12,12,0,0,0,0,14,14,0,14,14,2,2,108,106,4,2,560,550,11,1696,1945,450,88,83,5
34380,34381,25,70650,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,291,103,190,4,2794,264,2527,87410,12431,74931,9,1,8
40372,40373,36,68847,1,4,1,3,2,0,2,2,1,1,4,0,4,6,1,5,0,77,11,70,4,134,46,89,4562,88,5218,18,4,14
202,203,2,1071,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,7,5,3,1,31,28,5,646,385,282,5,3,2
11538,11539,12,72127,1,1,1,1,3,3,0,2,1,1,2,2,0,4,4,1,1,13,11,4,2,208,195,14,11858,11917,5672,6,5,1
67635,67636,87,108904,1,2,0,2,20,1,19,1,1,1,21,0,21,22,1,21,0,565,5,562,2,1277,6,1272,10350,21,13063,60,2,58
24094,24095,17,79655,1,1,1,1,7,1,6,0,0,0,8,2,6,8,2,7,1,75,9,70,4,359,9,352,1752,65,1766,13,3,10
35310,35311,29,5848,1,1,1,1,2,2,0,1,1,0,2,2,0,3,3,1,1,17,17,2,2,145,140,5,808,852,32,29,24,5
56265,56266,63,31355,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,19,2,19,2,142,6,138,1281,62,3020,45,2,43
64888,64889,78,108444,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,1,1,1,1,2,2,1,13,7,6,2,1,1
33939,33940,25,21736,1,0,0,0,7,1,7,1,1,0,6,0,6,7,1,7,1,249,87,204,42,1890,133,1787,19427,1591,18040,51,6,48
25760,25761,19,42893,1,2,1,1,4,1,3,2,1,1,4,1,3,6,2,4,0,46,32,15,1,218,189,29,2604,15026,827,73,59,14
48426,48427,50,2401,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,1,1,1,1,2,2,1,6,3,2,2,1,1
11863,11864,13,4412,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,18,3,1,1,42,7,1,84,11,2,2,1,1
16029,16030,13,65832,1,3,1,2,125,0,125,1,1,1,127,0,127,128,1,127,0,175,41,137,3,1832,78,1757,32134,290,1550004,1185,3,1182
10327,10328,10,9175,1,2,1,2,6,0,6,2,1,1,6,0,6,8,1,8,1,18,1,18,1,84,14,76,705,210,3282,50,1,50
12474,12475,13,23649,1,1,1,0,8,7,1,2,1,1,7,7,0,9,8,1,0,29,28,4,3,255,119,137,746,828,309,39,37,2
70711,70712,89,118918,1,2,1,1,9,9,0,2,1,1,9,9,0,11,10,1,0,105,97,10,2,238,174,70,6906,4754,6349,34,18,16
39307,39308,33,13060,1,8,1,8,14,0,14,1,1,1,21,0,21,22,1,22,1,137,5,134,2,361,22,340,5249,3869,10624,97,11,86
46473,46474,46,66225,1,5,2,4,13,0,13,0,0,0,18,2,16,18,2,17,1,38,25,20,7,113,60,55,2954,2797,1512,65,24,41
24051,24052,17,79108,1,5,0,5,28,1,27,1,1,1,32,0,32,33,1,32,0,386,4,386,4,3221,6,3216,72496,83,84351,145,1,144
14974,14975,13,58778,1,2,1,1,4,0,4,2,1,1,4,0,4,6,1,5,0,30,5,9,4,363,104,20,1461,785,63,39,30,9
11592,11593,12,74126,1,1,0,1,3,1,2,2,1,1,2,0,2,4,1,3,0,19,3,18,2,522,491,40,25447,18485,13619,11,1,10
44774,44775,45,68577,1,1,0,1,18,2,18,1,1,1,18,1,17,19,2,19,2,85,13,83,11,2711,497,2260,11223,2873,8983,68,3,67
10910,10911,12,10434,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,9,4,8,3,25,4,22,255,57,293,6,2,4
