,files,files_target,files_source,files_both,chunks,chunks_target,chunks_source,loc,loc_target,loc_source,commits,commits_target,commits_source,has_conflict
1855,2,2,0,0,2,2,0,4,4,0,1,1,0,0
1856,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1857,3,3,0,0,3,3,0,26,73,0,5,5,0,0
1858,3,1,2,0,9,3,6,179,173,6,5,3,2,0
1859,1,0,1,0,1,0,1,18,0,18,1,0,1,0
1860,113,112,2,1,444,442,2,3478,7211,281,215,213,2,0
1861,1,1,1,1,5,4,1,5,4,1,5,4,1,0
1862,11,11,1,1,29,27,2,114,450,2,25,24,1,0
1863,8,0,8,0,36,0,36,202,0,322,15,0,15,0
1864,2,0,2,0,4,0,4,4,0,4,2,0,2,0
1865,5,4,1,0,12,11,1,48,47,1,6,5,1,0
1866,62,60,2,0,99,96,3,139,136,3,9,7,2,0
1867,4,4,0,0,5,5,0,12,12,0,5,5,0,0
1868,2,2,0,0,5,5,0,30,30,0,1,1,0,0
1869,88,88,0,0,449,449,0,7623,34439,0,145,145,0,0
1870,3,3,0,0,5,5,0,6,6,0,1,1,0,0
1871,6,4,2,0,18,14,4,34,28,6,5,4,1,0
1872,1,1,0,0,10,10,0,11,11,0,1,1,0,0
1873,1,1,0,0,1,1,0,18,36,0,2,2,0,0
1874,45,44,1,0,119,118,1,1299,3574,48,90,86,4,0
1875,1,1,0,0,3,3,0,3,3,0,1,1,0,0
1876,7,4,3,0,25,11,14,101,33,68,5,4,1,0
1877,59,57,2,0,559,555,4,5933,6244,4,121,119,2,0
1878,1,1,0,0,1,1,0,23,69,0,3,3,0,0
1879,10,10,0,0,10,10,0,65,65,0,2,2,0,0
1880,1,1,0,0,5,5,0,6,6,0,1,1,0,0
1881,1,0,1,0,1,0,1,128,0,128,1,0,1,0
1882,6,6,0,0,8,8,0,72,72,0,1,1,0,0
1883,5,0,5,0,10,0,10,10,0,10,4,0,4,0
1884,1,0,1,0,4,0,4,41,0,41,2,0,2,0
1885,13,8,5,0,315,12,303,2228,297,1995,5,2,3,0
1886,1,1,1,1,2,1,1,9,16,1,3,2,1,0
1887,12,12,1,1,31,29,2,97,127,4,18,17,1,0
1888,1,0,1,0,1,0,1,1,0,1,1,0,1,0
1889,11,11,0,0,16,16,0,16,16,0,1,1,0,0
1890,4,4,0,0,4,4,0,12,12,0,1,1,0,0
1891,6,1,5,0,22,2,20,40,4,45,5,1,4,0
1892,7,7,0,0,31,31,0,242,345,0,4,4,0,0
1893,2,1,1,0,2,1,1,2,1,1,2,1,1,0
1894,6,1,6,1,31,2,29,51,18,33,4,1,3,0
1895,30,2,28,0,47,2,45,51,2,49,3,1,2,0
1896,5,4,2,1,9,7,2,21,15,6,5,3,2,0
1897,1,1,0,0,1,1,0,56,168,0,3,3,0,0
1898,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1899,1,1,0,0,2,2,0,2,2,0,1,1,0,0
1900,8,8,0,0,69,69,0,115,115,0,1,1,0,0
1901,61,26,36,1,182,32,150,2983,6373,2338,40,25,15,0
1902,1,1,0,0,5,5,0,28,28,0,1,1,0,0
1903,5,3,2,0,11,8,3,31,16,28,7,5,2,0
1904,14,14,0,0,47,47,0,256,256,0,1,1,0,0
1905,1,1,0,0,1,1,0,1,2,0,1,1,0,0
1906,1,1,0,0,1,1,0,1,2,0,1,1,0,0
1907,1,1,0,0,2,2,0,10,40,0,2,2,0,0
1908,1,0,1,0,1,0,1,3,0,3,1,0,1,0
1909,1,0,1,0,1,0,1,1,0,1,1,0,1,0
1910,264,264,1,1,2454,2453,1,17126,24695,1,125,124,1,0
1911,3,1,2,0,3,1,2,30,10,20,2,1,1,0
1912,1,0,1,0,6,0,6,16,0,16,1,0,1,0
1913,1,1,0,0,1,1,0,9,9,0,1,1,0,0
1914,74,74,1,1,306,305,1,3660,9130,18,190,188,2,0
1915,12,0,12,0,79,0,79,748,0,1476,39,0,39,0
1916,2,1,1,0,15,10,5,304,282,22,3,1,2,0
1917,2,1,1,0,3,2,1,9,8,1,2,1,1,0
1918,3,3,0,0,3,3,0,5,5,0,3,3,0,0
1919,94,94,0,0,964,964,0,4522,4522,0,1,1,0,0
1920,1,0,1,0,1,0,1,1,0,1,1,0,1,0
1921,8,8,1,1,17,16,1,22,20,2,13,12,1,0
1922,2,1,1,0,2,1,1,3,2,1,2,1,1,0
1923,505,16,503,14,1389,32,1357,18576,458,18681,38,5,33,0
1924,2,1,1,0,5,1,4,6,1,5,3,1,2,0
1925,62,53,9,0,76,56,20,3502,3156,346,2,1,1,0
1926,7,4,3,0,34,27,7,62,39,23,9,5,4,0
1927,20,18,3,1,102,99,3,404,346,60,15,14,1,0
1928,117,4,114,1,293,6,287,11006,18,12852,49,4,45,0
1929,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1930,3,2,1,0,7,4,3,19,6,13,2,1,1,0
1931,1,1,0,0,2,2,0,9,9,0,1,1,0,0
1932,2,2,0,0,2,2,0,2,2,0,1,1,0,0
1933,2,2,0,0,3,3,0,3,3,0,1,1,0,0
1934,29,29,0,0,63,63,0,402,528,0,27,27,0,0
1935,93,89,4,0,371,365,5,6038,36991,13,163,159,4,0
1936,2,2,0,0,2,2,0,50,50,0,1,1,0,0
1937,1,1,0,0,1,1,0,3,6,0,2,2,0,0
1938,12,9,3,0,27,20,7,400,414,296,12,10,2,0
1939,2,0,2,0,3,0,3,15,0,15,1,0,1,0
1940,2,1,1,0,4,2,2,7,2,5,2,1,1,0
1941,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1942,20,19,1,0,27,26,1,387,380,116,26,24,2,0
1943,1,0,1,0,1,0,1,1,0,1,1,0,1,0
1944,1,0,1,0,3,0,3,8,0,8,1,0,1,0
1945,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1946,1,0,1,0,1,0,1,1,0,1,1,0,1,0
1947,1,1,0,0,2,2,0,3,3,0,1,1,0,0
1948,1,1,0,0,4,4,0,62,62,0,1,1,0,0
1949,9,5,4,0,36,27,9,119,68,51,2,1,1,0
1950,8,6,2,0,13,11,2,90,48,276,15,7,8,0
1951,2,1,1,0,2,1,1,10,6,4,2,1,1,0
1952,16,14,2,0,1057,1055,2,8683,5845,2838,10,10,2,0
1953,13,0,13,0,24,0,24,652,0,652,1,0,1,0
1954,80,80,1,1,1100,1100,1,7286,31980,4,170,169,1,0
1955,6,1,5,0,13,1,12,31,1,30,5,1,4,0
1956,3,0,3,0,5,0,5,8,0,12,5,0,5,0
1957,18,12,6,0,154,147,7,326,311,15,10,4,6,0
1958,24,0,24,0,219,0,219,220,0,440,1,0,1,0
1959,7,6,1,0,8,7,1,64,63,1,5,4,1,0
1960,1,1,0,0,3,3,0,8,8,0,1,1,0,0
1961,26,22,4,0,67,61,6,317,361,52,31,28,3,0
1962,48,41,8,1,191,178,13,437,442,14,23,22,1,0
1963,134,133,1,0,231,229,2,278,275,3,3,1,2,0
1964,6,6,0,0,6,6,0,358,358,0,2,2,0,0
1965,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1966,5,4,1,0,6,5,1,129,256,1,7,6,1,0
1967,1,1,0,0,2,2,0,2,2,0,1,1,0,0
1968,11,9,2,0,13,10,3,263,471,3,7,5,2,0
1969,150,1,150,1,4515,3,4512,34592,3,87942,205,1,204,0
1970,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1971,93,0,93,0,274,0,274,7461,0,21671,100,0,100,0
1972,1,1,0,0,9,9,0,28,28,0,4,4,0,0
1973,5,5,0,0,34,34,0,139,453,0,8,8,0,0
1974,3,3,0,0,3,3,0,266,530,0,2,2,0,0
1975,2,1,1,0,4,1,3,4,1,3,2,1,1,0
1976,59,0,59,0,218,0,218,1661,0,1698,76,0,76,0
1977,2,0,2,0,2,0,2,5,0,5,2,0,2,0
1978,4,4,0,0,103,103,0,628,942,0,2,2,0,0
1979,3,3,0,0,3,3,0,3,3,0,1,1,0,0
1980,25,7,19,1,63,22,41,263,61,207,6,4,2,0
1981,8,4,4,0,23,17,6,139,129,10,2,1,1,0
1982,1,1,0,0,1,1,0,1,2,0,1,1,0,0
1983,1,1,0,0,2,2,0,3,3,0,1,1,0,0
1984,13,12,1,0,13,12,1,793,790,3,2,1,1,0
1985,17,14,5,2,413,401,12,1623,2018,160,21,20,1,0
1986,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1987,406,5,401,0,419,18,401,61375,136,61280,6,6,1,0
1988,1,1,0,0,1,1,0,70,140,0,1,1,0,0
1989,1,1,0,0,1,1,0,2,2,0,1,1,0,0
1990,3,2,1,0,3,2,1,8,14,2,2,1,1,0
1991,22,20,4,2,180,171,9,1341,1644,12,35,34,1,0
1992,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1993,1,1,0,0,5,5,0,6,12,0,1,1,0,0
1994,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1995,3,2,1,0,5,4,1,26,47,1,5,4,1,0
1996,19,19,0,0,270,270,0,351,355,0,35,35,0,0
1997,8,8,0,0,8,8,0,36,36,0,1,1,0,0
1998,18,14,5,1,127,109,18,884,1732,36,8,4,4,0
1999,3,3,0,0,16,16,0,25,45,0,22,22,0,0
2000,35,27,8,0,185,163,22,3243,3528,75,12,11,1,0
2001,2,2,0,0,4,4,0,66,66,0,1,1,0,0
2002,1,0,1,0,1,0,1,1,0,1,1,0,1,0
2003,1,1,0,0,1,1,0,4,4,0,1,1,0,0
2004,63,0,63,0,390,0,390,906,0,1020,31,0,31,0
2005,6,4,2,0,467,465,2,5087,4799,336,6,5,1,0
2006,13,12,1,0,64,63,1,417,730,5,19,18,1,0
2007,10,10,0,0,19,19,0,35,37,0,8,8,0,0
2008,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2009,5,0,5,0,181,0,181,5034,0,5034,2,0,2,0
2010,3,1,2,0,4,2,2,21,15,56,8,2,6,0
2011,4,3,1,0,4,3,1,53,52,1,4,3,1,0
2012,2,2,0,0,2,2,0,2,2,0,2,2,0,0
2013,14,13,1,0,37,36,1,97,98,1,8,7,1,0
2014,2,2,0,0,10,10,0,26,26,0,1,1,0,0
2015,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2016,22,19,3,0,76,73,3,195,186,9,9,8,1,0
2017,17,17,0,0,79,79,0,4707,12836,0,5,5,0,0
2018,36,36,1,1,217,214,3,1033,1060,13,24,23,1,0
2019,6,2,4,0,21,12,9,88,34,54,5,1,4,0
2020,4,4,0,0,85,85,0,417,494,0,11,11,0,0
2021,2,1,1,0,2,1,1,8,2,6,2,1,1,0
2022,5,3,2,0,9,7,2,15,13,2,2,1,1,0
2023,15,1,14,0,72,1,71,398,16,391,22,1,21,0
2024,1,1,0,0,1,1,0,1,2,0,1,1,0,0
2025,1,0,1,0,1,0,1,1,0,1,1,0,1,0
2026,1,1,0,0,7,7,0,8,8,0,2,2,0,0
2027,5,2,3,0,8,2,6,299,3,296,2,1,1,0
2028,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2029,17,14,3,0,90,44,46,839,250,599,19,16,3,0
2030,8,6,3,1,27,22,5,149,64,131,4,2,2,0
2031,30,6,28,4,130,15,115,1381,202,1401,13,2,11,0
2032,3,3,0,0,6,6,0,11,11,0,3,3,0,0
2033,179,179,0,0,975,975,0,23783,145605,0,752,752,0,0
2034,72,72,0,0,225,225,0,1161,1647,0,29,29,0,0
2035,2,2,0,0,7,7,0,7,7,0,1,1,0,0
2036,5,5,0,0,27,27,0,222,222,0,4,4,0,0
2037,8,4,4,0,36,25,11,198,54,144,5,4,1,0
2038,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2039,1,1,0,0,3,3,0,3,3,0,1,1,0,0
2040,1,1,1,1,5,3,2,5,3,2,5,3,2,0
2041,6,2,4,0,25,3,22,103,19,128,5,1,4,0
2042,2,0,2,0,6,0,6,28,0,28,2,0,2,0
2043,1,1,1,1,4,1,3,5,1,4,2,1,1,0
2044,2,1,1,0,2,1,1,3,1,2,2,1,1,0
2045,3,3,0,0,4,4,0,6,6,0,1,1,0,0
2046,7,7,0,0,19,19,0,354,360,0,12,12,0,0
2047,156,85,73,2,219,101,118,552,322,452,45,10,35,0
2048,42,0,42,0,273,0,273,3802,0,5345,13,0,13,0
2049,2,2,0,0,2,2,0,6,11,0,3,3,0,0
2050,12,0,12,0,74,0,74,170,0,202,6,0,6,0
2051,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2052,6,1,0,0,6,1,0,6,1,0,1,1,0,0
2053,1,1,0,0,1,1,0,23,46,0,1,1,0,0
2054,1,0,1,0,1,0,1,1,0,1,1,0,1,0
2055,3,3,0,0,4,4,0,22,22,0,3,3,0,0
2056,1,1,1,1,3,1,2,5,1,7,3,1,2,0
2057,5,0,5,0,32,0,32,64,0,103,41,0,41,0
2058,1,1,0,0,4,4,0,5,10,0,1,1,0,0
2059,12,10,2,0,27,25,2,500,621,261,3,3,1,0
2060,2,2,0,0,2,2,0,4,4,0,1,1,0,0
2061,3,3,0,0,9,9,0,21,42,0,1,1,0,0
2062,4,4,0,0,66,66,0,209,220,0,4,4,0,0
2063,6,1,0,0,6,1,0,6,1,0,1,1,0,0
2064,19,18,1,0,24,23,1,211,791,1,19,18,1,0
2065,1,1,0,0,1,1,0,6,6,0,1,1,0,0
2066,13,12,1,0,46,45,1,123,122,1,6,5,1,0
2067,1,0,1,0,1,0,1,1,0,1,1,0,1,0
2068,82,76,6,0,143,119,24,998,1157,119,22,17,5,0
2069,10,10,0,0,44,44,0,259,259,0,4,4,0,0
2070,16,7,9,0,110,34,76,591,233,417,9,4,5,0
2071,19,16,3,0,25,22,3,340,264,78,5,4,1,0
2072,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2073,1,1,0,0,2,2,0,2,2,0,1,1,0,0
2074,2,0,2,0,2,0,2,5,0,5,1,0,1,0
2075,1,1,0,0,5,5,0,8,8,0,1,1,0,0
2076,2,2,0,0,2,2,0,12,12,0,1,1,0,0
2077,2,1,1,0,2,1,1,3,4,2,2,1,1,0
2078,1,1,0,0,2,2,0,4,4,0,1,1,0,0
2079,4,3,1,0,5,4,1,46,10,36,4,3,1,0
2080,1,1,0,0,2,2,0,2,2,0,1,1,0,0
2081,9,8,1,0,12,11,1,910,2282,1,10,9,1,0
2082,9,0,9,0,16,0,16,88,0,88,3,0,3,0
2083,2,2,1,1,4,3,1,6,8,1,5,4,1,0
2084,1,0,1,0,255,0,255,749,0,999,3,0,3,0
2085,2,1,1,0,3,2,1,6,2,4,2,1,1,0
2086,4,3,2,1,11,6,5,29,10,22,8,3,5,0
2087,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2088,12,12,0,0,17,17,0,53,53,0,2,2,0,0
2089,1,1,0,0,1,1,0,1,2,0,1,1,0,0
2090,3,3,0,0,3,3,0,3,3,0,2,2,0,0
2091,2,1,1,0,8,1,7,41,34,7,2,1,1,0
2092,5,5,0,0,9,9,0,11,13,0,2,2,0,0
2093,16,7,9,0,40,19,21,305,247,63,10,7,3,0
2094,2,0,2,0,8,0,8,12,0,12,2,0,2,0
2095,8,7,1,0,23,22,1,119,121,22,7,5,2,0
2096,1,1,0,0,2,2,0,2,2,0,1,1,0,0
2097,6,5,1,0,56,13,43,96,43,53,2,1,1,0
2098,3,3,1,1,4,3,1,7,6,1,4,3,1,0
2099,1,1,0,0,2,2,0,2,2,0,1,1,0,0
2100,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2101,14,0,14,0,60,0,60,738,0,1376,41,0,41,0
2102,1,1,0,0,1,1,0,6,30,0,5,5,0,0
2103,15,0,15,0,30,0,30,460,0,565,7,0,7,0
2104,1,1,0,0,2,2,0,2,2,0,1,1,0,0
2105,5,5,0,0,23,23,0,96,110,0,2,2,0,0
2106,5,5,1,1,9,8,1,18,46,2,10,9,1,0
2107,1,1,0,0,4,4,0,12,12,0,1,1,0,0
2108,8,0,8,0,10,0,10,26,0,28,7,0,7,0
2109,53,53,0,0,97,97,0,245,245,0,5,5,0,0
2110,3,2,1,0,3,2,1,151,4,588,6,2,4,0
2111,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2112,41,41,0,0,201,201,0,760,763,0,17,17,0,0
2113,3,2,1,0,4,2,2,21,3,18,3,2,1,0
2114,19,1,18,0,32,1,31,77,1,76,9,1,8,0
2115,1,1,1,1,25,24,1,50,57,6,26,25,1,0
2116,1,1,0,0,1,1,0,7,7,0,1,1,0,0
2117,2,1,1,0,2,1,1,7,1,6,2,1,1,0
2118,1,1,0,0,4,4,0,18,18,0,2,2,0,0
2119,1,1,0,0,6,6,0,7,7,0,1,1,0,0
2120,2,1,1,0,2,1,1,4,6,1,3,2,1,0
2121,13,13,0,0,17,17,0,33,33,0,4,4,0,0
2122,25,25,0,0,25,25,0,25,25,0,1,1,0,0
2123,7,2,5,0,19,4,15,118,31,87,2,1,1,0
2124,3,0,3,0,11,0,10,29,0,22,5,0,5,0
2125,1,1,0,0,2,2,0,2,2,0,1,1,0,0
2126,2,1,1,0,4,3,1,7,6,1,3,2,1,0
2127,3,0,3,0,9,0,9,152,0,295,4,0,4,0
2128,7,6,1,0,24,21,3,218,230,11,7,6,1,0
2129,3,2,1,0,3,2,1,6,5,1,3,2,1,0
2130,7,7,0,0,24,24,0,43,81,0,30,30,0,0
2131,1,0,1,0,1,0,1,5,0,5,1,0,1,0
2132,2,0,2,0,2,0,2,5,0,5,1,0,1,0
2133,28,0,28,0,81,0,81,288,0,351,11,0,11,0
2134,223,13,213,3,802,53,749,3133,703,3034,109,9,100,0
2135,4,3,1,0,8,7,1,178,354,2,6,5,1,0
2136,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2137,2,2,0,0,3,3,0,10,10,0,2,2,0,0
2138,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2139,98,0,98,0,112,0,112,33486,0,33906,8,0,8,0
2140,13,6,8,1,33,11,22,148,127,87,8,6,2,0
2141,2,2,1,1,7,6,1,7,12,2,4,3,1,0
2142,6,6,0,0,16,16,0,60,117,0,5,5,0,0
2143,4,4,0,0,10,10,0,36,108,0,4,4,0,0
2144,4,3,1,0,8,7,1,19,36,2,5,4,1,0
2145,2,2,0,0,2,2,0,51,51,0,1,1,0,0
2146,1,1,0,0,2,2,0,11,11,0,1,1,0,0
2147,16,16,0,0,79,79,0,311,672,0,21,21,0,0
2148,1,0,1,0,5,0,5,14,0,14,1,0,1,0
2149,3,2,1,0,11,10,1,13,20,6,3,2,1,0
2150,4,1,3,0,14,1,12,49,1,36,4,1,3,0
2151,1,1,0,0,1,1,0,19,19,0,1,1,0,0
2152,3,0,3,0,11,0,11,105,0,105,2,0,2,0
2153,15,9,6,0,24,17,7,99,92,7,11,6,5,0
2154,1,0,1,0,1,0,1,2,0,2,1,0,1,0
2155,4,4,0,0,46,46,0,164,164,0,1,1,0,0
2156,67,67,0,0,847,847,0,17376,22521,0,34,34,0,0
2157,8,1,7,0,19,1,18,80,4,79,9,1,8,0
2158,217,0,217,0,2109,0,2109,5976,0,10834,82,0,82,0
2159,6,1,5,0,24,7,17,67,40,94,6,2,4,0
2160,2,2,0,0,14,14,0,38,38,0,1,1,0,0
2161,6,2,4,0,7,3,4,241,31,210,3,2,1,0
2162,19,9,11,1,171,111,60,775,523,299,22,2,20,0
2163,190,190,1,1,1233,1232,1,11794,32542,2,425,424,1,0
2164,34,34,0,0,75,75,0,188,188,0,1,1,0,0
2165,7,7,0,0,17,17,0,69,69,0,2,2,0,0
2166,4,3,1,0,39,38,1,60,56,4,3,2,1,0
2167,14,13,1,0,65,54,11,804,786,18,5,4,1,0
2168,3,2,1,0,5,4,1,5,4,1,4,3,1,0
2169,11,11,1,1,77,76,1,106,105,3,6,5,1,0
2170,26,25,1,0,245,243,2,249,494,4,3,2,1,0
2171,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2172,1,1,0,0,2,2,0,2,2,0,1,1,0,0
2173,3,2,2,1,21,16,5,215,169,168,10,4,6,0
2174,1,1,0,0,3,3,0,3,3,0,3,3,0,0
2175,35,35,0,0,157,157,0,2287,4085,0,40,40,0,0
2176,8,1,7,0,18,2,16,101,2,101,4,1,3,0
2177,2,2,1,1,60,59,1,157,326,1,46,45,1,0
2178,2,2,0,0,2,2,0,367,367,0,1,1,0,0
2179,18,18,0,0,25,25,0,156,162,0,5,5,0,0
2180,1,1,1,1,2,1,1,2,1,1,2,1,1,0
2181,1,0,1,0,1,0,1,1,0,1,1,0,1,0
2182,7,0,7,0,14,0,14,47,0,47,6,0,6,0
2183,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2184,5,1,4,0,38,1,37,83,1,82,2,1,1,0
2185,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2186,2,2,0,0,3,3,0,3,3,0,1,1,0,0
2187,3,2,1,0,12,11,1,24,23,1,3,2,1,0
2188,2,0,2,0,3,0,3,3,0,3,3,0,3,0
2189,3,1,2,0,4,1,3,14,1,13,3,1,2,0
2190,20,16,4,0,202,185,17,530,518,20,9,7,2,0
2191,1,1,0,0,1,1,0,2,2,0,1,1,0,0
2192,7,1,7,1,56,2,54,751,2,1370,8,1,7,0
2193,2,2,0,0,2,2,0,9,9,0,1,1,0,0
2194,5,5,0,0,8,8,0,35,35,0,1,1,0,0
2195,241,181,60,0,1943,1883,60,21814,45768,8264,279,277,7,0
2196,7,6,1,0,16,15,1,48,66,5,10,9,1,0
2197,1,0,1,0,4,0,4,41,0,41,1,0,1,0
2198,3,2,1,0,10,8,2,28,26,2,2,1,1,0
2199,1,1,0,0,4,4,0,7,7,0,1,1,0,0
2200,2,2,0,0,4,4,0,4,4,0,2,2,0,0
2201,17,16,1,0,49,48,1,61,60,1,2,1,1,0
2202,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2203,3,3,0,0,4,4,0,21,21,0,2,2,0,0
2204,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2205,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2206,1,1,0,0,1,1,0,5,5,0,1,1,0,0
2207,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2208,4,1,3,0,16,1,15,106,1,177,6,1,5,0
2209,1,1,1,1,11,10,1,12,13,1,4,3,1,0
2210,3,3,1,1,8,7,1,74,55,19,2,1,1,0
2211,23,22,1,0,44,43,1,241,419,16,14,13,1,0
2212,2,1,1,0,2,1,1,5,4,1,2,1,1,0
2213,4,4,0,0,22,22,0,32,32,0,1,1,0,0
2214,3,0,3,0,5,0,5,7,0,7,1,0,1,0
2215,9,9,0,0,25,25,0,131,183,0,5,5,0,0
2216,1,0,1,0,2,0,2,2,0,4,1,0,1,0
2217,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2218,12,1,1,0,18,1,2,54,1,8,3,1,2,0
2219,15,15,0,0,69,69,0,1298,2571,0,14,14,0,0
2220,2,2,0,0,2,2,0,2,2,0,2,2,0,0
2221,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2222,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2223,1,1,0,0,2,2,0,3,3,0,1,1,0,0
2224,1,1,0,0,1,1,0,77,77,0,1,1,0,0
2225,7,0,7,0,9,0,9,130,0,130,1,0,1,0
2226,1,1,1,1,12,11,1,12,11,1,12,11,1,0
2227,1,1,0,0,1,1,0,4,4,0,1,1,0,0
2228,4,0,4,0,12,0,12,219,0,424,3,0,3,0
2229,1,0,1,0,5,0,5,5,0,10,1,0,1,0
2230,3,2,1,0,3,2,1,6,5,1,3,2,1,0
2231,5,5,1,1,9,8,1,49,48,1,4,3,1,0
2232,100,99,1,0,136,132,4,5338,5321,17,2,1,1,0
2233,1,1,0,0,2,2,0,2,2,0,1,1,0,0
2234,58,58,0,0,293,293,0,6281,31729,0,83,83,0,0
2235,2,2,1,1,3,2,1,3,2,1,2,1,1,0
2236,76,0,76,0,870,0,870,1638,0,1880,47,0,47,0
2237,20,1,19,0,42,1,41,89,1,88,2,1,1,0
2238,12,12,2,2,62,58,4,115,111,4,2,1,1,0
2239,12,12,0,0,20,20,0,616,3040,0,14,14,0,0
2240,1,0,1,0,2,0,2,2,0,2,1,0,1,0
2241,1,0,1,0,1,0,1,2,0,2,1,0,1,0
2242,1,0,1,0,1,0,1,5,0,5,1,0,1,0
2243,1,0,1,0,4,0,4,4,0,4,1,0,1,0
2244,3,3,0,0,7,7,0,11,11,0,1,1,0,0
2245,352,351,1,0,352,351,1,73871,73870,1,2,1,1,0
2246,11,3,8,0,42,9,33,796,443,523,13,4,9,0
2247,2,0,2,0,3,0,3,11,0,13,4,0,4,0
2248,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2249,62,62,0,0,163,163,0,694,967,0,18,18,0,0
2250,3,2,1,0,3,2,1,26,2,24,3,2,1,0
2251,10,1,9,0,19,5,14,83,60,44,9,4,5,0
2252,9,8,1,0,16,14,2,1170,1167,3,4,3,1,0
2253,2,2,0,0,2,2,0,2,2,0,2,2,0,0
2254,1,1,0,0,8,8,0,8,8,0,8,8,0,0
2255,5,4,1,0,15,13,2,30,13,43,7,4,3,0
2256,2,1,1,0,2,1,1,8,1,7,2,1,1,0
2257,166,2,165,1,834,3,831,6394,3,10826,308,2,306,0
2258,20,20,0,0,130,130,0,708,1015,0,18,18,0,0
2259,2,0,2,0,11,0,11,35,0,35,2,0,2,0
2260,1,0,1,0,5,0,5,13,0,19,4,0,4,0
2261,1,1,0,0,4,4,0,4,4,0,1,1,0,0
2262,11,11,1,1,29,26,3,2039,3235,155,9,7,2,0
2263,18,2,16,0,85,2,83,270,5,265,4,2,2,0
2264,4,4,0,0,27,27,0,116,136,0,6,6,0,0
2265,162,0,162,0,180,0,180,341,0,341,7,0,7,0
2266,6,0,6,0,22,0,22,90,0,90,4,0,4,0
2267,8,2,6,0,12,2,10,266,90,421,6,2,4,0
2268,1,1,0,0,2,2,0,3,3,0,1,1,0,0
2269,21,0,21,0,68,0,68,604,0,850,26,0,26,0
2270,5,0,5,0,8,0,8,43,0,43,4,0,4,0
2271,10,10,0,0,20,20,0,82,84,0,3,3,0,0
2272,1,1,0,0,1,1,0,3,3,0,1,1,0,0
2273,1,1,0,0,3,3,0,3,3,0,1,1,0,0
2274,5,0,5,0,14,0,14,20,0,20,1,0,1,0
2275,4,4,0,0,8,8,0,13,13,0,1,1,0,0
2276,2,1,1,0,3,2,1,3,2,1,2,1,1,0
2277,1,0,1,0,1,0,1,1,0,1,1,0,1,0
2278,13,12,1,0,30,29,1,233,464,2,13,12,1,0
2279,1,1,0,0,9,9,0,9,9,0,1,1,0,0
2280,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2281,2,0,2,0,3,0,3,3,0,3,1,0,1,0
2282,15,8,7,0,39,18,21,1915,3620,210,3,1,2,0
2283,8,5,3,0,20,17,3,40,19,21,5,3,2,0
2284,4,2,2,0,14,3,11,18,3,15,2,1,1,0
2285,1,0,1,0,1,0,1,2,0,2,1,0,1,0
2286,2,0,2,0,4,0,4,26,0,26,2,0,2,0
2287,4,3,1,0,5,4,1,39,38,1,3,2,1,0
2288,1,0,1,0,1,0,1,118,0,1652,14,0,14,0
2289,1,1,0,0,6,6,0,21,21,0,1,1,0,0
2290,9,9,1,1,22,19,3,39,20,19,2,1,1,0
2291,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2292,339,1,339,1,1814,14,1800,14726,252,19787,112,2,110,0
2293,50,50,1,1,77,76,1,651,650,1,3,2,1,0
2294,1,1,0,0,1,1,0,1,1,0,1,1,0,0
2295,6,4,2,0,14,11,3,140,163,20,6,5,1,0
2296,12,4,8,0,32,15,17,51,34,17,6,4,2,0
2297,2,2,0,0,2,2,0,112,211,0,2,2,0,0
2298,4,0,4,0,18,0,18,104,0,104,5,0,5,0
2299,1,1,0,0,6,6,0,22,36,0,4,4,0,0
