,top_proj,top_proj_target,top_proj_source,occ_proj,occ_proj_target,occ_proj_source,top_ms,top_ms_target,top_ms_source,occ_ms,occ_ms_target,occ_ms_source,devs,devs_target,devs_source,devs_both,has_conflict
5090,1,1,0,3,3,0,4,0,4,0,0,0,4,4,0,0,0
5091,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5092,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5093,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5094,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5095,1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,0
5096,4,4,0,8,7,1,1,0,0,11,11,0,12,11,1,0,0
5097,3,3,0,6,6,0,9,0,9,0,0,0,9,9,0,0,0
5098,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
5099,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
5100,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5101,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5102,1,0,1,2,1,1,1,1,1,2,0,2,3,1,2,0,0
5103,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5104,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5105,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5106,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5107,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5108,0,0,0,2,2,0,2,0,2,0,0,0,2,2,0,0,0
5109,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,0
5110,1,1,0,5,4,1,1,0,0,5,5,0,6,5,1,0,0
5111,4,0,4,12,0,12,16,16,16,0,0,0,16,0,16,0,0
5112,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5113,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5114,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5115,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5116,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5117,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5118,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5119,2,2,0,0,0,0,2,1,2,0,0,0,2,2,0,0,0
5120,0,0,0,4,3,1,2,1,1,2,2,0,4,3,1,0,0
5121,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
5122,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5123,1,0,1,2,1,1,1,1,1,2,0,2,3,1,2,0,0
5124,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5125,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5126,1,1,0,1,1,1,1,0,0,1,1,0,2,2,1,1,0
5127,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5128,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5129,3,1,2,0,0,0,2,1,1,1,0,1,3,1,2,0,0
5130,0,0,0,6,5,1,2,1,1,4,4,0,6,5,1,0,0
5131,3,0,3,1,0,1,4,4,4,0,0,0,4,0,4,0,0
5132,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5133,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5134,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5135,0,0,0,3,3,1,1,0,0,2,2,0,3,3,1,1,0
5136,3,2,2,4,1,3,0,0,0,7,3,4,7,3,5,1,0
5137,1,0,1,2,2,0,1,0,0,2,2,0,3,2,1,0,0
5138,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5139,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
5140,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5141,1,0,1,6,0,6,7,7,7,0,0,0,7,0,7,0,0
5142,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5143,1,1,0,1,1,1,1,1,0,1,1,0,2,2,1,1,0
5144,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5145,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5146,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,0
5147,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5148,4,4,0,1,1,0,5,0,5,0,0,0,5,5,0,0,0
5149,0,0,0,3,2,1,1,0,0,2,2,0,3,2,1,0,0
5150,0,0,0,4,3,1,1,0,0,3,3,0,4,3,1,0,0
5151,0,0,0,2,2,1,2,1,1,0,0,0,2,2,1,1,0
5152,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,0
5153,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5154,2,2,1,1,1,0,1,0,0,2,2,0,3,3,1,1,0
5155,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,0
5156,2,2,0,3,2,1,1,0,0,4,4,0,5,4,1,0,0
5157,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5158,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5159,3,0,3,0,0,0,3,3,3,0,0,0,3,0,3,0,0
5160,1,1,0,3,2,1,2,1,1,2,2,0,4,3,1,0,0
5161,1,0,1,4,1,3,2,1,1,3,0,3,5,1,4,0,0
5162,0,0,0,4,4,2,0,0,0,4,4,0,2,2,1,1,0
5163,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
5164,1,1,0,2,2,0,3,0,3,0,0,0,3,3,0,0,0
5165,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,0
5166,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5167,1,0,1,6,0,6,7,7,7,0,0,0,7,0,7,0,0
5168,1,1,0,3,3,0,4,0,4,0,0,0,4,4,0,0,0
5169,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5170,2,2,0,6,6,1,1,0,0,7,7,0,8,8,1,1,0
5171,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5172,1,0,1,4,1,3,1,1,1,4,0,4,5,1,4,0,0
5173,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,0
5174,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
5175,0,0,0,5,4,1,1,0,0,4,4,0,5,4,1,0,0
5176,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5177,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5178,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5179,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5180,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5181,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,0
5182,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5183,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5184,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5185,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5186,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5187,1,1,0,4,3,1,1,0,0,4,4,0,5,4,1,0,0
5188,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
5189,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
5190,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5191,2,0,2,3,0,3,5,5,4,0,0,0,5,0,5,0,0
5192,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5193,4,4,0,16,16,0,20,0,20,0,0,0,20,20,0,0,0
5194,0,0,0,3,1,2,1,1,1,2,0,2,3,1,2,0,0
5195,0,0,0,3,3,1,1,0,0,2,2,0,3,3,1,1,0
5196,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5197,0,0,0,3,2,1,1,0,0,2,2,0,3,2,1,0,0
5198,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5199,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5200,1,1,0,3,3,1,1,0,0,3,3,0,4,4,1,1,0
5201,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5202,0,0,0,4,3,1,1,0,0,3,3,0,4,3,1,0,0
5203,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5204,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5205,3,0,3,1,0,1,4,4,4,0,0,0,4,0,4,0,0
5206,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5207,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5208,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5209,4,0,4,10,1,9,2,1,1,12,0,12,14,1,13,0,0
5210,3,3,0,11,11,0,14,1,14,0,0,0,14,14,0,0,0
5211,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5212,2,2,0,4,3,1,1,0,0,5,5,0,6,5,1,0,0
5213,0,0,0,22,22,2,0,0,0,22,22,0,11,11,1,1,0
5214,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5215,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5216,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5217,2,2,0,4,4,0,6,0,6,0,0,0,6,6,0,0,0
5218,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5219,3,0,3,19,0,19,22,22,22,0,0,0,22,0,22,0,0
5220,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5221,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5222,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
5223,0,0,0,18,16,2,0,0,0,18,16,2,9,8,1,0,0
5224,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,0
5225,6,6,0,18,17,1,1,0,0,23,23,0,24,23,1,0,0
5226,2,2,0,0,0,0,2,0,2,0,0,0,2,2,0,0,0
5227,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5228,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5229,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5230,1,1,0,2,1,1,1,0,0,2,2,0,3,2,1,0,0
5231,0,0,0,5,4,1,2,1,1,3,3,0,5,4,1,0,0
5232,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5233,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5234,1,1,0,2,1,1,1,0,0,2,2,0,3,2,1,0,0
5235,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5236,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5237,0,0,0,7,6,1,1,0,0,6,6,0,7,6,1,0,0
5238,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5239,1,1,0,20,19,1,1,0,0,20,20,0,21,20,1,0,0
5240,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5241,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5242,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5243,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5244,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
5245,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5246,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5247,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5248,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5249,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5250,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5251,2,0,2,8,0,8,10,10,10,0,0,0,10,0,10,0,0
5252,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5253,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
5254,0,0,0,5,1,4,2,1,1,3,0,3,5,1,4,0,0
5255,0,0,0,6,6,2,0,0,0,6,6,0,3,3,1,1,0
5256,0,0,0,4,3,1,1,0,0,3,3,0,4,3,1,0,0
5257,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5258,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
5259,0,0,0,2,2,0,2,0,2,0,0,0,2,2,0,0,0
5260,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5261,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
5262,0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,0
5263,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5264,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
5265,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5266,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5267,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5268,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
5269,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
5270,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
5271,1,1,0,6,6,0,7,0,7,0,0,0,7,7,0,0,0
5272,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5273,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5274,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5275,1,0,1,6,1,5,1,1,1,6,0,6,7,1,6,0,0
5276,0,0,0,3,2,1,2,1,1,1,1,0,3,2,1,0,0
5277,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5278,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5279,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5280,1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,0
5281,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5282,5,5,0,5,4,1,1,0,0,9,9,0,10,9,1,0,0
5283,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5284,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
5285,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5286,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5287,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5288,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5289,1,1,0,3,3,0,4,0,4,0,0,0,4,4,0,0,0
5290,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5291,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5292,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5293,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5294,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5295,1,0,1,6,0,6,7,7,7,0,0,0,7,0,7,0,0
5296,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,0
5297,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5298,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5299,1,0,1,2,0,2,3,3,3,0,0,0,3,0,3,0,0
5300,0,0,0,3,1,2,1,1,1,2,0,2,3,1,2,0,0
5301,1,1,0,3,2,1,1,0,0,3,3,0,4,3,1,0,0
5302,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5303,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5304,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5305,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,0
5306,1,1,0,3,2,1,2,1,1,2,2,0,4,3,1,0,0
5307,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
5308,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5309,2,2,0,2,1,1,2,1,1,2,2,0,4,3,1,0,0
5310,2,0,2,0,0,0,2,2,2,0,0,0,2,0,2,0,0
5311,1,1,0,2,2,0,3,1,3,0,0,0,3,3,0,0,0
5312,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5313,1,0,1,1,0,1,2,2,1,0,0,0,2,0,2,0,0
5314,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
5315,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
5316,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5317,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5318,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
5319,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5320,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5321,3,3,0,9,9,0,12,0,12,0,0,0,12,12,0,0,0
5322,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,0
5323,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5324,1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,0
5325,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5326,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5327,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5328,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
5329,0,0,0,3,2,1,1,0,0,2,2,0,3,2,1,0,0
5330,1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,0
5331,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,0
5332,1,1,0,2,2,1,1,0,0,2,2,0,3,3,1,1,0
5333,1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,0
5334,1,1,0,2,1,1,1,0,0,2,2,0,3,2,1,0,0
5335,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5336,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5337,3,0,3,2,0,2,5,5,5,0,0,0,5,0,5,0,0
5338,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5339,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5340,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5341,4,0,4,42,0,42,46,46,46,0,0,0,46,0,46,0,0
5342,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
5343,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5344,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
5345,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5346,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,0
5347,3,2,1,3,3,0,1,0,0,5,5,0,6,5,1,0,0
5348,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
5349,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,0
5350,0,0,0,3,3,1,1,1,0,2,2,0,3,3,1,1,0
5351,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5352,0,0,0,11,10,1,1,0,0,10,10,0,11,10,1,0,0
5353,1,0,1,3,3,0,1,0,0,3,3,0,4,3,1,0,0
5354,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5355,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5356,4,4,1,1,1,0,2,1,1,3,3,0,5,5,1,1,0
5357,1,1,0,9,9,0,10,0,10,0,0,0,10,10,0,0,0
5358,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5359,0,0,0,5,4,1,1,0,0,4,4,0,5,4,1,0,0
5360,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5361,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5362,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
5363,2,2,0,2,2,0,4,0,4,0,0,0,4,4,0,0,0
5364,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5365,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5366,1,0,1,4,1,3,2,1,1,3,0,3,5,1,4,0,0
5367,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5368,1,1,0,8,7,1,2,1,1,7,7,0,9,8,1,0,0
5369,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5370,2,2,1,4,4,1,0,0,0,6,6,0,6,6,2,2,0
5371,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5372,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5373,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5374,1,1,0,5,4,1,1,0,0,5,5,0,6,5,1,0,0
5375,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
5376,0,0,0,12,10,2,0,0,0,12,10,2,6,5,1,0,0
5377,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5378,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
5379,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5380,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
5381,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5382,1,1,0,2,1,1,1,0,0,2,2,0,3,2,1,0,0
5383,1,0,1,4,1,3,1,1,1,4,0,4,5,1,4,0,0
5384,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5385,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5386,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5387,1,1,0,2,2,0,3,0,3,0,0,0,3,3,0,0,0
5388,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5389,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5390,2,2,0,9,8,1,2,1,1,9,9,0,11,10,1,0,0
5391,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5392,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5393,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5394,1,1,0,2,2,0,3,1,3,0,0,0,3,3,0,0,0
5395,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5396,1,0,1,2,2,0,2,1,1,1,1,0,3,2,1,0,0
5397,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5398,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5399,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
5400,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5401,2,2,0,1,1,1,1,0,0,2,2,0,3,3,1,1,0
5402,3,3,0,5,5,0,8,0,8,0,0,0,8,8,0,0,0
5403,4,4,3,142,140,6,0,0,0,146,144,2,146,144,9,7,0
5404,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5405,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5406,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5407,8,8,0,26,25,1,1,0,0,33,33,0,34,33,1,0,0
5408,1,0,1,8,8,0,1,0,0,8,8,0,9,8,1,0,0
5409,0,0,0,4,3,1,1,0,0,3,3,0,4,3,1,0,0
5410,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
5411,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
5412,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5413,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,0
5414,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
5415,1,1,0,6,5,1,1,0,0,6,6,0,7,6,1,0,0
5416,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5417,1,1,0,2,2,1,1,0,0,2,2,0,3,3,1,1,0
5418,0,0,0,2,2,1,1,1,0,1,1,0,2,2,1,1,0
5419,2,2,0,9,9,0,11,1,11,0,0,0,11,11,0,0,0
5420,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
5421,1,1,1,1,1,0,1,0,0,1,1,0,2,2,1,1,0
5422,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5423,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5424,1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,0
5425,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5426,0,0,0,3,2,1,1,0,0,2,2,0,3,2,1,0,0
5427,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,0
5428,1,1,0,4,4,0,5,1,5,0,0,0,5,5,0,0,0
5429,0,0,0,3,2,1,1,0,0,2,2,0,3,2,1,0,0
5430,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5431,1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,0
5432,1,0,1,2,0,2,3,3,3,0,0,0,3,0,3,0,0
5433,0,0,0,2,2,1,2,1,1,0,0,0,2,2,1,1,0
5434,1,1,0,3,3,0,4,0,4,0,0,0,4,4,0,0,0
5435,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5436,2,0,2,4,0,4,6,6,6,0,0,0,6,0,6,0,0
5437,0,0,0,4,3,1,2,1,1,2,2,0,4,3,1,0,0
5438,0,0,0,10,8,2,0,0,0,10,8,2,5,4,1,0,0
5439,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5440,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5441,0,0,0,3,3,1,2,1,1,1,1,0,3,3,1,1,0
5442,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
5443,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
5444,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5445,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5446,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,0
5447,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5448,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5449,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5450,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5451,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5452,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
5453,1,1,0,3,2,1,2,1,1,2,2,0,4,3,1,0,0
5454,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
5455,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5456,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
5457,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
5458,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5459,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5460,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
5461,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5462,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5463,1,1,0,7,6,1,1,0,0,7,7,0,8,7,1,0,0
5464,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
