,top_proj,top_proj_target,top_proj_source,occ_proj,occ_proj_target,occ_proj_source,top_ms,top_ms_target,top_ms_source,occ_ms,occ_ms_target,occ_ms_source,devs,devs_target,devs_source,devs_both,has_conflict
0,2,0,2,2,1,2,1,1,1,3,0,3,4,1,4,1,0
1,1,1,1,7,0,7,1,1,0,7,0,7,8,1,8,1,0
2,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
3,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
4,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
5,0,0,0,3,3,1,1,0,0,2,2,0,3,3,1,1,0
6,1,1,0,4,4,0,5,1,5,0,0,0,5,5,0,0,0
7,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
8,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
9,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
10,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
11,0,0,0,2,0,2,2,2,2,0,0,0,1,0,1,0,0
12,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
13,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
14,1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,0
15,2,2,0,2,0,2,0,0,0,4,2,2,2,1,1,0,0
16,2,2,0,2,2,0,4,1,4,0,0,0,4,4,0,0,0
17,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
18,2,0,2,1,0,1,3,3,2,0,0,0,3,0,3,0,0
19,1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,0
20,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
21,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
22,0,0,0,24,24,2,0,0,0,24,24,0,12,12,1,1,0
23,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
24,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
25,0,0,0,2,2,1,2,1,1,0,0,0,2,2,1,1,0
26,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
27,2,2,0,8,8,0,10,1,10,0,0,0,10,10,0,0,0
28,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,0
29,3,3,0,2,2,0,5,1,5,0,0,0,5,5,0,0,0
30,4,4,0,11,10,1,1,0,0,14,14,0,15,14,1,0,0
31,4,4,0,3,3,0,7,0,7,0,0,0,7,7,0,0,0
32,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
33,2,0,2,4,0,4,6,6,6,0,0,0,6,0,6,0,0
34,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
35,1,1,0,5,5,1,1,0,0,5,5,0,6,6,1,1,0
36,3,0,3,5,0,5,8,8,8,0,0,0,8,0,8,0,0
37,1,0,1,2,0,2,3,3,2,0,0,0,3,0,3,0,0
38,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
39,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
40,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
41,1,1,0,52,52,1,1,0,0,52,52,0,53,53,1,1,0
42,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
43,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
44,6,6,0,23,22,1,1,0,0,28,28,0,29,28,1,0,0
45,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
46,4,0,4,9,0,9,13,13,13,0,0,0,13,0,13,0,0
47,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
48,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
49,1,1,1,1,0,1,1,1,0,1,0,1,2,1,2,1,0
50,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
51,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
52,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
53,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
54,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
55,2,2,0,0,0,0,2,0,2,0,0,0,2,2,0,0,0
56,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
57,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
58,2,1,1,7,2,5,1,1,1,8,2,6,9,3,6,0,0
59,0,0,0,4,4,0,4,0,4,0,0,0,2,2,0,0,0
60,5,5,1,36,36,0,1,0,0,40,40,0,41,41,1,1,0
61,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
62,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
63,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
64,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
65,1,0,1,2,2,0,2,1,1,1,1,0,3,2,1,0,0
66,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
67,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
68,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
69,3,1,2,6,0,6,2,1,1,7,0,7,9,1,8,0,0
70,2,2,0,0,0,0,2,1,2,0,0,0,2,2,0,0,0
71,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
72,2,2,0,6,6,1,1,0,0,7,7,0,8,8,1,1,0
73,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
74,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,0
75,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
76,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
77,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,0
78,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
79,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,0
80,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
81,0,0,0,6,6,2,0,0,0,6,6,0,3,3,1,1,0
82,0,0,0,4,3,1,2,1,1,2,2,0,4,3,1,0,0
83,0,0,0,3,2,1,2,1,1,1,1,0,3,2,1,0,0
84,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
85,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
86,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
87,0,0,0,5,5,0,5,0,5,0,0,0,5,5,0,0,0
88,0,0,0,3,2,1,1,0,0,2,2,0,3,2,1,0,0
89,1,1,0,2,2,0,3,0,3,0,0,0,3,3,0,0,0
90,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
91,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
92,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
93,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
94,1,0,1,3,0,3,4,4,4,0,0,0,4,0,4,0,0
95,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
96,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
97,1,1,0,4,3,1,2,1,1,3,3,0,5,4,1,0,0
98,1,1,0,15,15,1,2,1,1,14,14,0,16,16,1,1,0
99,0,0,0,2,2,0,2,0,2,0,0,0,2,2,0,0,0
100,1,1,0,2,0,2,1,1,1,2,0,2,3,1,2,0,0
101,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
102,2,2,0,1,1,0,3,1,3,0,0,0,3,3,0,0,0
103,1,1,0,20,19,1,1,0,0,20,20,0,21,20,1,0,0
104,3,3,0,1,0,1,2,1,1,2,2,0,4,3,1,0,0
105,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
106,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
107,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
108,1,1,0,4,4,1,1,0,0,4,4,0,5,5,1,1,0
109,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
110,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
111,1,1,0,5,5,0,6,0,6,0,0,0,6,6,0,0,0
112,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
113,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
114,0,0,0,6,6,2,0,0,0,6,6,0,3,3,1,1,0
115,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,0
116,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
117,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
118,0,0,0,12,12,2,0,0,0,12,12,0,6,6,1,1,0
119,0,0,0,4,4,1,1,0,0,3,3,0,4,4,1,1,0
120,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,0
121,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
122,1,0,1,22,1,21,1,1,1,22,0,22,23,1,22,0,0
123,6,0,6,26,0,26,32,32,32,0,0,0,32,0,32,0,0
124,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
125,0,0,0,2,0,2,2,2,2,0,0,0,1,0,1,0,0
126,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,0
127,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
128,3,3,1,12,12,0,1,0,0,14,14,0,15,15,1,1,0
129,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
130,1,0,1,1,0,1,2,2,2,0,0,0,2,0,2,0,0
131,2,0,2,16,0,16,18,18,18,0,0,0,18,0,18,0,0
132,0,0,0,4,3,1,2,1,1,2,2,0,4,3,1,0,0
133,1,1,1,2,2,1,1,0,1,2,2,0,3,3,2,2,0
134,2,0,2,1,0,1,3,3,2,0,0,0,3,0,3,0,0
135,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
136,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,0
137,1,1,1,2,2,0,1,1,0,2,2,0,3,3,1,1,0
138,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
139,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
140,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
141,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
142,0,0,0,6,1,5,2,1,1,4,0,4,6,1,5,0,0
143,0,0,0,3,2,1,1,0,0,2,2,0,3,2,1,0,0
144,0,0,0,18,18,0,18,0,18,0,0,0,9,9,0,0,0
145,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
146,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
147,2,2,0,1,1,0,3,0,3,0,0,0,3,3,0,0,0
148,1,1,0,8,7,1,1,0,0,8,8,0,9,8,1,0,0
149,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
150,1,1,0,2,1,1,1,0,0,2,2,0,3,2,1,0,0
151,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
152,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
153,0,0,0,12,12,2,0,0,0,12,12,0,6,6,1,1,0
154,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
155,0,0,0,4,4,0,4,0,4,0,0,0,4,4,0,0,0
156,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
157,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
158,2,2,0,1,1,1,2,1,1,1,1,0,3,3,1,1,0
159,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,0
160,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
161,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
162,5,5,0,21,21,0,26,0,26,0,0,0,26,26,0,0,0
163,2,2,0,1,0,1,2,1,1,1,1,0,3,2,1,0,0
164,0,0,0,4,0,4,4,4,3,0,0,0,4,0,4,0,0
165,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
166,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,0
167,2,2,1,0,0,0,2,1,1,0,0,0,2,2,1,1,0
168,1,1,0,4,3,1,1,0,0,4,4,0,5,4,1,0,0
169,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
170,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
171,2,0,2,2,0,2,4,4,4,0,0,0,4,0,4,0,0
172,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
173,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
174,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
175,0,0,0,14,14,2,0,0,0,14,14,0,7,7,1,1,0
176,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
177,4,4,1,22,22,0,1,0,0,25,25,0,26,26,1,1,0
178,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
179,0,0,0,2,2,0,2,0,2,0,0,0,2,2,0,0,0
180,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
181,1,0,1,1,0,1,2,2,2,0,0,0,2,0,2,0,0
182,1,1,0,3,2,1,1,0,0,3,3,0,4,3,1,0,0
183,0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,0
184,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
185,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
186,2,2,0,1,1,0,3,1,3,0,0,0,3,3,0,0,0
187,0,0,0,6,4,2,0,0,0,6,4,2,3,2,1,0,0
188,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
189,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
190,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
191,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,0
192,0,0,0,14,12,2,0,0,0,14,12,2,7,6,1,0,0
193,0,0,0,18,18,2,0,0,0,18,18,0,9,9,1,1,0
194,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
195,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,0
196,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
197,3,2,1,5,5,0,1,0,0,7,7,0,8,7,1,0,0
198,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
199,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
200,9,9,0,135,135,0,144,0,144,0,0,0,144,144,0,0,0
201,0,0,0,6,6,0,6,1,6,0,0,0,6,6,0,0,0
202,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
203,0,0,0,4,4,2,0,0,0,4,4,0,2,2,1,1,0
204,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
205,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
206,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
207,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
208,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,0
209,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
210,0,0,0,3,2,1,1,0,0,2,2,0,3,2,1,0,0
211,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
212,2,0,2,3,0,3,5,5,5,0,0,0,5,0,5,0,0
213,0,0,0,2,0,2,2,2,2,0,0,0,1,0,1,0,0
214,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
215,1,1,0,3,2,1,1,0,0,3,3,0,4,3,1,0,0
216,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
217,2,1,1,1,1,0,1,0,0,2,2,0,3,2,1,0,0
218,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
219,1,1,0,3,1,2,1,1,1,3,1,2,4,2,2,0,0
220,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
221,3,1,2,3,0,3,2,1,1,4,0,4,6,1,5,0,0
222,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
223,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
224,0,0,0,3,0,3,3,3,3,0,0,0,3,0,3,0,0
225,3,2,1,0,0,0,2,1,1,1,1,0,3,2,1,0,0
226,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
227,0,0,0,3,2,1,1,0,0,2,2,0,3,2,1,0,0
228,0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,0
229,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
230,2,0,2,0,0,0,2,2,2,0,0,0,2,0,2,0,0
231,4,3,1,12,11,1,1,0,0,15,14,1,16,14,2,0,0
232,1,1,0,6,6,0,7,0,7,0,0,0,7,7,0,0,0
233,0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,0
234,4,4,1,9,9,0,1,0,0,12,12,0,13,13,1,1,0
235,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
236,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
237,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
238,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
239,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
240,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,0
241,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
242,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,0
243,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
244,0,0,0,2,1,2,2,1,1,0,0,0,2,1,2,1,0
245,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
246,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
247,3,3,0,1,1,0,4,0,4,0,0,0,4,4,0,0,0
248,2,0,2,2,0,2,4,4,3,0,0,0,4,0,4,0,0
249,1,1,0,2,0,2,2,1,1,1,0,1,3,1,2,0,0
250,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
251,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
252,2,1,2,3,0,3,1,1,1,4,0,4,5,1,5,1,0
253,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
254,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
255,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
256,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
257,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
258,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
259,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
260,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
261,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
262,2,2,0,7,6,1,1,0,0,8,8,0,9,8,1,0,0
263,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
264,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,0
265,1,1,0,13,13,0,14,0,14,0,0,0,14,14,0,0,0
266,2,2,0,29,28,1,1,0,0,30,30,0,31,30,1,0,0
267,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
268,3,3,0,19,18,1,1,0,0,21,21,0,22,21,1,0,0
269,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
270,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
271,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
272,3,3,0,6,5,1,1,0,0,8,8,0,9,8,1,0,0
273,0,0,0,4,4,0,4,0,4,0,0,0,2,2,0,0,0
274,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
275,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
276,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
277,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
278,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
279,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
280,2,2,0,6,6,0,8,0,8,0,0,0,8,8,0,0,0
281,2,2,0,13,13,0,15,0,15,0,0,0,15,15,0,0,0
282,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
283,2,2,0,1,0,1,1,0,0,2,2,0,3,2,1,0,0
284,1,0,1,1,0,1,2,2,1,0,0,0,2,0,2,0,0
285,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
286,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
287,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
288,2,2,0,35,35,0,37,0,37,0,0,0,37,37,0,0,0
289,2,1,1,2,1,1,1,1,1,3,1,2,4,2,2,0,0
290,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,0
291,0,0,0,4,0,4,4,4,4,0,0,0,4,0,4,0,0
292,0,0,0,8,7,1,2,1,1,6,6,0,8,7,1,0,0
293,2,2,0,7,7,0,9,1,9,0,0,0,9,9,0,0,0
294,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
295,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
296,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
297,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
298,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,0
299,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
300,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
301,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
302,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
303,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
304,1,0,1,1,0,1,2,2,2,0,0,0,2,0,2,0,0
305,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
306,1,1,0,3,2,1,1,0,0,3,3,0,4,3,1,0,0
307,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
308,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
309,25,25,0,266,265,1,1,0,0,290,290,0,291,290,1,0,0
310,0,0,0,6,5,1,2,1,1,4,4,0,6,5,1,0,0
311,2,1,1,3,0,3,1,1,1,4,0,4,5,1,4,0,0
312,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
313,0,0,0,3,2,1,2,1,1,1,1,0,3,2,1,0,0
314,1,0,1,3,0,3,4,4,4,0,0,0,4,0,4,0,0
315,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
316,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
317,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
318,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
319,0,0,0,5,4,1,1,0,0,4,4,0,5,4,1,0,0
320,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
321,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0
322,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
323,3,0,3,1,0,1,4,4,4,0,0,0,4,0,4,0,0
324,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
325,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
326,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
327,18,18,0,55,55,1,1,0,0,72,72,0,73,73,1,1,0
328,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
329,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
330,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
331,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
332,0,0,0,2,2,0,2,1,2,0,0,0,2,2,0,0,0
333,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
334,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,0
335,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,0
336,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
337,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
338,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
339,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
340,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
341,0,0,0,4,3,1,1,0,0,3,3,0,4,3,1,0,0
342,4,1,3,4,0,4,1,1,1,7,0,7,8,1,7,0,0
343,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
344,0,0,0,4,3,1,1,0,0,3,3,0,4,3,1,0,0
345,0,0,0,3,2,1,2,1,1,1,1,0,3,2,1,0,0
346,2,1,1,1,0,1,2,1,1,1,0,1,3,1,2,0,0
347,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
348,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
349,0,0,0,16,14,2,0,0,0,16,14,2,8,7,1,0,0
350,0,0,0,3,2,1,2,1,1,1,1,0,3,2,1,0,0
351,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
352,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
353,2,0,2,1,0,1,3,3,2,0,0,0,3,0,3,0,0
354,0,0,0,40,38,2,0,0,0,40,38,2,20,19,1,0,0
355,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
356,3,0,3,5,0,5,8,8,8,0,0,0,8,0,8,0,0
357,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
358,0,0,0,8,8,2,0,0,0,8,8,0,4,4,1,1,0
359,7,7,0,37,36,1,1,0,0,43,43,0,44,43,1,0,0
360,1,1,1,3,0,3,1,1,1,3,0,3,4,1,4,1,0
361,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
362,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
363,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
364,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
365,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
366,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
367,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
368,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
369,1,1,0,5,4,1,2,1,1,4,4,0,6,5,1,0,0
370,4,0,4,7,0,7,11,11,11,0,0,0,11,0,11,0,0
371,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,0
372,3,0,3,11,1,10,1,1,1,13,0,13,14,1,13,0,0
373,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0
374,2,2,0,3,3,1,2,1,1,3,3,0,5,5,1,1,0
375,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
376,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
377,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
378,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
379,0,0,0,3,3,0,3,1,3,0,0,0,3,3,0,0,0
380,1,1,0,7,6,1,1,0,0,7,7,0,8,7,1,0,0
381,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,0
382,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
383,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0
384,0,0,0,4,4,2,0,0,0,4,4,0,2,2,1,1,0
