,top_proj,top_proj_target,top_proj_source,occ_proj,occ_proj_target,occ_proj_source,top_ms,top_ms_target,top_ms_source,occ_ms,occ_ms_target,occ_ms_source,devs,devs_target,devs_source,devs_both,files,files_target,files_source,files_both,chunks,chunks_target,chunks_source,loc,loc_target,loc_source,commits,commits_target,commits_source,has_conflict
0,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,43,2,123,4,1,3,0
1,0,0,0,10,2,8,0,0,0,10,2,8,5,1,4,0,13,2,11,0,40,8,32,175,68,344,12,2,10,0
2,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,7,7,0,8,8,0,1,1,0,0
3,3,3,0,22,21,1,2,1,1,23,23,0,25,24,1,0,99,99,1,1,244,242,2,42339,46248,2,60,59,1,0
4,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,3,0,3,0,3,0,3,14,0,14,1,0,1,0
5,0,0,0,2,1,2,1,1,1,1,0,1,2,1,2,1,7,2,5,0,12,4,8,35,4,31,7,1,6,0
6,0,0,0,6,6,2,0,0,0,6,6,0,3,3,1,1,3,3,1,1,5,4,1,10,14,6,4,3,1,0
7,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,4,3,1,0,6,4,2,11,5,6,2,1,1,0
8,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,4,4,0,1,1,0,0
9,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2,0,5,0,5,5,0,5,1,0,1,0
10,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,6,5,1,0,16,15,1,83,110,1,8,7,1,0
11,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,3,3,0,3,6,0,1,1,0,0
12,2,2,0,0,0,0,2,1,2,0,0,0,2,2,0,0,17,17,0,0,35,35,0,59,65,0,5,5,0,0
13,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,2,2,1,1,12,11,1,44,69,1,4,3,1,0
14,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
15,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
16,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,8,1,7,0,10,2,8,19,6,13,3,1,2,0
17,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,12,20,0,3,3,0,0
18,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,5,10,0,2,2,0,0
19,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,7,1,6,33,1,32,3,1,2,0
20,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,6,5,1,0,7,6,1,35,34,1,3,2,1,0
21,2,0,2,1,0,1,3,3,2,0,0,0,3,0,3,0,60,0,30,0,764,0,382,24520,0,12603,19,0,19,0
22,1,1,0,45,44,1,2,1,1,44,44,0,46,45,1,0,47,47,1,1,920,918,2,3814,7048,4,186,185,1,0
23,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
24,2,2,1,0,0,0,2,1,1,0,0,0,2,2,1,1,5,2,3,0,614,611,3,1384,1359,37,4,3,1,0
25,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,4,4,0,4,4,0,1,1,0,0
26,4,4,1,11,11,0,1,0,0,14,14,0,15,15,1,1,110,109,1,0,822,809,13,2190,2861,17,81,80,1,0
27,0,0,0,10,8,2,0,0,0,10,8,2,5,4,1,0,18,4,14,0,151,5,146,151,10,292,5,4,1,0
28,0,0,0,8,7,1,1,0,0,7,7,0,8,7,1,0,15,15,1,1,41,36,5,324,1007,15,18,17,1,0
29,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,73,73,0,2,2,0,0
30,5,5,0,12,12,0,17,0,17,0,0,0,17,17,0,0,28,28,0,0,77,77,0,382,462,0,46,46,0,0
31,15,15,0,13,12,1,1,0,0,27,27,0,28,27,1,0,2,2,1,1,32,31,1,48,68,1,35,34,1,0
32,0,0,0,18,18,2,0,0,0,18,18,0,9,9,1,1,13,13,1,1,75,66,9,194,366,22,17,16,1,0
33,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,24,8,0,0,246,82,0,1554,743,0,7,7,0,0
34,0,0,0,6,4,2,0,0,0,6,4,2,3,2,1,0,5,2,3,0,21,15,6,21,30,12,3,2,1,0
35,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,13,13,0,37,37,0,1,1,0,0
36,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,4,4,0,0,48,48,0,264,264,0,1,1,0,0
37,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,8,1,7,0,14,1,13,150,52,98,3,1,2,0
38,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,4,1,3,0,23,1,22,37,7,30,2,1,1,0
39,3,2,2,5,0,5,0,0,0,8,2,6,8,2,7,1,17,5,13,1,31,7,24,255,60,399,16,2,14,0
40,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,3,3,0,0,5,5,0,32,43,0,3,3,0,0
41,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,16,16,0,79,79,0,1,1,0,0
42,1,1,0,2,2,0,3,1,3,0,0,0,3,3,0,0,3,3,0,0,3,3,0,115,115,0,3,3,0,0
43,0,0,0,6,4,2,0,0,0,6,4,2,3,2,1,0,3,2,1,0,5,4,1,5,8,2,3,2,1,0
44,0,0,0,6,5,1,2,1,1,4,4,0,6,5,1,0,12,11,1,0,61,60,1,8642,8650,2,6,5,1,0
45,1,1,0,41,40,1,1,0,0,41,41,0,42,41,1,0,143,143,1,1,537,536,1,2937,3830,4,96,95,1,0
46,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,3,0,3,0,4,0,4,16,0,16,2,0,2,0
47,1,1,0,1,1,0,2,1,2,0,0,0,2,2,0,0,38,38,0,0,55,55,0,583,583,0,2,2,0,0
48,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,3,3,0,1,1,0,0
49,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,8,6,3,1,22,18,4,167,142,25,3,1,2,0
50,0,0,0,3,2,1,2,1,1,1,1,0,3,2,1,0,16,4,12,0,33,6,27,63,33,30,3,2,1,0
51,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,17,0,17,35,0,49,5,0,5,0
52,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,6,5,2,1,15,13,2,15,13,2,5,4,1,0
53,0,0,0,2,0,2,2,2,2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,2,1,0,1,0
54,3,2,1,0,0,0,2,1,1,1,1,0,3,2,1,0,405,17,388,0,616,223,393,4609,2257,3305,16,10,6,0
55,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,2,0,2,0,4,0,4,8,0,8,2,0,2,0
56,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,7,0,7,1,0,1,0
57,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
58,2,1,2,2,1,1,1,0,0,3,1,2,4,2,3,1,24,7,17,0,59,28,31,277,201,89,16,4,12,0
59,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,9,9,0,1,1,0,0
60,2,0,2,2,1,1,2,1,1,2,0,2,4,1,3,0,25,7,18,0,57,21,36,361,151,210,14,2,12,0
61,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
62,2,2,0,1,0,1,2,1,1,1,1,0,3,2,1,0,6,5,1,0,127,125,2,297,344,5,9,8,1,0
63,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,4,4,0,4,8,0,1,1,0,0
64,0,0,0,34,34,0,34,0,34,0,0,0,17,17,0,0,17,17,0,0,177,177,0,811,1652,0,32,32,0,0
65,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
66,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,7,7,0,7,14,0,1,1,0,0
67,1,1,0,5,4,1,1,0,0,5,5,0,6,5,1,0,15,5,10,0,36,26,10,349,63,286,7,6,1,0
68,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
69,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,22,13,9,0,340,71,269,18077,253,17824,2,1,1,0
70,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
71,3,2,1,2,2,0,1,0,0,4,4,0,5,4,1,0,4,4,1,1,9,8,1,20,30,1,9,8,1,0
72,0,0,0,2,2,0,2,0,2,0,0,0,2,2,0,0,4,4,0,0,5,5,0,85,113,0,2,2,0,0
73,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,2,2,0,0,5,5,0,5,5,0,2,2,0,0
74,3,3,0,9,8,1,1,0,0,11,11,0,12,11,1,0,39,38,1,0,142,140,2,1030,1264,3,45,44,1,0
75,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,2,2,0,0,3,3,0,3,3,0,2,2,0,0
76,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,12,12,0,20,20,0,4,4,0,0
77,1,1,0,2,2,1,2,1,1,1,1,0,3,3,1,1,11,10,3,2,27,24,3,377,274,124,5,4,1,0
78,1,1,0,2,1,1,1,0,0,2,2,0,3,2,1,0,8,3,1,0,14,5,2,170,83,2,4,3,1,0
79,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,5,5,0,1,1,0,0
80,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,6,6,0,0,45,45,0,433,433,0,1,1,0,0
81,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,8,6,2,0,19,17,2,43,39,4,2,1,1,0
82,0,0,0,6,5,1,1,0,0,5,5,0,6,5,1,0,16,13,6,3,44,25,19,96,75,21,15,14,1,0
83,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,4,2,2,0,6,4,2,14,9,5,5,3,2,0
84,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,3,3,0,1,1,0,0
85,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,9,9,0,0,28,28,0,229,501,0,8,8,0,0
86,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,3,0,0,3,3,0,43,43,0,1,1,0,0
87,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,4,4,0,41,41,0,2,2,0,0
88,0,0,0,2,2,0,2,0,2,0,0,0,2,2,0,0,3,3,0,0,5,5,0,5,5,0,2,2,0,0
89,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,4,4,0,1,1,0,0
90,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,2,2,0,2,2,0,2,2,0,0
91,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,20,19,1,0,73,71,2,607,1145,7,42,41,1,0
92,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
93,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,5,2,3,0,7,2,5,43,15,28,2,1,1,0
94,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,2,0,1,1,0,0
95,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,1,0,0,2,1,0,2,1,0,1,1,0,0
96,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,8,8,0,1,1,0,0
97,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,4,4,0,8,8,0,1,1,0,0
98,2,1,2,4,0,4,1,1,0,5,0,5,6,1,6,1,82,1,82,1,102,1,101,12093,10,12280,18,2,16,0
99,3,3,0,8,8,0,11,0,11,0,0,0,11,11,0,0,11,11,0,0,65,65,0,634,1316,0,20,20,0,0
100,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,1,1,1,1,3,1,2,8,4,4,2,1,1,0
101,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,14,14,0,17,34,0,1,1,0,0
102,1,0,1,3,0,3,4,4,4,0,0,0,4,0,4,0,6,0,6,0,11,0,11,33,0,33,5,0,5,0
103,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,3,1,2,0,6,1,5,9,1,8,2,1,1,0
104,0,0,0,56,56,2,0,0,0,56,56,0,28,28,1,1,36,36,1,1,740,736,4,2129,5086,26,52,51,1,0
105,0,0,0,2,0,2,2,2,2,0,0,0,2,0,2,0,2,0,2,0,8,0,8,12,0,12,2,0,2,0
106,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,12,12,0,0,20,20,0,72,74,0,11,11,0,0
107,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
108,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
109,1,1,1,2,0,2,1,1,1,2,0,2,3,1,3,1,16,2,15,1,53,3,50,528,3,622,12,1,11,0
110,1,1,0,4,3,1,2,1,1,3,3,0,5,4,1,0,6,5,1,0,17,16,1,50,33,17,8,7,1,0
111,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,11,9,2,0,38,33,5,562,544,18,6,5,1,0
112,2,1,2,2,0,2,1,1,1,3,0,3,4,1,4,1,4,2,3,1,28,4,24,53,13,96,36,2,34,0
113,0,0,0,2,2,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,6,6,0,13,26,0,1,1,0,0
114,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,6,6,0,30,30,0,1,1,0,0
115,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,37,1,36,0,75,1,74,289,1,323,8,1,7,0
116,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
117,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2,0,2,0,2,16,0,16,1,0,1,0
118,0,0,0,6,0,6,6,6,6,0,0,0,3,0,3,0,6,0,6,0,55,0,52,284,0,472,6,0,6,0
119,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,6,1,5,0,22,2,20,40,4,45,5,1,4,0
120,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,4,1,4,1,5,1,4,5,1,4,3,1,2,0
121,0,0,0,18,18,2,0,0,0,18,18,0,9,9,1,1,26,24,3,1,292,273,19,1252,2748,84,20,19,1,0
122,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,12,12,0,0,19,19,0,1907,1907,0,1,1,0,0
123,1,1,0,4,3,1,2,1,1,3,3,0,5,4,1,0,19,17,2,0,46,23,23,525,364,427,11,7,4,0
124,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,5,0,5,0,17,0,17,23,0,23,1,0,1,0
125,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
126,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,4,4,0,0,19,19,0,25,25,0,4,4,0,0
127,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,9,9,0,0,18,18,0,70,70,0,3,3,0,0
128,3,3,0,5,4,1,2,1,1,6,6,0,8,7,1,0,30,29,1,0,80,79,1,531,1199,2,15,14,1,0
129,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,3,0,3,0,15,0,15,164,0,571,10,0,10,0
130,0,0,0,3,3,0,3,0,3,0,0,0,3,3,0,0,8,8,0,0,35,35,0,210,308,0,5,5,0,0
131,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,5,5,0,22,22,0,1,1,0,0
132,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,14,14,1,1,313,312,1,430,568,2,5,4,1,0
133,0,0,0,2,0,2,2,2,2,0,0,0,1,0,1,0,1,0,1,0,2,0,2,5,0,10,1,0,1,0
134,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,1,1,1,1,6,5,1,8,7,1,2,1,1,0
135,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,2,0,2,0,2,0,2,119,0,355,3,0,3,0
136,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
137,0,0,0,3,2,1,2,1,1,1,1,0,3,2,1,0,2,2,1,1,41,25,16,69,53,16,4,3,1,0
138,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,14,11,3,0,124,105,19,313,293,54,9,5,4,0
139,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,7,7,0,0,7,7,0,143,143,0,2,2,0,0
140,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,8,0,8,0,23,0,23,248,0,248,4,0,4,0
141,1,0,1,2,0,2,3,3,3,0,0,0,3,0,3,0,4,0,4,0,5,0,5,15,0,15,5,0,5,0
142,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,6,0,6,0,52,0,52,70,0,70,1,0,1,0
143,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,4,2,2,0,7,2,5,476,1413,5,4,3,1,0
144,1,1,0,10,9,1,1,0,0,10,10,0,11,10,1,0,13,11,2,0,47,36,11,279,406,60,20,18,2,0
145,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,7,7,0,69,69,0,1,1,0,0
146,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
147,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,3,3,0,3,3,0,0
148,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
149,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,3,2,1,5,3,2,2,1,1,0
150,0,0,0,2,2,1,1,0,0,1,1,0,2,2,1,1,1,1,1,1,3,2,1,3,2,1,3,2,1,0
151,0,0,0,6,4,2,0,0,0,6,4,2,3,2,1,0,12,11,1,0,31,30,1,118,274,2,9,8,1,0
152,2,0,2,0,0,0,2,2,2,0,0,0,2,0,2,0,8,0,8,0,32,0,32,125,0,164,12,0,12,0
153,2,2,0,5,4,1,1,0,0,6,6,0,7,6,1,0,17,16,1,0,30,28,2,114,131,5,13,12,1,0
154,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,4,4,0,1,1,0,0
155,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
156,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,5,4,1,0,12,11,1,57,55,2,6,5,1,0
157,0,0,0,4,3,1,2,1,1,2,2,0,4,3,1,0,1,1,1,1,5,4,1,15,14,1,4,3,1,0
158,0,0,0,3,2,1,2,1,1,1,1,0,3,2,1,0,3,2,1,0,3,2,1,6,5,1,3,2,1,0
159,2,0,2,0,0,0,2,2,2,0,0,0,2,0,2,0,5,0,5,0,22,0,22,142,0,142,4,0,4,0
160,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,8,8,0,0,19,19,0,47,59,0,3,3,0,0
161,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,11,11,0,22,22,0,3,3,0,0
162,1,1,0,1,1,0,2,0,2,0,0,0,2,2,0,0,41,41,0,0,117,117,0,955,1810,0,42,42,0,0
163,1,0,1,3,1,2,1,1,1,3,0,3,4,1,3,0,22,6,16,0,79,8,71,405,40,365,5,1,4,0
164,2,2,0,3,3,1,1,0,0,4,4,0,5,5,1,1,11,10,1,0,13,11,2,13,11,2,8,7,1,0
165,0,0,0,8,6,2,0,0,0,8,6,2,4,3,1,0,6,6,1,1,12,11,1,53,104,2,4,3,1,0
166,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,4,4,0,4,4,0,2,2,0,0
167,1,1,0,18,17,1,1,0,0,18,18,0,19,18,1,0,35,34,1,0,113,110,3,687,739,18,40,38,2,0
168,1,1,0,11,10,1,1,0,0,11,11,0,12,11,1,0,25,24,1,0,55,51,4,182,243,18,29,28,1,0
169,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,5,2,3,0,15,2,13,72,10,65,3,1,2,0
170,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,3,0,3,3,0,1,1,0,0
171,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,5,5,0,13,13,0,1,1,0,0
172,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
173,1,0,1,4,4,0,1,0,0,4,4,0,5,4,1,0,3,3,1,1,15,14,1,31,37,2,7,6,1,0
174,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
175,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,26,0,26,1,0,1,0
176,2,0,2,0,0,0,2,2,2,0,0,0,2,0,2,0,4,0,4,0,15,0,15,105,0,105,2,0,2,0
177,1,0,1,3,0,3,4,4,4,0,0,0,4,0,4,0,5,0,5,0,21,0,21,60,0,96,7,0,7,0
178,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,2,1,1,2,1,1,2,1,1,0
179,0,0,0,5,5,0,5,0,5,0,0,0,5,5,0,0,111,111,0,0,186,186,0,489,494,0,8,8,0,0
180,1,0,1,1,0,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,10,0,10,39,0,53,6,0,6,0
181,1,0,1,1,0,1,2,2,1,0,0,0,2,0,2,0,3,0,3,0,10,0,10,61,0,61,3,0,3,0
182,0,0,0,2,0,2,2,2,2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,2,1,0,1,0
183,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,0,0
184,2,2,0,6,5,1,1,0,0,7,7,0,8,7,1,0,14,13,1,0,32,31,1,162,162,10,13,11,2,0
185,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,6,0,6,8,0,8,1,0,1,0
186,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,2,0,2,0,3,0,3,61,0,61,1,0,1,0
187,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,3,2,1,0,3,2,1,8,2,6,2,1,1,0
188,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,1,0,2,1,1,3,1,2,2,1,1,0
189,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,8,7,1,0,41,37,4,99,109,23,7,5,2,0
190,1,1,0,4,4,1,1,0,0,4,4,0,5,5,1,1,8,7,1,0,12,10,2,38,43,3,8,7,1,0
191,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
192,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
193,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,2,1,1,0,7,1,6,15,1,14,2,1,1,0
194,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,18,18,0,0,44,44,0,56,56,0,2,2,0,0
195,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,4,4,0,4,4,0,2,2,0,0
196,1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,5,1,4,0,37,1,36,149,1,148,3,1,2,0
197,1,1,1,3,2,1,1,1,0,3,2,1,4,3,2,1,748,744,4,0,19945,19931,14,141824,142151,62,20,17,3,0
198,0,0,0,7,6,1,1,0,0,6,6,0,7,6,1,0,7,7,1,1,21,20,1,111,111,2,8,7,1,0
199,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,4,0,4,0,6,0,4,1710,0,198,1,0,1,0
200,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
201,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,13,1,12,34,3,31,2,1,1,0
202,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
203,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,3,0,3,0,6,0,6,17,0,17,3,0,3,0
204,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,3,1,2,0,6,2,4,12,8,4,2,1,1,0
205,2,2,1,3,0,3,1,1,0,4,1,3,5,2,4,1,7,5,3,1,13,5,8,2124,7570,1486,22,16,6,0
206,1,0,1,2,0,2,3,3,3,0,0,0,3,0,3,0,3,0,3,0,23,0,23,70,0,219,32,0,32,0
207,8,8,0,155,154,1,1,0,0,162,162,0,163,162,1,0,94,93,1,0,185,184,1,10346,24054,21,274,273,1,0
208,1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,4,1,4,1,20,2,18,66,2,64,3,1,2,0
209,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
210,3,3,1,2,2,0,1,0,0,4,4,0,5,5,1,1,69,68,2,1,132,130,2,2605,2734,55,33,31,2,0
211,0,0,0,2,0,2,2,2,2,0,0,0,1,0,1,0,1,0,1,0,2,0,2,2,0,4,1,0,1,0
212,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,4,4,0,6,6,0,1,1,0,0
213,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,3,2,1,0,35,28,7,48,66,30,2,1,1,0
214,1,1,0,55,54,1,2,1,1,54,54,0,56,55,1,0,164,164,1,1,1823,1822,1,21022,122251,1,503,502,1,0
215,3,3,0,1,1,0,4,0,4,0,0,0,4,4,0,0,5,5,0,0,11,11,0,21,21,0,9,9,0,0
216,6,6,0,26,26,0,32,0,32,0,0,0,32,32,0,0,141,141,0,0,413,413,0,6061,6647,0,55,55,0,0
217,3,3,0,3,3,0,6,1,6,0,0,0,6,6,0,0,27,27,0,0,71,71,0,500,1170,0,11,11,0,0
218,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
219,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,3,3,0,1,1,0,0
220,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,26,78,0,3,3,0,0
221,5,5,0,33,33,0,38,0,38,0,0,0,38,38,0,0,59,59,0,0,192,192,0,1778,5932,0,121,121,0,0
